Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Mean,Packet Length Std,Packet Length Variance,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Fwd Act Data Pkts,Active Mean,Active Std,Idle Mean,Idle Std,Label
8596,1,1,49,497,49,0,497,0,63517.9153094,232.666356445,8596,0,0,0,0,0,0,0,8,8,116.333178222,116.333178222,198.333333333,258.652920597,66901.3333333,1,297.5,49,497,0,0,0,0,0,0,0,0,dns
22838,1,1,36,461,36,0,461,0,21761.9756546,87.5733426745,22838,0,0,0,0,0,0,0,8,8,43.7866713372,43.7866713372,177.666666667,245.373864406,60208.3333333,1,266.5,36,461,0,0,0,0,0,0,0,0,dns
15688,1,1,51,248,51,0,248,0,19059.1534931,127.485976543,15688,0,0,0,0,0,0,0,8,8,63.7429882713,63.7429882713,116.666666667,113.73800303,12936.3333333,1,175,51,248,0,0,0,0,0,0,0,0,dns
148,1,1,42,102,42,0,102,0,972972.972973,13513.5135135,148,0,0,0,0,0,0,0,8,8,6756.75675676,6756.75675676,62,34.6410161514,1200,1,93,42,102,0,0,0,0,0,0,0,0,dns
249,1,1,42,425,42,0,425,0,1875502.00803,8032.12851406,249,0,0,0,0,0,0,0,8,8,4016.06425703,4016.06425703,169.666666667,221.1251531,48896.3333333,1,254.5,42,425,0,0,0,0,0,0,0,0,dns
542,1,1,49,317,49,0,317,0,675276.752768,3690.03690037,542,0,0,0,0,0,0,0,8,8,1845.01845018,1845.01845018,138.333333333,154.729872143,23941.3333333,1,207.5,49,317,0,0,0,0,0,0,0,0,dns
8434,1,1,50,499,50,0,499,0,65093.6684847,237.135404316,8434,0,0,0,0,0,0,0,8,8,118.567702158,118.567702158,199.666666667,259.230270866,67200.3333333,1,299.5,50,499,0,0,0,0,0,0,0,0,dns
139143,2,1,74,325,37,0,325,0,2867.55352407,21.5605528126,69.5715,34422.6652149,93912,93912,0,0,0,0,16,8,14.373701875,7.18685093752,109,144,20736,0,145.333333333,37,325,0,0,0,1,0,0,0,0,dns
3507,1,1,46,359,46,0,359,0,115483.319076,570.287995438,3507,0,0,0,0,0,0,0,8,8,285.143997719,285.143997719,150.333333333,180.710634256,32656.3333333,1,225.5,46,359,0,0,0,0,0,0,0,0,dns
25633,1,1,49,312,49,0,312,0,14083.4081067,78.024421644,25633,0,0,0,0,0,0,0,8,8,39.012210822,39.012210822,136.666666667,151.843120797,23056.3333333,1,205,49,312,0,0,0,0,0,0,0,0,dns
77973,1,1,36,507,36,0,507,0,6963.94905929,25.6499044541,77973,0,0,0,0,0,0,0,8,8,12.8249522271,12.8249522271,193,271.931976788,73947,1,289.5,36,507,0,0,0,0,0,0,0,0,dns
193271,1,1,49,407,49,0,407,0,2359.38138676,10.348163977,193271,0,0,0,0,0,0,0,8,8,5.1740819885,5.1740819885,168.333333333,206.69139637,42721.3333333,1,252.5,49,407,0,0,0,0,0,0,0,0,dns
73601,1,1,35,356,35,0,356,0,5312.42782027,27.1735438377,73601,0,0,0,0,0,0,0,8,8,13.5867719189,13.5867719189,142,185.32943641,34347,1,213,35,356,0,0,0,0,0,0,0,0,dns
126,1,1,29,512,29,0,512,0,4293650.79365,15873.015873,126,0,0,0,0,0,0,0,8,8,7936.50793651,7936.50793651,190,278.860180019,77763,1,285,29,512,0,0,0,0,0,0,0,0,dns
228,1,1,32,296,32,0,296,0,1438596.49123,8771.92982456,228,0,0,0,0,0,0,0,8,8,4385.96491228,4385.96491228,120,152.420471066,23232,1,180,32,296,0,0,0,0,0,0,0,0,dns
244,1,1,33,297,33,0,297,0,1352459.01639,8196.72131148,244,0,0,0,0,0,0,0,8,8,4098.36065574,4098.36065574,121,152.420471066,23232,1,181.5,33,297,0,0,0,0,0,0,0,0,dns
354,1,1,41,312,41,0,312,0,997175.141243,5649.71751412,354,0,0,0,0,0,0,0,8,8,2824.85875706,2824.85875706,131.333333333,156.46192295,24480.3333333,1,197,41,312,0,0,0,0,0,0,0,0,dns
247,1,1,37,321,37,0,321,0,1449392.71255,8097.1659919,247,0,0,0,0,0,0,0,8,8,4048.58299595,4048.58299595,131.666666667,163.96747645,26885.3333333,1,197.5,37,321,0,0,0,0,0,0,0,0,dns
20112,1,1,50,309,50,0,309,0,17850.0397772,99.4431185362,20112,0,0,0,0,0,0,0,8,8,49.7215592681,49.7215592681,136.333333333,149.53371972,22360.3333333,1,204.5,50,309,0,0,0,0,0,0,0,0,dns
43476,1,1,32,461,32,0,461,0,11339.5896587,46.0023921244,43476,0,0,0,0,0,0,0,8,8,23.0011960622,23.0011960622,175,247.683265482,61347,1,262.5,32,461,0,0,0,0,0,0,0,0,dns
3694,1,1,49,500,49,0,500,0,148619.382783,541.418516513,3694,0,0,0,0,0,0,0,8,8,270.709258257,270.709258257,199.333333333,260.384971405,67800.3333333,1,299,49,500,0,0,0,0,0,0,0,0,dns
279,1,1,28,292,28,0,292,0,1146953.40502,7168.45878136,279,0,0,0,0,0,0,0,8,8,3584.22939068,3584.22939068,116,152.420471066,23232,1,174,28,292,0,0,0,0,0,0,0,0,dns
3107549,4,4,156,1492,39,0,373,0,530.321484874,2.57437614017,443.935571429,599541.725622,3107272,1035.75733333,451355.966222,3023717,1007.90566667,491467.461101,32,32,1.28718807008,1.28718807008,187.444444444,176.033456416,30987.7777778,1,210875,39,373,824,4,1031,3,0,0,0,0,dns
76004,1,1,48,322,48,0,322,0,4868.16483343,26.314404505,76004,0,0,0,0,0,0,0,8,8,13.1572022525,13.1572022525,139.333333333,158.193973758,25025.3333333,1,209,48,322,0,0,0,0,0,0,0,0,dns
1783,1,1,45,471,45,0,471,0,289399.88783,1121.70499159,1783,0,0,0,0,0,0,0,8,8,560.852495794,560.852495794,187,245.951214675,60492,1,280.5,45,471,0,0,0,0,0,0,0,0,dns
859,1,1,50,502,50,0,502,0,642607.683353,2328.2887078,859,0,0,0,0,0,0,0,8,8,1164.1443539,1164.1443539,200.666666667,260.962321674,68101.3333333,1,301,50,502,0,0,0,0,0,0,0,0,dns
376865,1,1,35,405,35,0,405,0,1167.52683322,5.30694015098,376865,0,0,0,0,0,0,0,8,8,2.65347007549,2.65347007549,158.333333333,213.6195996,45633.3333333,1,237.5,35,405,0,0,0,0,0,0,0,0,dns
227,1,1,37,308,37,0,308,0,1519823.78855,8810.57268722,227,0,0,0,0,0,0,0,8,8,4405.28634361,4405.28634361,127.333333333,156.46192295,24480.3333333,1,191,37,308,0,0,0,0,0,0,0,0,dns
25254,1,1,37,398,37,0,398,0,17224.9940603,79.1953749901,25254,0,0,0,0,0,0,0,8,8,39.5976874951,39.5976874951,157.333333333,208.423447177,43440.3333333,1,236,37,398,0,0,0,0,0,0,0,0,dns
241,1,1,41,312,41,0,312,0,1464730.29046,8298.75518672,241,0,0,0,0,0,0,0,8,8,4149.37759336,4149.37759336,131.333333333,156.46192295,24480.3333333,1,197,41,312,0,0,0,0,0,0,0,0,dns
15452,1,1,53,507,53,0,507,0,36241.2632669,129.433083096,15452,0,0,0,0,0,0,0,8,8,64.716541548,64.716541548,204.333333333,262.117022212,68705.3333333,1,306.5,53,507,0,0,0,0,0,0,0,0,dns
221,1,1,39,337,39,0,337,0,1701357.46606,9049.77375566,221,0,0,0,0,0,0,0,8,8,4524.88687783,4524.88687783,138.333333333,172.050380219,29601.3333333,1,207.5,39,337,0,0,0,0,0,0,0,0,dns
151,1,1,33,304,33,0,304,0,2231788.07947,13245.0331126,151,0,0,0,0,0,0,0,8,8,6622.51655629,6622.51655629,123.333333333,156.46192295,24480.3333333,1,185,33,304,0,0,0,0,0,0,0,0,dns
2740,2,2,66,630,33,0,315,277.185858225,254014.59854,1459.8540146,0.913333333333,728.494566441,1054,1054,0,2501,2501,0,16,16,729.927007299,729.927007299,145.8,207.521565144,43065.2,1,182.25,33,315,696,4,254014,1,0,0,0,0,dns
287,1,1,49,410,49,0,410,0,1599303.13589,6968.64111498,287,0,0,0,0,0,0,0,8,8,3484.32055749,3484.32055749,169.333333333,208.423447177,43440.3333333,1,254,49,410,0,0,0,0,0,0,0,0,dns
146,1,1,51,28,51,0,28,0,541095.890411,13698.630137,146,0,0,0,0,0,0,0,8,8,6849.31506849,6849.31506849,43.3333333333,13.2790561914,176.333333333,1,65,51,28,0,0,0,0,0,0,0,0,dns
187,1,1,28,292,28,0,292,0,1711229.94652,10695.1871658,187,0,0,0,0,0,0,0,8,8,5347.59358289,5347.59358289,116,152.420471066,23232,1,174,28,292,0,0,0,0,0,0,0,0,dns
140865,1,1,40,311,40,0,311,0,2491.74741774,14.1979909843,140865,0,0,0,0,0,0,0,8,8,7.09899549214,7.09899549214,130.333333333,156.46192295,24480.3333333,1,195.5,40,311,0,0,0,0,0,0,0,0,dns
67756,5,5,180,1995,36,0,399,0,32100.4781864,147.588405455,7.52844444444,18525.2715642,67534,16.8835,26725.3232784,67476,16869,26750.0144673,40,40,73.7942027274,73.7942027274,201,189.570567336,35937,1,221.1,36,399,2175,10,32100,4,0,0,0,0,dns
199,1,1,29,102,29,0,102,0,658291.457286,10050.2512563,199,0,0,0,0,0,0,0,8,8,5025.12562814,5025.12562814,53.3333333333,42.1465696508,1776.33333333,1,80,29,102,0,0,0,0,0,0,0,0,dns
389,1,1,37,325,37,0,325,0,930591.25964,5141.38817481,389,0,0,0,0,0,0,0,8,8,2570.6940874,2570.6940874,133,166.276877527,27648,1,199.5,37,325,0,0,0,0,0,0,0,0,dns
313,1,1,32,296,32,0,296,0,1047923.32268,6389.77635783,313,0,0,0,0,0,0,0,8,8,3194.88817891,3194.88817891,120,152.420471066,23232,1,180,32,296,0,0,0,0,0,0,0,0,dns
297,1,1,47,482,47,0,482,0,1781144.78114,6734.00673401,297,0,0,0,0,0,0,0,8,8,3367.003367,3367.003367,192,251.147367097,63075,1,288,47,482,0,0,0,0,0,0,0,0,dns
39097,1,1,52,331,52,0,331,0,9796.14804205,51.1548200629,39097,0,0,0,0,0,0,0,8,8,25.5774100315,25.5774100315,145,161.080725104,25947,1,217.5,52,331,0,0,0,0,0,0,0,0,dns
162505,1,1,35,504,35,0,504,0,3316.82102089,12.3073136211,162505,0,0,0,0,0,0,0,8,8,6.15365681056,6.15365681056,191.333333333,270.77727625,73320.3333333,1,287,35,504,0,0,0,0,0,0,0,0,dns
28250,1,1,55,509,55,0,509,0,19964.6017699,70.796460177,28.25,0,0,0,0,0,0,0,8,8,35.3982300885,35.3982300885,206.333333333,262.117022212,68705.3333333,1,309.5,55,509,0,0,0,0,0,0,0,0,dns
244,1,1,45,316,45,0,316,0,1479508.19672,8196.72131148,244,0,0,0,0,0,0,0,8,8,4098.36065574,4098.36065574,135.333333333,156.46192295,24480.3333333,1,203,45,316,0,0,0,0,0,0,0,0,dns
178,1,1,45,309,45,0,309,0,1988764.04494,11235.9550562,178,0,0,0,0,0,0,0,8,8,5617.97752809,5617.97752809,133,152.420471066,23232,1,199.5,45,309,0,0,0,0,0,0,0,0,dns
146401,1,1,41,370,41,0,370,0,2807.35787324,13.6611088722,146401,0,0,0,0,0,0,0,8,8,6.8305544361,6.8305544361,150.666666667,189.948238563,36080.3333333,1,226,41,370,0,0,0,0,0,0,0,0,dns
33042,1,1,44,200,44,0,200,0,7384.54088736,60.5290236668,33042,0,0,0,0,0,0,0,8,8,30.2645118334,30.2645118334,96,90.0666419936,8112,1,144,44,200,0,0,0,0,0,0,0,0,dns
211,1,1,33,321,33,0,321,0,1677725.11848,9478.67298578,211,0,0,0,0,0,0,0,8,8,4739.33649289,4739.33649289,129,166.276877527,27648,1,193.5,33,321,0,0,0,0,0,0,0,0,dns
290,1,1,33,391,33,0,391,0,1462068.96552,6896.55172414,0.29,0,0,0,0,0,0,0,8,8,3448.27586207,3448.27586207,152.333333333,206.69139637,42721.3333333,1,228.5,33,391,0,0,0,0,0,0,0,0,dns
226,1,1,43,129,43,0,129,0,761061.946903,8849.55752212,226,0,0,0,0,0,0,0,8,8,4424.77876106,4424.77876106,71.6666666667,49.6521231503,2465.33333333,1,107.5,43,129,0,0,0,0,0,0,0,0,dns
167,1,1,32,296,32,0,296,0,1964071.85629,11976.0479042,167,0,0,0,0,0,0,0,8,8,5988.0239521,5988.0239521,120,152.420471066,23232,1,180,32,296,0,0,0,0,0,0,0,0,dns
227,1,1,32,296,32,0,296,0,1444933.9207,8810.57268722,227,0,0,0,0,0,0,0,8,8,4405.28634361,4405.28634361,120,152.420471066,23232,1,180,32,296,0,0,0,0,0,0,0,0,dns
141,1,1,34,353,34,0,353,0,2744680.85106,14184.3971631,141,0,0,0,0,0,0,0,8,8,7092.19858156,7092.19858156,140.333333333,184.174735871,33920.3333333,1,210.5,34,353,0,0,0,0,0,0,0,0,dns
226,1,1,44,135,44,0,135,0,792035.39823,8849.55752212,226,0,0,0,0,0,0,0,8,8,4424.77876106,4424.77876106,74.3333333333,52.5388744963,2760.33333333,1,111.5,44,135,0,0,0,0,0,0,0,0,dns
11698,1,1,49,496,49,0,496,0,46589.1605403,170.969396478,11698,0,0,0,0,0,0,0,8,8,85.484698239,85.484698239,198,258.075570328,66603,1,297,49,496,0,0,0,0,0,0,0,0,dns
8335,1,1,49,497,49,0,497,0,65506.8986203,239.952009598,8335,0,0,0,0,0,0,0,8,8,119.976004799,119.976004799,198.333333333,258.652920597,66901.3333333,1,297.5,49,497,0,0,0,0,0,0,0,0,dns
237,1,1,42,313,42,0,313,0,1497890.29536,8438.8185654,237,0,0,0,0,0,0,0,8,8,4219.4092827,4219.4092827,132.333333333,156.46192295,24480.3333333,1,198.5,42,313,0,0,0,0,0,0,0,0,dns
25363,1,1,32,402,32,0,402,0,17111.5404329,78.8550250365,25363,0,0,0,0,0,0,0,8,8,39.4275125182,39.4275125182,155.333333333,213.6195996,45633.3333333,1,233,32,402,0,0,0,0,0,0,0,0,dns
210,1,1,28,276,28,0,276,0,1447619.04762,9523.80952381,0.21,0,0,0,0,0,0,0,8,8,4761.9047619,4761.9047619,110.666666667,143.182866759,20501.3333333,1,166,28,276,0,0,0,0,0,0,0,0,dns
206,1,1,38,328,38,0,328,0,1776699.02913,9708.73786408,206,0,0,0,0,0,0,0,8,8,4854.36893204,4854.36893204,134.666666667,167.431578065,28033.3333333,1,202,38,328,0,0,0,0,0,0,0,0,dns
253,1,1,32,296,32,0,296,0,1296442.68775,7905.13833992,253,0,0,0,0,0,0,0,8,8,3952.56916996,3952.56916996,120,152.420471066,23232,1,180,32,296,0,0,0,0,0,0,0,0,dns
6703,1,1,56,510,56,0,510,0,84439.8030733,298.37386245,6703,0,0,0,0,0,0,0,8,8,149.186931225,149.186931225,207.333333333,262.117022212,68705.3333333,1,311,56,510,0,0,0,0,0,0,0,0,dns
36706,1,1,49,497,49,0,497,0,14874.9523239,54.4870048493,36706,0,0,0,0,0,0,0,8,8,27.2435024247,27.2435024247,198.333333333,258.652920597,66901.3333333,1,297.5,49,497,0,0,0,0,0,0,0,0,dns
109,1,1,32,296,32,0,296,0,3009174.31193,18348.6238532,109,0,0,0,0,0,0,0,8,8,9174.31192661,9174.31192661,120,152.420471066,23232,1,180,32,296,0,0,0,0,0,0,0,0,dns
226,1,1,33,304,33,0,304,0,1491150.44248,8849.55752212,226,0,0,0,0,0,0,0,8,8,4424.77876106,4424.77876106,123.333333333,156.46192295,24480.3333333,1,185,33,304,0,0,0,0,0,0,0,0,dns
733948,1,1,50,483,50,0,483,0,726.209486231,2.7249886913,733948,0,0,0,0,0,0,0,8,8,1.36249434565,1.36249434565,194.333333333,249.992666559,62496.3333333,1,291.5,50,483,0,0,0,0,0,0,0,0,dns
74662,1,1,28,78,28,0,78,0,1419.73159037,26.7873884975,74662,0,0,0,0,0,0,0,8,8,13.3936942487,13.3936942487,44.6666666667,28.8675134595,833.333333333,1,67,28,78,0,0,0,0,0,0,0,0,dns
241,1,1,32,296,32,0,296,0,1360995.85062,8298.75518672,241,0,0,0,0,0,0,0,8,8,4149.37759336,4149.37759336,120,152.420471066,23232,1,180,32,296,0,0,0,0,0,0,0,0,dns
22921,1,1,52,473,52,0,473,0,22904.7598272,87.2562279133,22921,0,0,0,0,0,0,0,8,8,43.6281139566,43.6281139566,192.333333333,243.064463329,59080.3333333,1,288.5,52,473,0,0,0,0,0,0,0,0,dns
27240,1,1,44,113,44,0,113,0,5763.58296623,73.4214390602,27.24,0,0,0,0,0,0,0,8,8,36.7107195301,36.7107195301,67,39.8371685741,1587,1,100.5,44,113,0,0,0,0,0,0,0,0,dns
958,1,1,32,320,32,0,320,0,367432.150313,2087.68267223,958,0,0,0,0,0,0,0,8,8,1043.84133612,1043.84133612,128,166.276877527,27648,1,192,32,320,0,0,0,0,0,0,0,0,dns
40837,1,1,52,458,52,0,458,0,12488.6744864,48.9751940642,40837,0,0,0,0,0,0,0,8,8,24.4875970321,24.4875970321,187.333333333,234.404209291,54945.3333333,1,281,52,458,0,0,0,0,0,0,0,0,dns
282357,2,1,100,350,50,0,350,0,1593.72709017,10.6248472678,141.1785,24179.5163827,158276,158276,0,0,0,0,16,8,7.08323151188,3.54161575594,125,150,22500,0,166.666666667,50,350,0,0,0,1,0,0,0,0,dns
232,1,1,31,382,31,0,382,0,1780172.41379,8620.68965517,232,0,0,0,0,0,0,0,8,8,4310.34482759,4310.34482759,148,202.649944486,41067,1,222,31,382,0,0,0,0,0,0,0,0,dns
194,1,1,43,116,43,0,116,0,819587.628866,10309.2783505,194,0,0,0,0,0,0,0,8,8,5154.63917526,5154.63917526,67.3333333333,42.1465696508,1776.33333333,1,101,43,116,0,0,0,0,0,0,0,0,dns
3224,1,1,55,334,55,0,334,0,120657.568238,620.347394541,3224,0,0,0,0,0,0,0,8,8,310.17369727,310.17369727,148,161.080725104,25947,1,222,55,334,0,0,0,0,0,0,0,0,dns
23377,1,1,38,328,38,0,328,0,15656.4144244,85.5541771827,23377,0,0,0,0,0,0,0,8,8,42.7770885914,42.7770885914,134.666666667,167.431578065,28033.3333333,1,202,38,328,0,0,0,0,0,0,0,0,dns
3351,1,1,49,317,49,0,317,0,109221.128021,596.836765145,3351,0,0,0,0,0,0,0,8,8,298.418382572,298.418382572,138.333333333,154.729872143,23941.3333333,1,207.5,49,317,0,0,0,0,0,0,0,0,dns
173,1,1,32,296,32,0,296,0,1895953.75723,11560.6936416,173,0,0,0,0,0,0,0,8,8,5780.34682081,5780.34682081,120,152.420471066,23232,1,180,32,296,0,0,0,0,0,0,0,0,dns
8690,1,1,50,502,50,0,502,0,63521.2888377,230.149597238,8.69,0,0,0,0,0,0,0,8,8,115.074798619,115.074798619,200.666666667,260.962321674,68101.3333333,1,301,50,502,0,0,0,0,0,0,0,0,dns
32310,1,1,49,415,49,0,415,0,14360.8789848,61.9003404519,32.31,0,0,0,0,0,0,0,8,8,30.9501702259,30.9501702259,171,211.310198523,44652,1,256.5,49,415,0,0,0,0,0,0,0,0,dns
303,1,1,38,326,38,0,326,0,1201320.13201,6600.66006601,303,0,0,0,0,0,0,0,8,8,3300.330033,3300.330033,134,166.276877527,27648,1,201,38,326,0,0,0,0,0,0,0,0,dns
74205,1,1,39,338,39,0,338,0,5080.52018058,26.9523617007,74205,0,0,0,0,0,0,0,8,8,13.4761808503,13.4761808503,138.666666667,172.627730488,29800.3333333,1,208,39,338,0,0,0,0,0,0,0,0,dns
207,1,1,41,312,41,0,312,0,1705314.00966,9661.83574879,207,0,0,0,0,0,0,0,8,8,4830.9178744,4830.9178744,131.333333333,156.46192295,24480.3333333,1,197,41,312,0,0,0,0,0,0,0,0,dns
1148509,1,1,50,409,50,0,409,0,399.648587865,1.74138818242,1148509,0,0,0,0,0,0,0,8,8,0.870694091209,0.870694091209,169.666666667,207.268746639,42960.3333333,1,254.5,50,409,0,0,0,0,0,0,0,0,dns
278,1,1,42,316,42,0,316,0,1287769.78417,7194.24460432,278,0,0,0,0,0,0,0,8,8,3597.12230216,3597.12230216,133.333333333,158.193973758,25025.3333333,1,200,42,316,0,0,0,0,0,0,0,0,dns
138592,1,1,44,315,44,0,315,0,2590.33710459,14.4308473794,138592,0,0,0,0,0,0,0,8,8,7.21542368968,7.21542368968,134.333333333,156.46192295,24480.3333333,1,201.5,44,315,0,0,0,0,0,0,0,0,dns
173333,2,1,96,473,48,0,473,0,3282.69862057,17.3077255918,86.6665,73539.8123502,34666,34666,0,0,0,0,16,8,11.5384837279,5.76924186393,154.25,212.5,45156.25,0,205.666666667,48,473,0,0,0,1,0,0,0,0,dns
245,1,1,32,296,32,0,296,0,1338775.5102,8163.26530612,245,0,0,0,0,0,0,0,8,8,4081.63265306,4081.63265306,120,152.420471066,23232,1,180,32,296,0,0,0,0,0,0,0,0,dns
286,1,1,36,503,36,0,503,0,1884615.38462,6993.00699301,286,0,0,0,0,0,0,0,8,8,3496.5034965,3496.5034965,191.666666667,269.622575712,72696.3333333,1,287.5,36,503,0,0,0,0,0,0,0,0,dns
347,1,1,45,316,45,0,316,0,1040345.82133,5763.68876081,347,0,0,0,0,0,0,0,8,8,2881.8443804,2881.8443804,135.333333333,156.46192295,24480.3333333,1,203,45,316,0,0,0,0,0,0,0,0,dns
24047,1,1,36,337,36,0,337,0,15511.2903897,83.1704578534,24047,0,0,0,0,0,0,0,8,8,41.5852289267,41.5852289267,136.333333333,173.782431026,30200.3333333,1,204.5,36,337,0,0,0,0,0,0,0,0,dns
241,1,1,36,186,36,0,186,0,921161.825726,8298.75518672,241,0,0,0,0,0,0,0,8,8,4149.37759336,4149.37759336,86,86.6025403784,7500,1,129,36,186,0,0,0,0,0,0,0,0,dns
8824,1,1,36,434,36,0,434,0,53263.8259293,226.654578422,8824,0,0,0,0,0,0,0,8,8,113.327289211,113.327289211,168.666666667,229.785407137,52801.3333333,1,253,36,434,0,0,0,0,0,0,0,0,dns
3716,1,1,51,484,51,0,484,0,143972.012917,538.2131324,3716,0,0,0,0,0,0,0,8,8,269.1065662,269.1065662,195.333333333,249.992666559,62496.3333333,1,293,51,484,0,0,0,0,0,0,0,0,dns
236,1,1,36,337,36,0,337,0,1580508.47458,8474.57627119,236,0,0,0,0,0,0,0,8,8,4237.28813559,4237.28813559,136.333333333,173.782431026,30200.3333333,1,204.5,36,337,0,0,0,0,0,0,0,0,dns
75514,1,1,41,502,41,0,502,0,7190.71960166,26.4851550706,75514,0,0,0,0,0,0,0,8,8,13.2425775353,13.2425775353,194.666666667,266.158474096,70840.3333333,1,292,41,502,0,0,0,0,0,0,0,0,dns
157966,2,1,76,461,38,0,461,0,3399.46570781,18.9914285353,78983,21665.7517756,63663,63663,0,0,0,0,16,8,12.6609523568,6.33047617842,143.75,211.5,44732.25,0,191.666666667,38,461,0,0,0,1,0,0,0,0,dns
21395,1,1,52,473,52,0,473,0,24538.4435616,93.4797849965,21395,0,0,0,0,0,0,0,8,8,46.7398924982,46.7398924982,192.333333333,243.064463329,59080.3333333,1,288.5,52,473,0,0,0,0,0,0,0,0,dns
317,1,1,46,62,46,0,62,0,340694.006309,6309.14826498,317,0,0,0,0,0,0,0,8,8,3154.57413249,3154.57413249,51.3333333333,9.23760430703,85.3333333333,1,77,46,62,0,0,0,0,0,0,0,0,dns
165,1,1,32,314,32,0,314,0,2096969.69697,12121.2121212,165,0,0,0,0,0,0,0,8,8,6060.60606061,6060.60606061,126,162.812775911,26508,1,189,32,314,0,0,0,0,0,0,0,0,dns
27204,1,1,38,433,38,0,433,0,17313.6303485,73.5186002059,27204,0,0,0,0,0,0,0,8,8,36.7593001029,36.7593001029,169.666666667,228.05335633,52008.3333333,1,254.5,38,433,0,0,0,0,0,0,0,0,dns
193,1,1,40,359,40,0,359,0,2067357.51295,10362.6943005,193,0,0,0,0,0,0,0,8,8,5181.34715026,5181.34715026,146.333333333,184.174735871,33920.3333333,1,219.5,40,359,0,0,0,0,0,0,0,0,dns
268,1,1,45,316,45,0,316,0,1347014.92537,7462.68656716,268,0,0,0,0,0,0,0,8,8,3731.34328358,3731.34328358,135.333333333,156.46192295,24480.3333333,1,203,45,316,0,0,0,0,0,0,0,0,dns
2401,1,1,44,307,44,0,307,0,146189.08788,832.986255727,2401,0,0,0,0,0,0,0,8,8,416.493127863,416.493127863,131.666666667,151.843120797,23056.3333333,1,197.5,44,307,0,0,0,0,0,0,0,0,dns
406405,1,1,45,309,45,0,309,0,871.05227544,4.92119929627,406405,0,0,0,0,0,0,0,8,8,2.46059964813,2.46059964813,133,152.420471066,23232,1,199.5,45,309,0,0,0,0,0,0,0,0,dns
8611863,4,1,144,399,36,0,399,0,63.0525590108,0.580594466029,2152.96575,2618779.5655,8611863,2870621,2685257.63684,0,0,0,32,8,0.464475572823,0.116118893206,96.5,148.194129438,21961.5,0,115.8,36,399,0,0,0,3,2776.84,0,5835023,0,dns
216,1,1,43,129,43,0,129,0,796296.296296,9259.25925926,216,0,0,0,0,0,0,0,8,8,4629.62962963,4629.62962963,71.6666666667,49.6521231503,2465.33333333,1,107.5,43,129,0,0,0,0,0,0,0,0,dns
215,1,1,43,116,43,0,116,0,739534.883721,9302.3255814,215,0,0,0,0,0,0,0,8,8,4651.1627907,4651.1627907,67.3333333333,42.1465696508,1776.33333333,1,101,43,116,0,0,0,0,0,0,0,0,dns
250,1,1,32,296,32,0,296,0,1312000,8000,0.25,0,0,0,0,0,0,0,8,8,4000,4000,120,152.420471066,23232,1,180,32,296,0,0,0,0,0,0,0,0,dns
239,1,1,49,308,49,0,308,0,1493723.84937,8368.20083682,239,0,0,0,0,0,0,0,8,8,4184.10041841,4184.10041841,135.333333333,149.53371972,22360.3333333,1,203,49,308,0,0,0,0,0,0,0,0,dns
254,1,1,37,395,37,0,395,0,1700787.40157,7874.01574803,254,0,0,0,0,0,0,0,8,8,3937.00787402,3937.00787402,156.333333333,206.69139637,42721.3333333,1,234.5,37,395,0,0,0,0,0,0,0,0,dns
340,1,1,48,250,48,0,250,0,876470.588235,5882.35294118,0.34,0,0,0,0,0,0,0,8,8,2941.17647059,2941.17647059,115.333333333,116.624754376,13601.3333333,1,173,48,250,0,0,0,0,0,0,0,0,dns
6297,1,1,48,411,48,0,411,0,72891.8532635,317.611561061,6297,0,0,0,0,0,0,0,8,8,158.80578053,158.80578053,169,209.578147716,43923,1,253.5,48,411,0,0,0,0,0,0,0,0,dns
138,1,1,36,503,36,0,503,0,3905797.10145,14492.7536232,138,0,0,0,0,0,0,0,8,8,7246.37681159,7246.37681159,191.666666667,269.622575712,72696.3333333,1,287.5,36,503,0,0,0,0,0,0,0,0,dns
210,1,1,32,296,32,0,296,0,1561904.7619,9523.80952381,0.21,0,0,0,0,0,0,0,8,8,4761.9047619,4761.9047619,120,152.420471066,23232,1,180,32,296,0,0,0,0,0,0,0,0,dns
283,1,1,41,504,41,0,504,0,1925795053,7067.13780919,283,0,0,0,0,0,0,0,8,8,3533.56890459,3533.56890459,195.333333333,267.313174635,71456.3333333,1,293,41,504,0,0,0,0,0,0,0,0,dns
3006136,2,1,56,12,28,0,12,0,22.6204004077,0.997958841516,1503068,2125503.58728,3006026,3006026,0,0,0,0,16,8,0.665305894344,0.332652947172,24,8,64,0,32,28,12,0,0,0,1,0,0,0,0,dns
