Fwd Packet Length Mean,Fwd Packet Length Std,Bwd IAT Total,Packet Length Mean,Label,NormFwd_Packet_Length_Mean,NormPacket_Length_Mean,NormFwd_Packet_Length_Std,NormBwd_IAT_Total
36.0,0.0,0.0,193.666666667,dns,0.24,1.29111111111,0.0,0.0
36.0,0.0,0.0,193.666666667,dns,0.24,1.29111111111,0.0,0.0
55.0,0.0,0.0,134.333333333,dns,0.366666666667,0.895555555556,0.0,0.0
46.0,0.0,24381.0,147.4,dns,0.306666666667,0.982666666667,0.0,2.03210743703e-05
46.0,0.0,164.0,147.4,dns,0.306666666667,0.982666666667,0.0,1.36690709845e-07
36.0,0.0,0.0,193.666666667,dns,0.24,1.29111111111,0.0,0.0
33.0,0.0,0.0,121.0,dns,0.22,0.806666666667,0.0,0.0
37.0,0.0,0.0,133.0,dns,0.246666666667,0.886666666667,0.0,0.0
46.0,0.0,1725.0,133.6,dns,0.306666666667,0.890666666667,0.0,1.43775289319e-06
32.0,0.0,0.0,127.666666667,dns,0.213333333333,0.851111111111,0.0,0.0
50.0,0.0,0.0,125.0,dns,0.333333333333,0.833333333333,0.0,0.0
31.0,0.0,0.0,153.333333333,dns,0.206666666667,1.02222222222,0.0,0.0
34.0,0.0,23.0,144.0,dns,0.226666666667,0.96,0.0,1.91700385758e-08
28.0,0.0,0.0,59.0,dns,0.186666666667,0.393333333333,0.0,0.0
36.0,0.0,0.0,193.666666667,dns,0.24,1.29111111111,0.0,0.0
46.0,0.0,64.0,147.4,dns,0.306666666667,0.982666666667,0.0,5.3342716037e-08
27.0,0.0,0.0,52.0,dns,0.18,0.346666666667,0.0,0.0
46.0,0.0,0.0,139.0,dns,0.306666666667,0.926666666667,0.0,0.0
46.0,0.0,23305.0,147.4,dns,0.306666666667,0.982666666667,0.0,1.94242499569e-05
46.0,0.0,25.0,147.4,dns,0.306666666667,0.982666666667,0.0,2.0836998452e-08
31.0,0.0,0.0,110.0,dns,0.206666666667,0.733333333333,0.0,0.0
36.0,0.0,0.0,193.666666667,dns,0.24,1.29111111111,0.0,0.0
46.0,0.0,1464.0,147.4,dns,0.306666666667,0.982666666667,0.0,1.22021462935e-06
34.0,0.0,18.0,144.0,dns,0.226666666667,0.96,0.0,1.50026388854e-08
38.0,0.0,0.0,147.0,dns,0.253333333333,0.98,0.0,0.0
36.0,0.0,0.0,193.666666667,dns,0.24,1.29111111111,0.0,0.0
46.0,0.0,16523.0,147.4,dns,0.306666666667,0.982666666667,0.0,1.37715890169e-05
36.0,0.0,0.0,45.3333333333,dns,0.24,0.302222222222,0.0,0.0
45.0,0.0,0.0,135.333333333,dns,0.3,0.902222222222,0.0,0.0
33.0,0.0,0.0,188.333333333,dns,0.22,1.25555555556,0.0,0.0
39.0,0.0,0.0,96.0,dns,0.26,0.64,0.0,0.0
46.0,0.0,50.0,147.4,dns,0.306666666667,0.982666666667,0.0,4.16739969039e-08
46.0,0.0,260028.0,147.4,dns,0.306666666667,0.982666666667,0.0,0.000216728121339
46.0,0.0,57.0,147.4,dns,0.306666666667,0.982666666667,0.0,4.75083564705e-08
46.0,0.0,10.0,147.4,dns,0.306666666667,0.982666666667,0.0,8.33479938079e-09
46.0,0.0,0.0,133.5,dns,0.306666666667,0.89,0.0,0.0
46.0,0.0,22288.0,147.4,dns,0.306666666667,0.982666666667,0.0,1.85766008599e-05
46.0,0.0,5028191.0,156.75,dns,0.306666666667,1.045,0.0,0.00419089632333
46.0,0.0,15.0,133.6,dns,0.306666666667,0.890666666667,0.0,1.25021990712e-08
33.0,0.0,0.0,130.0,dns,0.22,0.866666666667,0.0,0.0
46.0,0.0,18.0,147.4,dns,0.306666666667,0.982666666667,0.0,1.50026388854e-08
46.0,0.0,84.0,147.4,dns,0.306666666667,0.982666666667,0.0,7.00123147986e-08
46.0,0.0,17.0,133.6,dns,0.306666666667,0.890666666667,0.0,1.41691589473e-08
33.0,0.0,324.0,145.8,dns,0.22,0.972,0.0,2.70047499937e-07
36.0,0.0,0.0,193.666666667,dns,0.24,1.29111111111,0.0,0.0
46.0,0.0,23638.0,147.4,dns,0.306666666667,0.982666666667,0.0,1.97017987763e-05
27.0,0.0,0.0,52.0,dns,0.18,0.346666666667,0.0,0.0
46.0,0.0,26.0,147.4,dns,0.306666666667,0.982666666667,0.0,2.167047839e-08
33.0,0.0,0.0,129.0,dns,0.22,0.86,0.0,0.0
37.0,0.0,0.0,133.0,dns,0.246666666667,0.886666666667,0.0,0.0
36.0,0.0,0.0,193.666666667,dns,0.24,1.29111111111,0.0,0.0
28.0,0.0,0.0,59.0,dns,0.186666666667,0.393333333333,0.0,0.0
33.0,0.0,0.0,121.0,dns,0.22,0.806666666667,0.0,0.0
30.0,0.0,793.0,134.2,dns,0.2,0.894666666667,0.0,6.60949590896e-07
32.0,0.0,0.0,120.0,dns,0.213333333333,0.8,0.0,0.0
33.0,0.0,0.0,121.0,dns,0.22,0.806666666667,0.0,0.0
36.0,0.0,0.0,174.0,dns,0.24,1.16,0.0,0.0
36.0,0.0,0.0,36.0,dns,0.24,0.24,0.0,0.0
28.0,0.0,0.0,59.0,dns,0.186666666667,0.393333333333,0.0,0.0
36.0,0.0,0.0,36.0,dns,0.24,0.24,0.0,0.0
36.0,0.0,0.0,193.666666667,dns,0.24,1.29111111111,0.0,0.0
30.0,0.0,14.0,134.2,dns,0.2,0.894666666667,0.0,1.16687191331e-08
46.0,0.0,21.0,147.4,dns,0.306666666667,0.982666666667,0.0,1.75030786997e-08
46.0,0.0,28.0,147.4,dns,0.306666666667,0.982666666667,0.0,2.33374382662e-08
46.0,0.0,24912.0,133.6,dns,0.306666666667,0.890666666667,0.0,2.07636522174e-05
46.0,0.0,24768.0,133.6,dns,0.306666666667,0.890666666667,0.0,2.06436311063e-05
32.0,0.0,0.0,167.333333333,dns,0.213333333333,1.11555555556,0.0,0.0
32.0,0.0,0.0,147.0,dns,0.213333333333,0.98,0.0,0.0
46.0,0.0,400.0,133.6,dns,0.306666666667,0.890666666667,0.0,3.33391975231e-07
18.0,0.0,134703235.0,54.350877193,dns,0.12,0.362339181287,0.0,0.112272443967
46.0,0.0,24.0,147.4,dns,0.306666666667,0.982666666667,0.0,2.00035185139e-08
46.0,0.0,16.0,147.4,dns,0.306666666667,0.982666666667,0.0,1.33356790093e-08
46.0,0.0,23293.0,147.4,dns,0.306666666667,0.982666666667,0.0,1.94142481977e-05
46.0,0.0,70.0,147.4,dns,0.306666666667,0.982666666667,0.0,5.83435956655e-08
33.0,0.0,0.0,123.333333333,dns,0.22,0.822222222222,0.0,0.0
46.0,0.0,25188.0,147.4,dns,0.306666666667,0.982666666667,0.0,2.09936926803e-05
29.0,0.0,0.0,189.0,dns,0.193333333333,1.26,0.0,0.0
30.0,0.0,223073.0,134.2,dns,0.2,0.894666666667,0.0,0.000185926870227
32.0,0.0,0.0,126.0,dns,0.213333333333,0.84,0.0,0.0
46.0,0.0,15.0,133.6,dns,0.306666666667,0.890666666667,0.0,1.25021990712e-08
36.0,0.0,0.0,36.0,dns,0.24,0.24,0.0,0.0
46.0,0.0,43.0,147.4,dns,0.306666666667,0.982666666667,0.0,3.58396373374e-08
46.0,0.0,106.0,147.4,dns,0.306666666667,0.982666666667,0.0,8.83488734363e-08
36.0,0.0,0.0,193.666666667,dns,0.24,1.29111111111,0.0,0.0
34.0,0.0,0.0,140.333333333,dns,0.226666666667,0.935555555556,0.0,0.0
46.0,0.0,13.0,147.4,dns,0.306666666667,0.982666666667,0.0,1.0835239195e-08
46.0,0.0,125.0,147.4,dns,0.306666666667,0.982666666667,0.0,1.0418499226e-07
44.0,0.0,0.0,71.0,dns,0.293333333333,0.473333333333,0.0,0.0
33.0,0.0,70.0,145.8,dns,0.22,0.972,0.0,5.83435956655e-08
36.0,0.0,0.0,82.0,dns,0.24,0.546666666667,0.0,0.0
46.0,0.0,25126.0,147.4,dns,0.306666666667,0.982666666667,0.0,2.09420169242e-05
35.0,0.0,0.0,156.333333333,dns,0.233333333333,1.04222222222,0.0,0.0
45.0,0.0,0.0,135.333333333,dns,0.3,0.902222222222,0.0,0.0
36.0,0.0,0.0,193.666666667,dns,0.24,1.29111111111,0.0,0.0
33.0,0.0,19.0,145.8,dns,0.22,0.972,0.0,1.58361188235e-08
33.0,0.0,556.0,145.8,dns,0.22,0.972,0.0,4.63414845572e-07
34.0,0.0,0.0,150.333333333,dns,0.226666666667,1.00222222222,0.0,0.0
35.0,0.0,0.0,151.0,dns,0.233333333333,1.00666666667,0.0,0.0
46.0,0.0,22.0,147.4,dns,0.306666666667,0.982666666667,0.0,1.83365586377e-08
40.0,0.0,0.0,147.0,dns,0.266666666667,0.98,0.0,0.0
47.0,0.0,0.0,135.0,dns,0.313333333333,0.9,0.0,0.0
36.0,0.0,0.0,193.666666667,dns,0.24,1.29111111111,0.0,0.0
46.0,0.0,22.0,147.4,dns,0.306666666667,0.982666666667,0.0,1.83365586377e-08
36.0,0.0,0.0,193.666666667,dns,0.24,1.29111111111,0.0,0.0
33.0,0.0,0.0,121.0,dns,0.22,0.806666666667,0.0,0.0
46.0,0.0,26.0,147.4,dns,0.306666666667,0.982666666667,0.0,2.167047839e-08
46.0,0.0,19.0,147.4,dns,0.306666666667,0.982666666667,0.0,1.58361188235e-08
46.0,0.0,40.0,147.4,dns,0.306666666667,0.982666666667,0.0,3.33391975231e-08
46.0,0.0,18.0,147.4,dns,0.306666666667,0.982666666667,0.0,1.50026388854e-08
36.0,0.0,0.0,124.0,dns,0.24,0.826666666667,0.0,0.0
46.0,0.0,24822.0,147.4,dns,0.306666666667,0.982666666667,0.0,2.0688639023e-05
28.0,0.0,0.0,59.0,dns,0.186666666667,0.393333333333,0.0,0.0
32.0,0.0,0.0,120.0,dns,0.213333333333,0.8,0.0,0.0
33.0,0.0,0.0,142.0,dns,0.22,0.946666666667,0.0,0.0
37.0,0.0,0.0,131.666666667,dns,0.246666666667,0.877777777778,0.0,0.0
46.0,0.0,84.0,147.4,dns,0.306666666667,0.982666666667,0.0,7.00123147986e-08
46.0,0.0,60.0,147.4,dns,0.306666666667,0.982666666667,0.0,5.00087962847e-08
31.0,0.0,0.0,183.333333333,dns,0.206666666667,1.22222222222,0.0,0.0
33.0,0.0,0.0,188.333333333,dns,0.22,1.25555555556,0.0,0.0
41.0,0.0,0.0,197.0,dns,0.273333333333,1.31333333333,0.0,0.0
46.0,0.0,26.0,147.4,dns,0.306666666667,0.982666666667,0.0,2.167047839e-08
36.0,0.0,0.0,193.666666667,dns,0.24,1.29111111111,0.0,0.0
38.0,0.0,0.0,126.0,dns,0.253333333333,0.84,0.0,0.0
33.0,0.0,0.0,123.333333333,dns,0.22,0.822222222222,0.0,0.0
46.0,0.0,19.0,147.4,dns,0.306666666667,0.982666666667,0.0,1.58361188235e-08
46.0,0.0,24725.0,147.4,dns,0.306666666667,0.982666666667,0.0,2.0607791469e-05
36.0,0.0,0.0,193.666666667,dns,0.24,1.29111111111,0.0,0.0
46.0,0.0,48.0,147.4,dns,0.306666666667,0.982666666667,0.0,4.00070370278e-08
46.0,0.0,36.0,147.4,dns,0.306666666667,0.982666666667,0.0,3.00052777708e-08
46.0,0.0,1950.0,147.4,dns,0.306666666667,0.982666666667,0.0,1.62528587925e-06
37.0,0.0,0.0,133.0,dns,0.246666666667,0.886666666667,0.0,0.0
46.0,0.0,17.0,133.6,dns,0.306666666667,0.890666666667,0.0,1.41691589473e-08
33.0,0.0,24400.0,145.8,dns,0.22,0.972,0.0,2.03369104891e-05
46.0,0.0,24.0,147.4,dns,0.306666666667,0.982666666667,0.0,2.00035185139e-08
46.0,0.0,25493.0,147.4,dns,0.306666666667,0.982666666667,0.0,2.12479040614e-05
37.0,0.0,0.0,133.0,dns,0.246666666667,0.886666666667,0.0,0.0
50.0,0.0,0.0,136.333333333,dns,0.333333333333,0.908888888889,0.0,0.0
48.0,0.0,0.0,197.0,dns,0.32,1.31333333333,0.0,0.0
53.0,0.0,0.0,118.666666667,dns,0.353333333333,0.791111111111,0.0,0.0
51.0,0.0,0.0,201.0,dns,0.34,1.34,0.0,0.0
45.0,0.0,0.0,172.666666667,dns,0.3,1.15111111111,0.0,0.0
50.0,0.0,0.0,139.666666667,dns,0.333333333333,0.931111111111,0.0,0.0
40.0,0.0,0.0,146.333333333,dns,0.266666666667,0.975555555556,0.0,0.0
50.0,0.0,0.0,151.0,dns,0.333333333333,1.00666666667,0.0,0.0
32.0,0.0,0.0,37.3333333333,dns,0.213333333333,0.248888888889,0.0,0.0
32.0,0.0,0.0,120.0,dns,0.213333333333,0.8,0.0,0.0
36.0,0.0,0.0,28.0,dns,0.24,0.186666666667,0.0,0.0
53.0,0.0,0.0,156.333333333,dns,0.353333333333,1.04222222222,0.0,0.0
51.0,0.0,0.0,195.333333333,dns,0.34,1.30222222222,0.0,0.0
39.0,0.0,49278.0,155.4,dns,0.26,1.036,0.0,4.10722243886e-05
45.0,0.0,0.0,193.0,dns,0.3,1.28666666667,0.0,0.0
49.0,0.0,0.0,197.666666667,dns,0.326666666667,1.31777777778,0.0,0.0
46.0,0.0,0.0,194.333333333,dns,0.306666666667,1.29555555556,0.0,0.0
44.0,0.0,0.0,113.666666667,dns,0.293333333333,0.757777777778,0.0,0.0
33.0,0.0,0.0,188.333333333,dns,0.22,1.25555555556,0.0,0.0
33.0,0.0,13396.0,141.4,dns,0.22,0.942666666667,0.0,1.11652972505e-05
44.0,0.0,0.0,174.333333333,dns,0.293333333333,1.16222222222,0.0,0.0
50.0,0.0,0.0,200.0,dns,0.333333333333,1.33333333333,0.0,0.0
40.0,0.0,0.0,130.333333333,dns,0.266666666667,0.868888888889,0.0,0.0
31.0,0.0,0.0,145.25,dns,0.206666666667,0.968333333333,0.0,0.0
40.0,0.0,1998274.0,148.4,dns,0.266666666667,0.989333333333,0.0,0.00166552128978
28.0,0.0,0.0,116.0,dns,0.186666666667,0.773333333333,0.0,0.0
28.0,0.0,0.0,116.0,dns,0.186666666667,0.773333333333,0.0,0.0
32.0,0.0,0.0,120.0,dns,0.213333333333,0.8,0.0,0.0
53.0,0.0,0.0,204.333333333,dns,0.353333333333,1.36222222222,0.0,0.0
46.0,0.0,0.0,132.333333333,dns,0.306666666667,0.882222222222,0.0,0.0
36.0,0.0,0.0,136.333333333,dns,0.24,0.908888888889,0.0,0.0
33.0,0.0,0.0,171.0,dns,0.22,1.14,0.0,0.0
49.0,0.0,0.0,200.0,dns,0.326666666667,1.33333333333,0.0,0.0
33.0,0.0,0.0,123.333333333,dns,0.22,0.822222222222,0.0,0.0
53.0,0.0,0.0,204.333333333,dns,0.353333333333,1.36222222222,0.0,0.0
51.0,0.0,0.0,135.0,dns,0.34,0.9,0.0,0.0
33.0,0.0,0.0,121.0,dns,0.22,0.806666666667,0.0,0.0
48.0,0.0,0.0,153.0,dns,0.32,1.02,0.0,0.0
32.0,0.0,0.0,120.0,dns,0.213333333333,0.8,0.0,0.0
49.0,0.0,0.0,122.666666667,dns,0.326666666667,0.817777777778,0.0,0.0
29.0,0.0,0.0,161.666666667,dns,0.193333333333,1.07777777778,0.0,0.0
37.0,0.0,0.0,127.333333333,dns,0.246666666667,0.848888888889,0.0,0.0
37.0,0.0,0.0,133.0,dns,0.246666666667,0.886666666667,0.0,0.0
36.0,0.0,0.0,144.0,dns,0.24,0.96,0.0,0.0
36.0,0.0,0.0,136.333333333,dns,0.24,0.908888888889,0.0,0.0
39.0,0.0,0.0,129.333333333,dns,0.26,0.862222222222,0.0,0.0
29.0,0.0,0.0,169.333333333,dns,0.193333333333,1.12888888889,0.0,0.0
39.0,0.0,0.0,183.0,dns,0.26,1.22,0.0,0.0
44.0,0.0,0.0,134.333333333,dns,0.293333333333,0.895555555556,0.0,0.0
32.0,0.0,0.0,120.0,dns,0.213333333333,0.8,0.0,0.0
34.0,0.0,0.0,131.666666667,dns,0.226666666667,0.877777777778,0.0,0.0
49.0,0.0,0.0,135.333333333,dns,0.326666666667,0.902222222222,0.0,0.0
33.0,0.0,0.0,129.0,dns,0.22,0.86,0.0,0.0
45.0,0.0,0.0,163.0,dns,0.3,1.08666666667,0.0,0.0
42.0,0.0,0.0,132.333333333,dns,0.28,0.882222222222,0.0,0.0
37.0,0.0,0.0,133.0,dns,0.246666666667,0.886666666667,0.0,0.0
51.0,0.0,0.0,201.666666667,dns,0.34,1.34444444444,0.0,0.0
49.0,0.0,0.0,108.333333333,dns,0.326666666667,0.722222222222,0.0,0.0
50.0,0.0,0.0,169.666666667,dns,0.333333333333,1.13111111111,0.0,0.0
45.0,0.0,0.0,160.0,dns,0.3,1.06666666667,0.0,0.0
34.0,0.0,0.0,117.8,dns,0.226666666667,0.785333333333,0.0,0.0
36.0,0.0,0.0,136.333333333,dns,0.24,0.908888888889,0.0,0.0
6.0,0.0,0.0,6.0,dns,0.04,0.04,0.0,0.0
34.0,8.48528137424,92550.0,142.4,dns,0.226666666667,0.949333333333,0.117878761271,7.71385682692e-05
44.0,0.0,0.0,96.0,dns,0.293333333333,0.64,0.0,0.0
47.0,0.0,0.0,197.333333333,dns,0.313333333333,1.31555555556,0.0,0.0
50.0,0.0,0.0,140.333333333,dns,0.333333333333,0.935555555556,0.0,0.0
36.0,0.0,0.0,194.0,dns,0.24,1.29333333333,0.0,0.0
42.0,0.0,0.0,132.333333333,dns,0.28,0.882222222222,0.0,0.0
50.0,0.0,0.0,199.666666667,dns,0.333333333333,1.33111111111,0.0,0.0
50.0,0.0,0.0,170.666666667,dns,0.333333333333,1.13777777778,0.0,0.0
32.0,0.0,0.0,120.0,dns,0.213333333333,0.8,0.0,0.0
41.0,0.0,1615558.0,162.285714286,dns,0.273333333333,1.0819047619,0.0,0.0013465351818
40.0,0.0,0.0,182.666666667,dns,0.266666666667,1.21777777778,0.0,0.0
32.0,0.0,0.0,37.3333333333,dns,0.213333333333,0.248888888889,0.0,0.0
33.0,0.0,0.0,121.0,dns,0.22,0.806666666667,0.0,0.0
