@ATTRIBUTE Fwd_Segment_Size_Avg NUMERIC
@ATTRIBUTE Bwd_Segment_Size_Avg NUMERIC
@ATTRIBUTE Bwd_Bytes/Bulk_Avg NUMERIC
@ATTRIBUTE Bwd_Packet/Bulk_Avg NUMERIC
@ATTRIBUTE Bwd_Bulk_Rate_Avg NUMERIC
@ATTRIBUTE Fwd_Act_Data_Pkts NUMERIC
@ATTRIBUTE Active_Mean NUMERIC
@ATTRIBUTE Active_Std NUMERIC
@ATTRIBUTE Idle_Mean NUMERIC
@ATTRIBUTE Idle_Std NUMERIC
@ATTRIBUTE class {video,http,dns,ftp,ssh}
@DATA

1204310147,1225,616,15847.0,19944.0,12.9363265306,12.9915455625,32.3766233766,56.9687779755,29.7190886327,1.5286759848250286,654.516384239,717507.905451,1204310147.0,983.913518791,670731.729608,1204129593.0,1957.93429756,249591.918167,24508,12328,1.01717983781,0.511496147014,19.4305103149,35.7872402476,1280.72656454,0.0,19.4410646388,12.9363265306,32.3766233766,1747,8,1202,611,0.0,0.0,0.0,0.0,ftp
604491076,943,497,13242.0,16374.0,14.0424178155,13.4776808223,32.9456740443,63.422443322,48.9932791001,2.382169162080401,420.077189715,426145.487631,604491076.0,641.710271762,368081.37943,604289649.0,1218.32590524,349665.801687,18868,9948,1.55998994433,0.822179217746,20.5523941707,39.8168401545,1585.38075989,0.0,20.5666666667,14.0424178155,32.9456740443,180,5,160,492,0.0,0.0,0.0,0.0,ftp
606320063,599,304,7885.0,10680.0,13.16360601,13.3117976826,35.1315789474,85.3148456827,30.6191418244,1.4893124194704406,672.195191796,766356.875972,606320063.0,1013.91314883,734585.38277,606141697.0,2000.46764686,433567.338955,11988,6088,0.987927064521,0.501385354949,20.5365044248,51.6519015307,2667.91893173,0.0,20.5592469546,13.16360601,35.1315789474,2221,9,1861,298,0.0,0.0,0.0,0.0,ftp
605161634,620,320,7847.0,8901.0,12.6564516129,12.7480762395,27.815625,13.3808596135,27.6752508075,1.55330402191359,644.4745836,715069.673503,605157221.0,977.636867528,671136.443158,605160835.0,1897.05590909,410204.292833,12408,6404,1.02451967403,0.528784347885,17.7980871413,14.822769882,219.714506975,0.0,17.8170212766,12.6564516129,27.815625,546,10,493,310,0.0,0.0,0.0,0.0,ftp
603904916,604,307,7944.0,10682.0,13.1523178808,13.2778688895,34.7947882736,84.9206102081,30.8426037055,1.508515622018881,663.631775824,746140.22299,603904916.0,1001.50068988,708478.710676,603722708.0,1972.95002614,406580.958704,12088,6148,1.00015744863,0.508358173392,20.423245614,51.4209572911,2644.11484873,0.0,20.4456641054,13.1523178808,34.7947882736,2278,11,1544,301,0.0,0.0,0.0,0.0,ftp
603147358,1093,550,14743.0,17868.0,13.4885635865,13.5638196779,32.4872727273,60.3029300401,54.0680474969,2.7240440966998314,367.324822168,335919.941285,603147358.0,552.332745421,260002.288652,602981808.0,1098.32751913,183720.133584,21868,11008,1.812160802,0.911883294696,19.8363746959,37.6563164,1417.99816482,0.0,19.848447961,13.4885635865,32.4872727273,196,5,113,545,0.0,0.0,0.0,0.0,ftp
602658543,1079,543,14550.0,17678.0,13.484708063,13.5595128032,32.5561694291,60.687665039,53.4763845536,2.691407960344802,371.781951265,337084.180266,602658543.0,559.052451763,257391.23897,602491531.0,1111.60799077,155957.900618,21588,10868,1.79040023996,0.901007720387,19.8570548367,37.8699249893,1434.13121869,0.0,19.869297164,13.484708063,32.5561694291,215,5,124,538,0.0,0.0,0.0,0.0,ftp
602993165,964,495,13188.0,14798.0,13.6804979253,13.4876426409,29.8949494949,3.76445590848,46.411803026,2.419596248657313,413.575558985,390411.665765,602988725.0,626.156516096,313463.917534,602992168.0,1220.63191903,249190.628576,19288,9904,1.59869142132,0.820904827337,19.1684931507,13.5667959047,184.057951121,0.0,19.1816312543,13.6804979253,29.8949494949,122,4,135,490,0.0,0.0,0.0,0.0,ftp
606266531,337,171,4464.0,6596.0,13.2462908012,13.4618683103,38.5730994152,108.086834271,18.2428015311,0.8379152963665745,1195.79197436,1527462.53141,606266531.0,1804.3646756,1556681.35783,606098994.0,3565.2882,757656.199081,6748,3428,0.555861131645,0.282054164722,21.7288801572,64.6035545672,4173.61926272,0.0,21.7716535433,13.2462908012,38.5730994152,1691,6,2414,167,393497.03,0.0,5418.121,0.0,ftp
603941910,986,498,13269.0,16404.0,13.4574036511,13.4890333706,32.9397590361,63.3587434199,49.1322087583,2.4571899638493377,407.243364801,373422.693769,603941910.0,613.138994924,289443.889341,603693252.0,1214.67455131,182659.302594,19728,9968,1.63260734795,0.824582615901,19.9818181818,39.3712075921,1550.09198726,0.0,19.9952830189,13.4574036511,32.9397590361,212,4,171,493,0.0,0.0,0.0,0.0,ftp
474542004,289,148,3531.0,5820.0,12.2179930796,12.4531436287,39.3243243243,116.25957447,19.7053156964,0.9208879220731744,1088.39909174,1509947.66519,474542004.0,1647.71529167,1590990.56835,474290619.0,3226.46679592,1501346.22464,5788,2968,0.609008259678,0.311879662395,21.3493150685,69.3864836051,4814.48410708,0.0,21.3981693364,12.2179930796,39.3243243243,1691,6,822,143,455175.032,0.0,19113.622,0.0,ftp
602881563,2596,1692,47125.0,52020.0,18.1529275809,13.3410905337,30.7446808511,34.3848854041,164.451869297,7.112508099704485,140.630175647,163156.831498,602881563.0,232.324301734,150986.038091,602704111.0,356.418752809,112755.777316,51928,33848,4.30598671335,2.80652138636,23.1161109816,24.7380029755,611.968791215,0.0,23.1215018657,18.1529275809,30.7446808511,33048,1125,166,1687,0.0,0.0,0.0,0.0,ftp
603111857,605,306,8085.0,10644.0,13.3636363636,13.4815301665,34.7843137255,80.8240705241,31.0539409607,1.510499237291566,662.760282418,738595.60027,603111857.0,998.52956457,697759.910692,602930187.0,1976.82028525,356516.007115,12108,6128,1.00313066801,0.507368569277,20.5361842105,49.0957397746,2410.39166402,0.0,20.558726674,13.3636363636,34.7843137255,1748,8,1562,301,0.0,0.0,0.0,0.0,ftp
271123410,518,829,6197.0,18184.0,11.9633204633,12.793880238,21.9348612786,21.6812794232,89.9258385692,4.968217240997375,201.428982169,862498.403371,271121880.0,524.413694391,1332068.07165,271122768.0,327.442956522,1120321.10157,10368,16584,1.91056906521,3.05764817579,18.0867952522,19.379284759,375.556677769,1.0,18.1002227171,11.9633204633,21.9348612786,555,18,279,349,18863.361125,22169879.4954,8742.253875,3262829.08415,ftp
611097152,720,364,9260.0,12256.0,12.8611111111,12.9454891758,33.6703296703,74.1347600213,35.2088042459,1.773858700621141,564.263298246,454993.940143,611097152.0,849.926497914,263283.432971,610323495.0,1681.33194215,376362.147573,14412,7292,1.17820873104,0.595649969581,19.8304147465,45.2607736895,2048.53763498,0.0,19.8487084871,12.8611111111,33.6703296703,926,6,450,359,0.0,0.0,0.0,0.0,ftp
603061946,641,324,8035.0,10080.0,12.5351014041,12.6504360238,31.1111111111,78.7566302678,30.0383735372,1.600167290277009,625.582931535,679122.766883,603061946.0,942.284290625,629612.362842,602882241.0,1866.50848607,307199.511302,12828,6488,1.06290904981,0.537258240466,18.7525879917,47.5348780434,2259.5646306,0.0,18.7720207254,12.5351014041,31.1111111111,1742,8,1222,319,0.0,0.0,0.0,0.0,ftp
606182758,819,460,12162.0,13658.0,14.8498168498,13.4190740917,29.6913043478,4.58807899705,42.5944150658,2.1099247431910624,474.321406886,816117.204453,606178525.0,741.049541565,918790.223715,606181947.0,1320.6578366,1168239.24431,16388,9204,1.35107768935,0.758847053845,20.171875,13.1821362379,173.768715794,0.0,20.1876465989,14.8498168498,29.6913043478,121,4,144,452,246576.149,285748094.03,16363.5175,40104.9753086,ftp
641930168,775,393,10808.0,13016.0,13.9458064516,13.9616364307,33.1195928753,71.3752189877,37.1130711526,1.819512554829796,550.068695801,4440445.91935,641930168.0,829.367142119,5432351.60733,491631692.0,1254.16247959,965976.955152,24800,12588,1.20729642979,0.612216125041,20.379811805,43.8335246103,1921.37787976,0.0,20.397260274,13.9458064516,33.1195928753,172,4,186,388,154495.866667,267594354.608,59480.856,78684035.3267,ftp
606400326,311,159,3792.0,6166.0,12.192926045,12.4060890925,38.7798742138,112.154992654,16.4214951296,0.7750655463862663,1292.96444776,1707519.31535,606400326.0,1956.13008387,1764963.11286,606206578.0,3836.75049367,1142747.27297,6228,3188,0.512862521119,0.262203025267,21.1422505308,67.0022462185,4489.30099833,0.0,21.1872340426,12.192926045,38.7798742138,1691,6,2816,154,48746.0185556,59767381.1074,6269.97888889,1910114.2137,ftp
602960712,623,315,7732.0,10890.0,12.4109149278,12.5184626211,34.5714285714,79.6676844486,30.8842676304,1.555656913182098,643.50129349,727569.217362,602960712.0,969.390212219,693955.417924,602791938.0,1919.71954777,380512.005874,12472,6312,1.03323481547,0.52242209771,19.8317358892,48.3584630999,2338.54095338,0.0,19.8528784648,12.4109149278,34.5714285714,1746,8,1155,310,0.0,0.0,0.0,0.0,ftp
604444654,623,316,8307.0,11408.0,13.3338683788,13.474195618,36.1012658228,83.5747504874,32.6167166332,1.5534921084768167,644.397285714,663797.749553,604444654.0,971.775971061,588513.949097,603775919.0,1916.74894921,342837.32812,12468,6328,1.03069817208,0.522793936399,20.9734042553,50.7896781954,2579.59141119,0.0,20.9957401491,13.3338683788,36.1012658228,2221,9,1673,310,0.0,0.0,0.0,0.0,ftp
604364172,621,316,7763.0,8528.0,12.500805153,12.572964441,26.9873417722,4.92739326013,26.9556018619,1.5503897209843205,645.688217949,709076.534683,604359872.0,974.773987097,662363.3927,604363289.0,1918.61361587,322923.599339,12428,6324,1.02752616513,0.52286355585,17.367803838,12.6486933142,159.989442557,0.0,17.386339381,12.500805153,26.9873417722,207,5,555,310,0.0,0.0,0.0,0.0,ftp
603372131,621,314,7690.0,10872.0,12.383252818,12.4888844661,34.6242038217,79.7912543361,30.7637675761,1.5496241075145052,646.008705567,733032.586799,603372131.0,973.180856452,700796.865581,603201665.0,1927.16186901,385745.259872,12432,6292,1.02921558371,0.520408523807,19.8311965812,48.4300844435,2345.47307921,0.0,19.8524064171,12.383252818,34.6242038217,1746,8,1151,309,0.0,0.0,0.0,0.0,ftp
604150645,603,305,7167.0,10566.0,11.8855721393,11.9906597424,34.6426229508,80.9695371141,29.351950787,1.5029364075246496,666.097734289,744760.023565,604150645.0,1003.5725,705027.259093,603977252.0,1986.76727632,338406.984845,19296,9772,0.998095433631,0.504840973893,19.5082508251,49.0535442876,2406.25020718,0.0,19.5297356828,11.8855721393,34.6426229508,1745,8,1199,300,0.0,0.0,0.0,0.0,ftp
604558231,623,315,7704.0,10886.0,12.3659711075,12.4753492362,34.5587301587,79.6687341971,30.7497260756,1.5515461570152702,645.206223052,730776.12764,604558231.0,971.95857074,697811.465999,604389093.0,1924.80602866,383867.903506,12472,6312,1.03050453712,0.521041619893,19.797657082,48.3549372025,2338.19995186,0.0,19.8187633262,12.3659711075,34.5587301587,1746,8,1490,310,0.0,0.0,0.0,0.0,ftp
603791476,655,331,8069.0,11326.0,12.3190839695,12.4229928541,34.2175226586,77.72933494,32.1220169064,1.6330141103217561,612.986270051,705216.705897,603791476.0,923.228556575,680208.066118,603622537.0,1829.15920303,467322.854978,13112,6632,1.08481160473,0.548202505595,19.6504559271,47.2421195259,2231.8178573,0.0,19.6703853955,12.3190839695,34.2175226586,1746,8,1153,326,0.0,0.0,0.0,0.0,ftp
604900593,631,319,7784.0,10994.0,12.3359746434,12.444210318,34.4639498433,79.1708076128,31.0431171953,1.5705059822945158,637.40842255,721321.751566,604900593.0,960.159671429,688416.233517,604731934.0,1901.67274843,386582.675937,12632,6392,1.04314660508,0.527359377213,19.74553102,48.0671506005,2310.45096685,0.0,19.7663157895,12.3359746434,34.4639498433,1745,8,1152,314,0.0,0.0,0.0,0.0,ftp
604517143,613,310,8797.0,10764.0,14.3507340946,14.4800737645,34.7225806452,80.3010545324,32.3580567177,1.52683842085848,655.658506508,714446.984914,604517143.0,987.773109477,664208.979574,604331530.0,1955.76546926,289348.517422,12268,6208,1.01403245069,0.512805970169,21.1699134199,48.8959840068,2390.817252,0.0,21.1928494041,14.3507340946,34.7225806452,1750,8,1570,305,0.0,0.0,0.0,0.0,ftp
603433424,597,302,7367.0,10492.0,12.3400335008,12.4512454027,34.7417218543,81.3663193298,29.5956426835,1.4898080952174768,671.974859688,875655.564618,603433424.0,1012.47218792,900420.316788,603264956.0,2004.20251163,832119.368573,11952,6052,0.989338634978,0.50046946024,19.8433333333,49.3134275622,2431.81413793,0.0,19.8654060067,12.3400335008,34.7417218543,1746,8,1150,297,548687.029,0.0,14405.703,0.0,ftp
603306324,605,305,7482.0,10640.0,12.3669421488,12.4742475681,34.8852459016,80.9333502514,30.0378087865,1.508354817112774,663.703326733,746652.173255,603306324.0,998.851529801,710126.402667,603136783.0,1984.00257566,328768.015785,12112,6112,1.00280732347,0.505547493648,19.8924259056,49.0398745331,2404.90929422,0.0,19.9142857143,12.3669421488,34.8852459016,1746,8,1156,301,0.0,0.0,0.0,0.0,ftp
606317800,431,218,5176.0,8034.0,12.0092807425,12.1605502933,36.8532110092,95.7215456331,21.787254143,1.0703957561529613,935.675617284,1138494.13141,606317800.0,1410.04139535,1133508.39231,606136667.0,2793.25652995,556038.615001,8628,4368,0.710848337291,0.359547418862,20.3230769231,57.4449043181,3299.91703212,0.0,20.3543913713,12.0092807425,36.8532110092,1691,6,2565,214,500817.607,0.0,6439.124,0.0,ftp
608260670,633,319,8793.0,11044.0,13.8909952607,14.0139780283,34.6206896552,79.1423187341,32.6126625941,1.565118454888757,639.601125131,716989.984613,608260670.0,962.437768987,682256.915126,608083348.0,1912.21178616,375198.904084,12668,6388,1.04067224994,0.524446204947,20.815320042,48.1538969374,2318.79779026,0.0,20.8371848739,13.8909952607,34.6206896552,1691,6,2425,315,0.0,0.0,0.0,0.0,ftp
604784539,617,312,8228.0,10800.0,13.3354943274,13.4537177232,34.6153846154,80.0497402876,31.462444512,1.5360842417302603,651.707477371,707639.686623,604784539.0,981.793082792,656249.101154,604519593.0,1943.79290354,394233.269585,12348,6248,1.02019803783,0.515886203896,20.4602150538,48.6483286393,2366.65987939,0.0,20.4822389666,13.3354943274,34.6153846154,1691,6,1947,307,0.0,0.0,0.0,0.0,ftp
603351532,630,319,8729.0,11002.0,13.8555555556,13.9556335136,34.4890282132,79.1687496237,32.7023284993,1.572880733151101,636.446763713,711604.59166,603351532.0,959.223421304,673528.525073,603177328.0,1896.78405031,379920.608246,12608,6388,1.04416739925,0.528713333904,20.7694736842,48.2160193871,2324.78452554,0.0,20.7913593256,13.8555555556,34.4890282132,1749,8,1206,314,0.0,0.0,0.0,0.0,ftp
602503106,602,308,8681.0,9128.0,14.4202657807,14.4802736181,29.6363636364,5.34334885271,29.5583538452,1.5103656577664182,662.81969857,724808.894679,602498691.0,1002.49366223,674188.086106,602502329.0,1962.54830293,327710.38024,12048,6164,0.999164973599,0.511200684167,19.5488474204,14.1553227006,200.373160758,0.0,19.5703296703,14.4202657807,29.6363636364,207,5,532,301,0.0,0.0,0.0,0.0,ftp
610926026,259,133,3284.0,5422.0,12.6795366795,12.9453834135,40.7669172932,122.602331236,14.2504978172,0.6416488794340545,1562.47065473,2077082.25473,610926026.0,2367.93033333,2152329.96143,610720196.0,4626.66815152,1261408.20159,5188,2668,0.423946581055,0.217702298379,22.1526717557,73.1434995733,5349.97152983,0.0,22.2091836735,12.6795366795,40.7669172932,1691,6,2196,128,31542.533625,30815829.6223,6347.7638125,371393.720744,ftp
603469580,614,312,8199.0,11288.0,13.3534201954,13.4740586852,36.1794871795,84.1076088547,32.2916028344,1.5344601131344517,652.399545946,716823.06658,603469580.0,984.452822186,669689.499309,603287716.0,1939.83188424,308581.75927,12292,6252,1.01744979424,0.517010318896,21.021574973,51.1167254469,2612.91962041,0.0,21.0442764579,13.3534201954,36.1794871795,2278,11,1576,306,0.0,0.0,0.0,0.0,ftp
604268418,618,314,8253.0,11348.0,13.354368932,13.4742321584,36.1401273885,83.8399097168,32.4375714767,1.5423609313965503,649.053080559,716572.152213,604268418.0,979.365345219,671795.795713,604092975.0,1930.00950479,312738.170328,12372,6292,1.02272430859,0.51963662281,21.0085744909,50.9636739623,2597.29606374,0.0,21.0311158798,13.354368932,36.1401273885,2278,11,1567,308,0.0,0.0,0.0,0.0,ftp
604700207,473,241,5696.0,9118.0,12.0422832981,12.2186258845,37.8340248963,95.6844937149,24.4980898444,1.1807503813207725,848.106882188,1038686.20139,604700207.0,1281.14450636,1036861.39331,604521243.0,2518.8385125,718099.028387,9468,4828,0.782205784825,0.398544596496,20.7188811189,57.6673850982,3325.52730407,0.0,20.7478991597,12.0422832981,37.8340248963,1189,7,854,235,0.0,0.0,0.0,0.0,ftp
604204650,616,313,7923.0,11318.0,12.862012987,12.9752278739,36.1597444089,83.973439268,31.8451703409,1.5375585077009917,651.082596983,719170.850459,604204650.0,982.446585366,674470.457387,604021071.0,1935.96497115,310834.608296,12332,6272,1.0195221106,0.518036397105,20.6892473118,51.0039065651,2601.3984849,0.0,20.711517761,12.862012987,36.1597444089,2277,11,1568,307,0.0,0.0,0.0,0.0,ftp
602986247,526,268,6319.0,9916.0,12.0133079848,12.1494586863,37.0,90.7528231317,26.9243288396,1.3167796180266778,760.386187894,1011235.79421,602986247.0,1148.54523238,1048369.91843,602805047.0,2257.69680524,999594.770268,10528,5368,0.872325036627,0.444454581399,20.4213836478,54.8387817652,3007.29198549,0.0,20.4471032746,12.0133079848,37.0,227,5,160,262,0.0,0.0,0.0,0.0,ftp
603072786,905,456,11660.0,14896.0,12.8839779006,12.9659534459,32.6666666667,66.2525194766,44.0344857478,2.2567756854476935,443.435872059,685887.957083,603072786.0,667.115913717,747491.047733,602904584.0,1325.06501978,938122.953259,18108,9128,1.50064804947,0.756127635977,19.4977973568,40.8236156226,1666.5675925,0.0,19.5121234386,12.8839779006,32.6666666667,339,10,108,451,77248.5675,68552135.2291,6214.78333333,748465.878123,ftp
1459481838,567,290,7599.0,10638.0,13.4021164021,13.480670461,36.6827586207,87.2379876184,12.4955306227,0.5871946999863934,1705.0021472,30735693.7202,559825355.0,989.090733216,676310.774545,1459481600.0,5050.10934256,52828207.4573,11352,5812,0.388494043048,0.198700656938,21.2552447552,52.9935279441,2808.31400397,0.0,21.2800466744,13.4021164021,36.6827586207,2278,11,1571,283,559825.355,0.0,899655.6,0.0,ftp
605393043,620,314,7949.0,11348.0,12.8209677419,12.9748811269,36.1401273885,83.8399097168,31.8751598208,1.5427993611746873,648.867141479,706785.588951,605393043.0,978.017840065,656553.639772,605206968.0,1933.56858786,291423.100077,12412,6292,1.0241280556,0.518671305577,20.6385026738,50.8818993439,2588.96768084,0.0,20.6605995717,12.8209677419,36.1401273885,2194,10,1373,308,0.0,0.0,0.0,0.0,ftp
605083839,620,315,8280.0,11378.0,13.3548387097,13.4743180287,36.1206349206,83.7070151287,32.4880598902,1.5452404108912252,647.841369379,706400.42817,605083839.0,977.518318255,656261.607134,604897712.0,1926.42583439,313736.57879,12412,6312,1.02465139546,0.520589015434,21.0021367521,50.8877131901,2589.55935372,0.0,21.0245989305,13.3548387097,36.1206349206,2278,11,1556,309,0.0,0.0,0.0,0.0,ftp
604166841,612,310,8172.0,11258.0,13.3529411765,13.4739710705,36.3161290323,84.353413947,32.1599907202,1.5260685251675374,655.990055375,900704.949215,604166841.0,988.816433715,945537.291483,603983956.0,1954.6406343,981458.329041,12252,6212,1.01296522495,0.513103300219,21.0509209101,51.2168903336,2623.16985544,0.0,21.0737527115,13.3529411765,36.3161290323,1196,7,973,305,546061.173,0.0,17948.425,0.0,ftp
603033511,1181,594,15241.0,18800.0,12.9051651143,12.9680630682,31.6498316498,58.0710904235,56.4495991998,2.9434516782600495,339.928698422,632907.343862,603033511.0,511.045348305,717627.531426,602865345.0,1016.63633221,975116.605241,23628,11888,1.95843179269,0.98501988557,19.1672297297,36.2885100565,1316.85596212,0.0,19.178028169,12.9051651143,31.6498316498,428,14,94,589,54897.0051111,44786539.2789,6374.83344444,1553740.48877,ftp
602665714,584,296,7842.0,8858.0,13.4280821918,13.4813879357,29.9256756757,4.54892979214,27.7102207941,1.4601792993321003,685.626523322,757821.277079,602661585.0,1033.72484563,711681.538214,602664919.0,2042.93192881,287359.438737,11688,5924,0.969028080466,0.491151218866,18.9557321226,13.7298312226,188.508265401,0.0,18.9772727273,13.4280821918,29.9256756757,207,5,557,292,0.0,0.0,0.0,0.0,ftp
608870178,441,225,5287.0,8666.0,11.9886621315,12.17233668,38.5155555556,99.0059566109,22.9162151542,1.0938292333312472,915.594252632,1119887.70419,608870178.0,1383.79585909,1117019.92467,608687036.0,2717.35283929,622960.994931,8828,4508,0.724292330179,0.369536903152,20.9190404798,59.6052785541,3552.78923151,0.0,20.9504504505,11.9886621315,38.5155555556,2192,10,1675,219,0.0,0.0,0.0,0.0,ftp
605450178,449,228,5387.0,8770.0,11.9977728285,12.1813856249,38.4649122807,98.3303503211,23.3826011031,1.1181762341475436,895.636357988,1109150.02702,605450178.0,1351.45129018,1113762.28679,605272121.0,2666.39700881,628749.752542,8988,4568,0.741596941111,0.376579293036,20.8805309735,59.13796456,3497.2988523,0.0,20.9113737075,11.9977728285,38.4649122807,2275,11,1288,223,0.0,0.0,0.0,0.0,ftp
236474647,453,230,6285.0,8834.0,13.8741721854,14.0205149798,38.4086956522,97.8941943452,63.9349722763,2.888258883837133,346.737019062,355131.826025,236474647.0,523.173997788,313180.299607,236251560.0,1031.66620087,368424.419014,9072,4612,1.9156387619,0.972620121936,22.1038011696,58.9778183744,3478.3830602,0.0,22.1361639824,13.8741721854,38.4086956522,363,10,95,226,0.0,0.0,0.0,0.0,ftp
308097240,587,297,8118.0,10808.0,13.8296422487,13.993718985,36.3905723906,86.1952272931,61.4286580432,2.8692240151193826,348.920996602,367998.724364,308097240.0,525.763208191,333409.127829,307914791.0,1040.2526723,391133.308627,11752,5952,1.90524264352,0.963981371596,21.3853107345,52.2649836603,2731.62851701,0.0,21.4095022624,13.8296422487,36.3905723906,620,17,104,292,0.0,0.0,0.0,0.0,ftp
300133183,559,284,7769.0,10408.0,13.8980322004,14.0187526631,36.6478873239,88.154313559,60.5631134096,2.808753072798352,356.452711401,367809.454784,300133183.0,537.873087814,326534.372061,299981723.0,1060.00608834,368914.51503,11192,5692,1.862506486,0.946246586803,21.5367298578,53.4330088152,2855.08643105,0.0,21.5622775801,13.8980322004,36.6478873239,299,8,95,279,0.0,0.0,0.0,0.0,ftp
316844059,547,278,7576.0,10236.0,13.8500914077,14.0248149711,36.8201438849,89.1020792765,56.2169290982,2.603804542221194,384.519489078,388688.757534,316844059.0,580.300474359,338312.100325,316661781.0,1143.18332491,350429.64414,10952,5572,1.72640131466,0.877403227561,21.5641646489,53.983915666,2914.26315063,0.0,21.5903030303,13.8500914077,36.8201438849,330,9,94,272,0.0,0.0,0.0,0.0,ftp
300200324,555,282,7690.0,10360.0,13.8558558559,14.0284952702,36.7375886525,88.4679120621,60.1265173851,2.7881382299907176,359.091296651,368298.110454,300200324.0,541.877841155,325131.356379,300018307.0,1067.68080783,372343.889558,11112,5652,1.848765493,0.939372736986,21.5393794749,53.6222038088,2875.34074131,0.0,21.5651135006,13.8558558559,36.7375886525,377,10,95,276,0.0,0.0,0.0,0.0,ftp
104572926,298,172,4580.0,7040.0,15.3691275168,13.884249242,40.9302325581,113.209404967,111.118627397,4.494471159772273,222.969991471,319095.741683,104572926.0,352.097393939,339888.651474,104396484.0,610.505754386,485641.156536,5972,3452,2.84968596939,1.64478519038,24.6709129512,70.2687241876,4937.69359895,0.0,24.7234042553,15.3691275168,40.9302325581,1801,51,147,166,0.0,0.0,0.0,0.0,ftp
242853337,389,198,5153.0,7352.0,13.2467866324,13.4348665948,37.1313131313,100.495336303,51.4919834105,2.4170967022783794,414.425489761,438793.820719,242853337.0,625.910662371,398104.123251,242675363.0,1231.85463452,409140.579997,7788,3968,1.60178980781,0.815306894465,21.2670068027,60.3073202765,3636.97287893,0.0,21.3032367973,13.2467866324,37.1313131313,594,12,172,193,0.0,0.0,0.0,0.0,ftp
606489489,449,229,5396.0,8770.0,12.0178173719,12.2016042436,38.2969432314,98.1473964911,23.3573709964,1.117908904106333,895.848580502,1109503.55329,606489489.0,1353.7711808,1113768.1917,606308708.0,2659.2487193,650970.882502,8988,4588,0.740326103162,0.377582800944,20.8630338733,59.1005375863,3492.87354299,0.0,20.8938053097,12.0178173719,38.2969432314,2276,11,1274,223,0.0,0.0,0.0,0.0,ftp
605050872,430,220,5188.0,8512.0,12.0651162791,12.2267024779,38.6909090909,100.12327976,22.6427241642,1.074289832607662,932.281775039,1141624.34185,605050872.0,1410.37499301,1139079.92351,604862471.0,2761.92909132,644439.707566,8608,4408,0.71068404311,0.363605789498,21.044546851,60.2961372425,3635.62416637,0.0,21.0769230769,12.0651162791,38.6909090909,2330,13,972,214,0.0,0.0,0.0,0.0,ftp
604059720,431,220,5182.0,8508.0,12.0232018561,12.2133902862,38.6727272727,100.125228356,22.6633220967,1.077708012048875,929.322646154,1136319.72059,604059720.0,1404.79004651,1133152.17691,603884420.0,2757.46310502,626824.097901,8628,4408,0.713505611664,0.364202400385,20.9969325153,60.2543762089,3630.58985233,0.0,21.0291858679,12.0232018561,38.6727272727,2277,11,1275,214,0.0,0.0,0.0,0.0,ftp
605060962,429,219,5131.0,8470.0,11.9603729604,12.1476822085,38.6757990868,100.356794263,22.4787266973,1.0709664656897828,935.179230294,1146280.0527,605060962.0,1413.69383645,1144525.1615,604884720.0,2774.70055046,620301.096044,8588,4388,0.709019465711,0.361946999978,20.9568567026,60.382791167,3646.08146912,0.0,20.9891975309,11.9603729604,38.6757990868,2275,11,1269,213,0.0,0.0,0.0,0.0,ftp
604956181,763,385,9833.0,12778.0,12.8872870249,12.9897146211,33.1896103896,72.1047624417,37.3762608105,1.8976581049264458,527.424743679,517831.859643,604956181.0,793.905749344,438322.100274,604753140.0,1574.87796875,277259.349494,15268,7708,1.26124837462,0.636409730311,19.6788511749,44.0826600823,1943.28091993,0.0,19.6959930314,12.8872870249,33.1896103896,1747,8,1317,380,0.0,0.0,0.0,0.0,ftp
604409529,607,307,8112.0,10674.0,13.3640856672,13.4815934332,34.7687296417,80.6923589737,31.0815748241,1.5122197055897177,662.003865279,729147.406083,604409529.0,997.375460396,683023.89353,604234518.0,1974.62260784,310476.74906,12148,6148,1.00428595327,0.507933752315,20.531147541,49.0212728161,2403.08518851,0.0,20.5536105033,13.3640856672,34.7687296417,1748,8,1185,302,0.0,0.0,0.0,0.0,ftp
602892284,2325,1184,32637.0,35384.0,14.0374193548,13.9930789463,29.8851351351,7.20244501422,112.824466004,5.8202768440141455,171.862110604,158164.559967,602888712.0,259.418550775,124678.063119,602891693.0,509.629495351,150032.507703,46508,23684,3.8564102771,1.96386656692,19.3792022792,14.2627731374,203.426697568,0.0,19.3847249929,14.0374193548,29.8851351351,11336,389,114,1168,0.0,0.0,0.0,0.0,ftp
602927119,2324,1179,32637.0,35384.0,14.0434595525,13.9930585243,30.0118744699,6.94899155742,112.817947404,5.809989117440909,172.16651028,159302.853049,602923041.0,259.545002583,126887.543826,602926317.0,511.822000849,146209.427927,46488,23584,3.85452889207,1.95546022537,19.4123858447,14.252395389,203.130774323,0.0,19.4179274907,14.0434595525,30.0118744699,11336,389,114,1168,0.0,0.0,0.0,0.0,ftp
607732397,255,131,3458.0,5876.0,13.5607843137,13.9211513919,44.8549618321,129.561278768,15.3587336237,0.6351479728667485,1578.52570649,2073817.79152,607732397.0,2392.64723228,2138693.97472,607551323.0,4673.47171538,1077758.05162,5108,2628,0.419592572749,0.215555400118,24.1188630491,77.4723171735,6001.95992824,0.0,24.1813471503,13.5607843137,44.8549618321,2122,7,2064,126,0.0,0.0,0.0,0.0,ftp
