Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
2804:04B0:10AA:2500:020C:29FF:FE64:3255-2800:03F0:4001:082F:0000:0000:0000:200E-33882-443-17,2804:04B0:10AA:2500:020C:29FF:FE64:3255,33882,2800:03F0:4001:082F:0000:0000:0000:200E,443,17,19/01/1970 09:27:20 PM,244542,2343,3379,1203091.0,1728906.0,1337.0,29.0,513.4831412718738,574.1546747670207,1337.0,28.0,511.66203018644626,597.7896601722904,1.198974818231633E7,23398.8435524368,42.74462506554788,217.0624752550515,5997.0,0.0,242046.0,103.35012809564503,339.5455684219887,6041.0,0.0,244503.0,72.3809946714032,286.58356231245807,6035.0,0.0,0,0,0,0,44912,64284,9581.176239664352,13817.667312772448,28.0,1337.0,512.5518084920495,588.2262333540289,346010.10160586843,0,0,0,0,0,0,0,0,1.0,512.6413841314226,513.4831412718737,511.6620301864457,0,0,0,2931997,5722,11989748,0,0,0,0,0,0,2342,8,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:020C:29FF:FE64:3255-2804:00A8:D000:0100:0000:0000:0000:0010-56140-443-6,2804:04B0:10AA:2500:020C:29FF:FE64:3255,56140,2804:00A8:D000:0100:0000:0000:0000:0010,443,6,19/01/1970 09:27:20 PM,216,10,11,1359.0,11168.0,754.0,0.0,135.9,269.93598006440965,2800.0,0.0,1015.2727272727273,1313.0749476636197,5.799537037037037E7,97222.22222222222,10.799999999999999,14.731277144762077,36.0,0.0,144.0,16.0,15.819292019556375,35.0,0.0,184.0,18.4,23.735580417966986,64.0,0.0,0,0,0,0,328,360,46296.2962962963,50925.92592592593,0.0,2800.0,569.4090909090908,1030.2037088936256,1061319.6818181819,0,0,0,0,0,0,0,0,1.0,596.5238095238095,135.9,1015.2727272727273,0,0,0,12527,9,121621359,0,0,0,0,0,0,4,32,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:020C:29FF:FE64:3255-2800:03F0:4001:0826:0000:0000:0000:200A-45392-443-6,2804:04B0:10AA:2500:020C:29FF:FE64:3255,45392,2800:03F0:4001:0826:0000:0000:0000:200A,443,6,19/01/1970 09:27:20 PM,467,17,17,1319.0,6380.0,517.0,0.0,77.58823529411765,163.11041460599986,2416.0,0.0,375.29411764705884,650.3198986562193,1.6486081370449679E7,72805.1391862955,14.151515151515149,37.3171552473869,204.0,0.0,466.0,29.125,53.72507173874534,204.0,0.0,429.0,26.8125,59.51718939376535,240.0,0.0,0,0,0,0,564,552,36402.56959314775,36402.56959314775,0.0,2416.0,219.97142857142856,484.93453079736844,235161.49915966386,0,0,0,0,0,0,0,0,1.0,226.44117647058823,77.58823529411765,375.29411764705884,0,0,0,7699,16,19842783,0,0,0,0,0,0,7,32,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:020C:29FF:FE64:3255-2800:03F0:4001:0803:0000:0000:0000:2002-35785-443-17,2804:04B0:10AA:2500:020C:29FF:FE64:3255,35785,2800:03F0:4001:0803:0000:0000:0000:2002,443,17,19/01/1970 09:27:20 PM,14666,10,13,3908.0,4038.0,1337.0,31.0,390.8,552.1364163159519,1337.0,28.0,310.61538461538464,489.09943407272146,541797.3544252012,1568.253102413746,666.6363636363637,2829.1673778601457,13315.0,0.0,14601.0,1622.333333333333,4414.367593438498,13378.0,1.0,14601.0,1216.75,3828.2778735709257,13353.0,0.0,0,0,0,0,164,200,681.8491749624983,886.4039274512478,28.0,1337.0,386.79166666666663,535.3911190543964,286643.65036231885,0,0,0,0,0,0,0,0,1.0,403.60869565217394,390.8,310.61538461538464,0,0,0,7946,23,541797,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:020C:29FF:FE64:3255-2800:03F0:4001:0818:0000:0000:0000:2016-56627-443-17,2804:04B0:10AA:2500:020C:29FF:FE64:3255,56627,2800:03F0:4001:0818:0000:0000:0000:2016,443,17,19/01/1970 09:27:20 PM,298,25,116,2240.0,153013.0,1337.0,31.0,89.60000000000001,261.18815057348985,1337.0,79.0,1319.077586206897,134.59195342974996,5.209832214765101E8,473154.36241610744,2.128571428571431,9.951568226903609,92.0,0.0,298.0,12.416666666666668,33.07556127449976,162.0,0.0,230.0,1.9999999999999991,9.356487570083273,92.0,0.0,0,0,0,0,200,928,83892.61744966444,389261.744966443,31.0,1337.0,1102.7464788732398,497.2670478037786,247274.51683148547,0,0,0,0,0,0,0,0,4.0,1110.5673758865248,89.6,1319.0775862068965,0,0,0,155253,141,520983221,0,0,0,0,0,0,24,8,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:020C:29FF:FE64:3255-2606:4700:3037:0000:0000:0000:6815:32EF-59220-443-17,2804:04B0:10AA:2500:020C:29FF:FE64:3255,59220,2606:4700:3037:0000:0000:0000:6815:32EF,443,17,19/01/1970 09:27:20 PM,79,5,10,1661.0,6078.0,1337.0,45.0,332.2,562.199875489136,1200.0,26.0,607.8,550.6773203166362,9.79620253164557E7,189873.41772151898,5.642857142857143,8.923668983768287,23.0,0.0,58.0,14.5,15.088627063675034,32.0,0.0,56.0,6.222222222222222,10.686180067940294,27.0,0.0,0,0,0,0,160,320,63291.13924050633,126582.27848101266,26.0,1337.0,567.2499999999999,570.3031357678709,325245.66666666657,0,0,0,0,0,0,0,0,2.0,605.0666666666667,332.2,607.8,0,0,0,7739,15,97962025,0,0,0,0,0,0,4,32,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:020C:29FF:FE64:3255-2800:03F0:4001:081F:0000:0000:0000:2001-34034-443-6,2804:04B0:10AA:2500:020C:29FF:FE64:3255,34034,2800:03F0:4001:081F:0000:0000:0000:2001,443,6,19/01/1970 09:27:20 PM,4298,16,15,1193.0,5472.0,517.0,0.0,74.56250000000001,144.08144398221447,2416.0,0.0,364.8,759.4643036847937,1550721.2657049792,7212.6570497906005,143.2666666666666,679.3885147858981,3736.0,0.0,4298.0,286.53333333333336,967.0420190801776,3778.0,0.0,4260.0,304.28571428571433,1000.2020894700329,3774.0,0.0,0,0,0,0,520,488,3722.6617031177293,3489.995346672871,0.0,2416.0,208.28125000000009,541.3048890070208,293010.9828629032,0,0,0,0,0,0,0,0,0.0,215.0,74.5625,364.8,0,0,0,6665,13,1583511,0,0,0,0,0,0,8,32,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:3187:AB71:7246:8201-2804:0000:2000:0161:0000:0000:0000:0008-56059-443-6,2804:04B0:10AA:2500:3187:AB71:7246:8201,56059,2804:0000:2000:0161:0000:0000:0000:0008,443,6,19/01/1970 09:27:20 PM,5847,18,20,7590.0,19130.0,1782.0,0.0,421.6666666666667,729.4509619449088,7060.0,0.0,956.5,1668.230152618416,4569864.8879767405,6499.059346673508,158.02702702702703,815.8734408420656,4964.0,0.0,5828.0,342.8235294117647,1196.9075379542753,4964.0,0.0,5820.0,306.3157894736842,1140.9170800832683,4996.0,0.0,0,0,0,0,396,412,3078.5017957927143,3420.5575508807938,0.0,7060.0,685.1282051282051,1309.0192427415827,1713531.3778677464,0,0,0,0,0,0,0,0,1.0,703.1578947368421,421.6666666666667,956.5,0,0,0,26720,19,4608485,0,0,0,0,0,0,7,20,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:020C:29FF:FE64:3255-2800:03F0:4001:0828:0000:0000:0000:2004-60779-443-17,2804:04B0:10AA:2500:020C:29FF:FE64:3255,60779,2800:03F0:4001:0828:0000:0000:0000:2004,443,17,19/01/1970 09:27:20 PM,83430,75,83,14161.0,15441.0,1337.0,31.0,188.81333333333333,280.3903983653782,1337.0,28.0,186.0361445783133,350.7168424180484,354812.4175955891,1893.8031883015701,531.4012738853502,1878.3301840344195,14537.0,0.0,83372.0,1126.6486486486488,2640.299253651708,14598.0,0.0,83393.0,1016.9878048780486,2523.8908699280623,14574.0,0.0,0,0,0,0,1432,1592,898.9572096368213,994.8459786647488,28.0,1337.0,194.58490566037727,330.1098264096934,108972.49749223793,0,0,0,0,0,0,0,0,1.0,195.81645569620252,188.81333333333333,186.03614457831324,0,0,0,29602,158,354812,0,0,0,0,0,0,74,8,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:020C:29FF:FE64:3255-2800:03F0:4001:081E:0000:0000:0000:200E-53894-443-17,2804:04B0:10AA:2500:020C:29FF:FE64:3255,53894,2800:03F0:4001:081E:0000:0000:0000:200E,443,17,19/01/1970 09:27:20 PM,211,9,11,3178.0,9056.0,1337.0,43.0,353.1111111111111,558.0534124177641,1337.0,42.0,823.2727272727273,609.818512495167,5.798104265402844E7,94786.7298578199,11.105263157894738,17.83534174622618,49.0,0.0,211.0,26.375,21.3804817532253,53.0,0.0,172.0,17.2,22.503333086456326,51.0,0.0,0,0,0,0,72,88,42654.028436018954,52132.70142180095,42.0,1337.0,646.2380952380953,624.715607677758,390269.59047619055,0,0,0,0,0,0,0,0,1.0,678.55,353.1111111111111,823.2727272727273,0,0,0,12234,20,57981042,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:3187:AB71:7246:8201-2804:0000:2000:0161:0000:0000:0000:0008-56041-443-6,2804:04B0:10AA:2500:3187:AB71:7246:8201,56041,2804:0000:2000:0161:0000:0000:0000:0008,443,6,19/01/1970 09:27:20 PM,10615,41,42,24887.0,50019.0,1729.0,0.0,607.0000000000001,780.5281545210269,8472.0,0.0,1190.9285714285716,1835.6590946705462,7056617.993405558,7819.123881300047,129.45121951219514,561.5782027803435,4880.0,0.0,10590.0,264.75000000000006,791.6192671370274,4881.0,0.0,10586.0,258.1951219512195,798.4294652476258,4996.0,0.0,0,0,0,0,868,852,3862.458784738578,3956.66509656147,0.0,8472.0,891.7380952380955,1432.8475155677304,2053052.0028686174,0,0,0,0,0,0,0,0,1.0,902.4819277108434,607.0,1190.9285714285713,0,0,0,74906,41,7094714,0,0,0,0,0,0,18,20,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:020C:29FF:FE64:3255-2804:04B0:0101:0008:0000:0000:0000:000D-39935-443-17,2804:04B0:10AA:2500:020C:29FF:FE64:3255,39935,2804:04B0:0101:0008:0000:0000:0000:000D,443,17,19/01/1970 09:27:20 PM,37,8,8,1888.0,6036.0,1337.0,71.0,236.0,445.0653242582968,1337.0,42.0,754.5000000000001,639.8823552587058,2.1416216216216218E8,432432.4324324324,2.466666666666667,3.5023801430836525,10.0,0.0,37.0,5.285714285714286,5.822779568622009,15.0,0.0,30.0,4.285714285714286,7.8041502999853805,21.0,0.0,0,0,0,0,264,288,216216.2162162162,216216.2162162162,42.0,1337.0,544.7647058823528,612.1152392944246,374685.0661764706,0,0,0,0,0,0,0,0,1.0,578.8125,236.0,754.5,0,0,0,7924,16,214162162,0,0,0,0,0,0,7,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.254.93-142.250.219.130-60032-443-6,192.168.254.93,60032,142.250.219.130,443,6,26/01/2022 08:45:34 PM,77,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25974.025974025975,77.0,0.0,77.0,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,12987.012987012988,12987.012987012988,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,501,265,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.254.93-54.70.104.236-49412-443-6,192.168.254.93,49412,54.70.104.236,443,6,26/01/2022 08:42:12 PM,252787478,9,7,1457.0,3859.0,633.0,0.0,161.88888888888889,242.51878506852023,3506.0,0.0,551.2857142857142,1304.666332092324,21.02952267279632,0.06329427441022217,1.6852498533333335E7,6.493981598084979E7,2.51595624E8,32.0,2.52785678E8,3.159820975E7,8.889244173517452E7,2.51595624E8,4395.0,2.52561113E8,4.2093518833333336E7,1.0265567585915118E8,2.51638457E8,2113.0,0,0,0,0,296,220,0.03560302935574997,0.0276912450544722,0.0,3506.0,312.7058823529412,843.5189509360388,711524.2205882353,0,2,1,9,15,0,0,0,0.0,332.25,161.88888888888889,551.2857142857143,0,0,0,5281,8,5753,9,1457,7,3859,64240,0,5,32,1190054.0,0.0,1190054.0,1190054.0,2.51595624E8,0.0,2.51595624E8,2.51595624E8,NeedManualLabel
192.168.254.93-35.163.137.0-59840-443-6,192.168.254.93,59840,35.163.137.0,443,6,26/01/2022 09:41:35 PM,61216276,15,12,1092.0,4086.0,517.0,0.0,72.8,164.61044924305384,3444.0,0.0,340.50000000000006,990.2715421906898,84.5853478574881,0.4410591719104246,2354472.153846154,4176661.211036669,1.0016262E7,23.0,6.0992613E7,4356615.214285715,5087044.545241298,1.0240088E7,106.0,6.0992688E7,5544789.818181818,5150718.895591679,1.0247087E7,549.0,0,0,0,0,488,392,0.24503287328356924,0.1960262986268554,0.0,3444.0,184.92857142857142,657.7061106925555,432577.32804232807,2,2,0,8,26,0,0,0,0.0,191.77777777777777,72.8,340.5,0,0,0,5116,6,7545,2,182,2,681,64240,114,4,32,344481.8333333334,295386.45753616845,947435.0,222735.0,9820826.833333332,458099.6696599621,1.0016262E7,8886170.0,NeedManualLabel
192.168.254.200-200.130.99.22-56731-443-6,192.168.254.200,56731,200.130.99.22,443,6,26/01/2022 09:41:50 PM,65850379,34,52,3801.0,193559.0,3121.0,0.0,111.79411764705881,539.3554952602037,21180.0,0.0,3722.288461538462,4877.3072180735235,2997.0974047089385,1.3059909647596712,774710.3411764704,2601599.1146697574,1.0002973E7,0.0,6.5850379E7,1995466.0303030303,3949142.410179491,1.0103468E7,0.0,6.5748175E7,1289179.9019607843,3306984.355905563,1.0104618E7,0.0,0,0,0,0,800,1124,0.516322009323591,0.7896689554360803,0.0,21180.0,2268.5057471264377,4170.758284949898,1.7395224671478212E7,2,2,0,13,85,0,0,0,1.0,2294.8837209302324,111.79411764705883,3722.2884615384614,0,0,0,197292,44,264943,4,543,7,27651,64240,287,10,20,225123.16666666666,306285.3618679265,850316.0,97080.0,1.0001095E7,1079.6834721343525,1.0002973E7,1.0000232E7,NeedManualLabel
192.168.254.200-200.130.99.22-56731-443-6,192.168.254.200,56731,200.130.99.22,443,6,26/01/2022 09:42:56 PM,103697,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.28696104998216,103697.0,0.0,103697.0,103697.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,9.64348052499108,9.64348052499108,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1025,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.254.200-200.130.99.22-56731-443-6,192.168.254.200,56731,200.130.99.22,443,6,26/01/2022 09:42:56 PM,1375,1,1,31.0,0.0,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,22545.454545454548,1454.5454545454547,1375.0,0.0,1375.0,1375.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,20,727.2727272727274,727.2727272727274,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,1,0,1,1,2,0,0,0,1.0,31.0,31.0,0.0,0,0,0,0,0,0,0,0,0,0,1025,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.254.93-18.65.48.26-37582-443-6,192.168.254.93,37582,18.65.48.26,443,6,26/01/2022 09:41:15 PM,105529777,13,13,24.0,0.0,24.0,0.0,1.8461538461538463,6.65640235470275,0.0,0.0,0.0,0.0,0.2274239620538571,0.24637595889167851,4221191.08,5017472.488637987,1.0212059E7,35.0,1.05497482E8,8791456.833333332,3425323.342825206,1.0244434E7,152.0,1.05497253E8,8791437.75,3425436.5387833714,1.0244285E7,35.0,0,0,0,0,416,416,0.12318797944583926,0.12318797944583926,0.0,24.0,0.8888888888888888,4.618802153517007,21.333333333333336,2,0,0,1,26,0,0,0,1.0,0.9230769230769231,1.8461538461538463,0.0,0,0,0,0,0,0,1,2,1,0,501,133,1,32,32697.5,639.6923305603848,34046.0,32226.0,1.01956928E7,36462.37053243309,1.0212059E7,1.0092223E7,NeedManualLabel
192.168.254.93-18.65.48.26-37590-443-6,192.168.254.93,37590,18.65.48.26,443,6,26/01/2022 09:41:16 PM,105622122,13,13,24.0,0.0,24.0,0.0,1.8461538461538463,6.65640235470275,0.0,0.0,0.0,0.0,0.22722512619089397,0.24616055337346848,4224884.879999999,5022574.049683691,1.0209474E7,75.0,1.05589746E8,8799145.5,3433221.3121753717,1.0241451E7,75.0,1.05589789E8,8799149.083333332,3433403.27090119,1.0245385E7,240.0,0,0,0,0,416,416,0.12308027668673424,0.12308027668673424,0.0,24.0,0.8888888888888888,4.618802153517007,21.333333333333336,2,0,0,1,26,0,0,0,1.0,0.9230769230769231,1.8461538461538463,0.0,0,0,0,0,0,0,1,2,1,0,501,133,1,32,33682.8,2330.9175970944243,38308.0,31846.0,1.02063642E7,2269.8994495596485,1.0209474E7,1.0202193E7,NeedManualLabel
192.168.254.93-18.65.48.26-37614-443-6,192.168.254.93,37614,18.65.48.26,443,6,26/01/2022 09:41:17 PM,105338705,13,13,31.0,0.0,31.0,0.0,2.3846153846153846,8.597853041491051,0.0,0.0,0.0,0.0,0.29428878967137484,0.24682285585341113,4213548.2,5026259.055873206,1.0212106E7,42.0,1.05307215E8,8775601.25,3475717.786274974,1.0243683E7,158.0,1.0530684E8,8775570.0,3475703.171318732,1.0243549E7,42.0,0,0,0,0,416,416,0.12341142792670556,0.12341142792670556,0.0,31.0,1.1481481481481481,5.965952781626133,35.592592592592595,2,0,0,1,26,0,0,0,1.0,1.1923076923076923,2.3846153846153846,0.0,0,0,0,0,0,0,1,2,1,0,501,135,1,32,32685.600000000002,1673.5875105758757,36895.0,30973.0,1.0207272400000002E7,2920.4191936540974,1.0212106E7,1.0203155E7,NeedManualLabel
192.168.254.200-34.120.208.123-56721-443-6,192.168.254.200,56721,34.120.208.123,443,6,26/01/2022 09:41:29 PM,111053360,7,3,141.0,78.0,39.0,0.0,20.142857142857142,19.574035280004406,39.0,0.0,26.0,22.516660498395403,1.9720249797034508,0.09004680272618497,1.2339262222222224E7,2.4480838628402177E7,5.8132847E7,0.0,1.11033743E8,1.8505623833333336E7,2.867076059780788E7,5.8132847E7,0.0,1.11032517E8,5.55162585E7,3787117.548931443,5.8194155E7,5.2838362E7,1,0,0,0,140,60,0.06303276190832947,0.027014040817855488,0.0,39.0,23.454545454545453,19.10687643945832,365.0727272727273,2,0,0,6,10,0,0,0,0.0,25.8,20.142857142857142,26.0,0,0,0,0,0,0,3,70,1,39,1021,272,3,20,62116.0,528.9158723275375,62490.0,61742.0,5.54547525E7,3787397.563216793,5.8132847E7,5.2776658E7,NeedManualLabel
192.168.254.93-34.117.237.239-51942-443-6,192.168.254.93,51942,34.117.237.239,443,6,26/01/2022 09:42:04 PM,111488275,7,4,141.0,78.0,39.0,0.0,20.142857142857142,19.574035280004406,39.0,0.0,19.5,22.516660498395403,1.9643321237143547,0.09866508383953379,1.11488275E7,2.3501101916132964E7,5.8019564E7,38.0,1.11465985E8,1.8577664166666668E7,2.8785077051431093E7,5.8019564E7,322.0,1.11466337E8,3.715544566666667E7,3.226312458261985E7,5.8081839E7,45.0,1,0,0,0,224,128,0.06278687153424878,0.03587821230528502,0.0,39.0,21.5,19.435207041018955,377.72727272727275,2,0,0,6,11,0,0,0,0.0,23.454545454545453,20.142857142857142,19.5,0,0,0,0,0,0,3,70,2,39,501,269,3,32,42125.5,28342.961110300384,62167.0,22084.0,5.5690331E7,3294032.898526971,5.8019564E7,5.3361098E7,NeedManualLabel
192.168.254.93-34.120.115.102-39802-443-6,192.168.254.93,39802,34.120.115.102,443,6,26/01/2022 09:42:06 PM,111488802,7,3,141.0,78.0,39.0,0.0,20.142857142857142,19.574035280004406,39.0,0.0,26.0,22.516660498395403,1.9643228384497304,0.0896951067785265,1.2387644666666666E7,2.457654776636586E7,5.8017834E7,30.0,1.11465405E8,1.85775675E7,2.878326804150514E7,5.8017834E7,108.0,1.1146427E8,5.5732135E7,3323696.027997747,5.8082343E7,5.3381927E7,1,0,0,0,224,96,0.06278657474496856,0.02690853203355795,0.0,39.0,23.454545454545453,19.10687643945832,365.0727272727273,2,0,0,6,10,0,0,0,0.0,25.8,20.142857142857142,26.0,0,0,0,0,0,0,3,70,1,39,501,269,3,32,44535.5,28280.73571355597,64533.0,24538.0,5.5687864E7,3295075.1739224405,5.8017834E7,5.3357894E7,NeedManualLabel
192.168.254.200-200.130.99.22-56738-443-6,192.168.254.200,56738,200.130.99.22,443,6,26/01/2022 09:43:50 PM,65593812,39,65,3777.0,189059.0,3121.0,0.0,96.84615384615387,505.26296115886845,21180.0,0.0,2908.600000000001,3767.1210816417884,2939.850484676817,1.5855154141674217,636833.1262135924,2380237.8543221373,1.0095316E7,0.0,6.5593811E7,1726152.9210526317,3738330.689919611,1.0192618E7,0.0,6.5491167E7,1023299.484375,2995229.6027167584,1.01967E7,0.0,0,0,0,0,972,1384,0.5945682803127832,0.9909471338546386,0.0,21180.0,1836.5333333333351,3272.923560961581,1.0712028635897437E7,2,2,0,11,103,0,0,0,1.0,1854.1923076923076,96.84615384615384,2908.6,0,0,0,192768,57,365907,5,539,9,27008,64240,287,10,20,193921.5,234918.0154664601,673413.0,94032.0,1.0011024E7,44539.632980077375,1.0095316E7,9961160.0,NeedManualLabel
192.168.254.200-200.130.99.22-56738-443-6,192.168.254.200,56738,200.130.99.22,443,6,26/01/2022 09:44:55 PM,93552,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.37848469300496,93552.0,0.0,93552.0,93552.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10.68924234650248,10.68924234650248,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1022,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.254.200-200.130.99.22-56738-443-6,192.168.254.200,56738,200.130.99.22,443,6,26/01/2022 09:44:56 PM,1761,1,1,31.0,0.0,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,17603.634298693923,1135.7183418512209,1761.0,0.0,1761.0,1761.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,20,567.8591709256104,567.8591709256104,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,1,0,1,1,2,0,0,0,1.0,31.0,31.0,0.0,0,0,0,0,0,0,0,0,0,0,1022,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.254.93-142.250.219.194-53798-443-6,192.168.254.93,53798,142.250.219.194,443,6,26/01/2022 09:42:12 PM,170490476,16,12,923.0,5251.0,517.0,0.0,57.68749999999999,129.90751517906884,2800.0,0.0,437.58333333333337,900.6398188695264,36.21316653488609,0.16423204777726116,6314462.074074074,1.818168154620319E7,5.8473053E7,14.0,1.70466733E8,1.1364448866666665E7,2.3504118871042028E7,5.8473053E7,136.0,1.70466143E8,1.5496922090909092E7,2.6532914535823673E7,5.8496327E7,37.0,0,0,0,0,520,392,0.09384688444414924,0.07038516333311193,0.0,2800.0,212.896551724138,603.9271683162978,364728.02463054186,2,2,0,14,27,0,0,0,0.0,220.5,57.6875,437.5833333333333,0,0,0,5955,8,42714,5,307,4,1750,64240,265,8,32,90292.66666666666,115632.28730044793,223813.0,23275.0,5.6731674E7,2829456.0441489457,5.8473053E7,5.3466925E7,NeedManualLabel
192.168.254.93-34.120.208.123-50432-443-6,192.168.254.93,50432,34.120.208.123,443,6,26/01/2022 09:42:04 PM,260985353,30,32,31570.0,411.0,2800.0,0.0,1052.3333333333335,1193.5763799240683,91.0,0.0,12.84375,28.911555201917945,122.5394438131553,0.23756122436495508,4278448.409836065,1.4698390775793925E7,5.8955701E7,4.0,2.60960458E8,8998636.48275862,2.0473419902500365E7,5.8955701E7,48.0,2.60960487E8,8418080.225806452,1.9918807129085246E7,5.9023759E7,4.0,1,0,0,0,960,1072,0.11494897953142988,0.12261224483352522,0.0,2800.0,510.3809523809525,968.7588239526777,938493.6589861752,2,0,0,23,62,0,0,0,1.0,518.6129032258065,1052.3333333333333,12.84375,0,0,0,15814,11,53260,6,6314,6,82,501,586,24,32,159697.8,150540.20727433584,360332.0,27458.0,5.2032305E7,1.1643345075863808E7,5.8955701E7,3.1658329E7,NeedManualLabel
192.168.254.200-200.130.99.22-56771-443-6,192.168.254.200,56771,200.130.99.22,443,6,26/01/2022 09:45:50 PM,65652769,34,54,3746.0,189234.0,3121.0,0.0,110.17647058823529,540.8509272342943,16944.0,0.0,3504.3333333333326,4052.7172668819394,2939.403820119148,1.3403852014223496,754629.5287356322,2575280.0813948144,1.0001481E7,0.0,6.1123446E7,1852225.6363636362,3938336.966765317,1.0102353E7,0.0,6.5549795E7,1236788.5849056605,3252099.020473242,1.0103121E7,0.0,0,0,0,0,828,1164,0.5178761005495441,0.8225091008728055,0.0,16944.0,2168.314606741573,3575.9025357736464,1.2787078945352394E7,1,2,0,10,87,0,0,0,1.0,2192.9545454545455,110.17647058823529,3504.3333333333335,0,0,0,192943,45,354158,4,535,7,27033,64240,305,9,20,186557.5,227711.7350930777,651262.0,88064.0,1.00006835E7,507.48231496276344,1.0001481E7,1.0000121E7,NeedManualLabel
192.168.254.200-200.130.99.22-56771-443-6,192.168.254.200,56771,200.130.99.22,443,6,26/01/2022 09:46:56 PM,96891,4,1,31.0,0.0,31.0,0.0,7.749999999999999,15.5,0.0,0.0,0.0,0.0,319.94715711469587,51.60438017978966,24222.75,48444.16666896026,96889.0,0.0,2.0,0.6666666666666667,0.5773502691896257,1.0,0.0,0,0,0,0,0,0,0,0,0,80,20,41.28350414383173,10.320876035957932,0.0,31.0,5.166666666666667,12.655697004379753,160.16666666666669,1,0,1,1,4,0,0,0,0.0,6.2,7.75,0.0,0,0,0,0,0,0,0,0,0,0,1025,0,1,20,0,0,0,0,0,0,0,0,NeedManualLabel
