Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
2804:04B0:10AA:2500:020C:29FF:FE64:3255-2800:03F0:4001:001E:0000:0000:0000:000C-40010-443-6,2804:04B0:10AA:2500:020C:29FF:FE64:3255,40010,2800:03F0:4001:001E:0000:0000:0000:000C,443,6,19/01/1970 07:06:11 PM,38888,49,17,4216.0,13069.0,1527.0,0.0,86.0408163265306,305.77360628301415,5179.0,0.0,768.7647058823529,1516.9647544278905,444481.5881505863,1697.1816498662827,598.2769230769233,1689.7530839194771,10055.0,0.0,38888.0,810.1666666666667,2417.0237662308627,14336.0,0.0,38850.0,2428.1250000000005,4479.770810729793,14528.0,0.0,0,0,0,0,1584,552,1260.0288006583007,437.1528492079819,0.0,5179.0,257.98507462686575,846.1790678841999,716019.0149253733,0,0,0,0,0,0,0,0,0.0,261.8939393939394,86.04081632653062,768.7647058823529,0,0,0,17285,13,3304339,0,0,0,0,0,0,7,20,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:020C:29FF:FE64:3255-2800:03F0:4001:0822:0000:0000:0000:2001-38874-443-6,2804:04B0:10AA:2500:020C:29FF:FE64:3255,38874,2800:03F0:4001:0822:0000:0000:0000:2001,443,6,19/01/1970 07:06:11 PM,638,26,10,1584.0,4950.0,517.0,0.0,60.92307692307692,143.85518359153366,2416.0,0.0,495.0,795.0306772557759,1.0241379310344828E7,56426.33228840125,18.22857142857143,65.58563585307456,384.0,0.0,638.0,25.519999999999996,77.95250690858718,384.0,0.0,598.0,66.44444444444444,137.1797280132082,424.0,0.0,0,0,0,0,872,328,40752.35109717868,15673.98119122257,0.0,2416.0,176.59459459459455,459.4351882389857,211080.69219219222,0,0,0,0,0,0,0,0,0.0,181.5,60.92307692307692,495.0,0,0,0,6534,13,11751798,0,0,0,0,0,0,8,32,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:020C:29FF:FE64:3255-2800:03F0:4001:001E:0000:0000:0000:000C-50531-443-17,2804:04B0:10AA:2500:020C:29FF:FE64:3255,50531,2800:03F0:4001:001E:0000:0000:0000:000C,443,17,19/01/1970 07:06:11 PM,33044,30,8,6818.0,7255.0,1337.0,40.0,227.26666666666665,398.73584145944017,1337.0,42.0,906.875,597.6746457252952,425886.6965258444,1149.9818423919623,893.081081081081,4237.285683720826,25719.0,0.0,7284.0,251.17241379310343,670.2633847422284,2831.0,0.0,33000.0,4714.285714285714,9615.148927851398,25719.0,0.0,0,0,0,0,912,256,907.8804018883914,242.101440503571,40.0,1337.0,395.12820512820514,536.5275378956591,287861.79892037786,0,0,0,0,0,0,0,0,0.0,405.5263157894737,227.26666666666668,906.875,0,0,0,14073,38,425886,0,0,0,0,0,0,29,20,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:020C:29FF:FE64:3255-2800:03F0:4001:001E:0000:0000:0000:000A-53725-443-17,2804:04B0:10AA:2500:020C:29FF:FE64:3255,53725,2800:03F0:4001:001E:0000:0000:0000:000A,443,17,19/01/1970 07:06:11 PM,33042,12,8,7350.0,7259.0,1337.0,65.0,612.5,587.2492888652375,1337.0,42.0,907.375,597.0412614360441,442134.25337449304,605.2902366684825,1739.0526315789473,7497.950360477664,32701.0,0.0,85.0,7.7272727272727275,15.912830729263156,47.0,0.0,33001.0,4714.428571428572,12341.188541589,32701.0,0.0,0,0,0,0,400,244,363.1741420010895,242.116094667393,42.0,1337.0,759.3333333333333,593.9880750767084,352821.8333333333,0,0,0,0,0,0,0,0,0.0,797.3,612.5,907.375,0,0,0,14609,20,442134,0,0,0,0,0,0,11,32,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:020C:29FF:FE64:3255-2800:03F0:4001:082F:0000:0000:0000:200A-42661-443-17,2804:04B0:10AA:2500:020C:29FF:FE64:3255,42661,2800:03F0:4001:082F:0000:0000:0000:200A,443,17,19/01/1970 07:06:11 PM,12505,36,25,8348.0,11048.0,1337.0,31.0,231.8888888888888,405.5046786961211,1337.0,28.0,441.9200000000001,520.0847623224507,1551059.576169532,4878.048780487805,208.41666666666669,1086.2217099226773,6866.0,0.0,12505.0,357.2857142857142,1427.4302614350393,6931.0,0.0,12465.0,519.375,1703.0004419948878,6905.0,0.0,0,0,0,0,1008,752,2878.8484606157535,1999.200319872051,28.0,1337.0,334.4032258064516,477.68970859161465,228187.45769434172,0,0,0,0,0,0,0,0,0.0,339.88524590163934,231.88888888888889,441.92,0,0,0,19396,61,1551059,0,0,0,0,0,0,35,20,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:020C:29FF:FE64:3255-2800:03F0:4001:0811:0000:0000:0000:2003-55401-443-17,2804:04B0:10AA:2500:020C:29FF:FE64:3255,55401,2800:03F0:4001:0811:0000:0000:0000:2003,443,17,19/01/1970 07:06:11 PM,224,6,5,3054.0,3392.0,1337.0,32.0,509.0,643.8366252396644,1337.0,30.0,678.4,642.6560510879829,2.8776785714285716E7,49107.142857142855,22.4,31.51437061969595,91.0,0.0,224.0,44.8,70.80395469181082,162.0,0.0,137.0,34.25,39.35627861811463,91.0,0.0,0,0,0,0,192,160,26785.714285714286,22321.428571428572,30.0,1337.0,648.5833333333335,626.6736802476642,392719.90151515155,0,0,0,0,0,0,0,0,0.0,707.5454545454545,509.0,678.4,0,0,0,6446,11,28776785,0,0,0,0,0,0,5,32,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:C59F:8C04:4EA0:335D-2804:0000:2000:0161:0000:0000:0000:0008-51569-443-6,2804:04B0:10AA:2500:C59F:8C04:4EA0:335D,51569,2804:0000:2000:0161:0000:0000:0000:0008,443,6,19/01/1970 07:06:11 PM,5911,17,13,4685.0,11313.0,820.0,0.0,275.5882352941177,377.8070041078397,8609.0,0.0,870.2307692307693,2368.2720548199322,2706479.4451023517,5075.283369988158,203.8275862068965,918.9612951963567,4960.0,0.0,5879.0,367.4375,1231.218689957231,4961.0,0.0,5876.0,489.66666666666663,1426.4632253701227,5000.0,0.0,0,0,0,0,352,272,2875.993909659956,2199.2894603282016,0.0,8609.0,516.0645161290321,1554.2244783274573,2415613.729032257,0,0,0,0,0,0,0,0,0.0,533.2666666666667,275.5882352941176,870.2307692307693,0,0,0,15998,16,2737508,0,0,0,0,0,0,8,20,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:020C:29FF:FE64:3255-2800:03F0:4001:0025:0000:0000:0000:000C-45626-443-6,2804:04B0:10AA:2500:020C:29FF:FE64:3255,45626,2800:03F0:4001:0025:0000:0000:0000:000C,443,6,19/01/1970 07:06:11 PM,5985,22,10,1210.0,5179.0,517.0,0.0,55.0,150.77135006359794,2416.0,0.0,517.8999999999999,829.5774627282653,1067502.0885547202,5346.700083542189,193.06451612903226,907.1761290026641,5056.0,0.0,5985.0,284.99999999999994,1108.9206914833903,5101.0,0.0,5925.0,658.3333333333334,1678.5581610417914,5109.0,0.0,0,0,0,0,744,328,3675.856307435255,1670.843776106934,0.0,2416.0,193.6060606060606,505.68536038936423,255717.6837121212,0,0,0,0,0,0,0,0,0.0,199.65625,55.0,517.9,0,0,0,6389,10,1145803,0,0,0,0,0,0,6,32,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:020C:29FF:FE64:3255-2804:04B0:0101:0002:0000:0000:0000:000D-50693-443-17,2804:04B0:10AA:2500:020C:29FF:FE64:3255,50693,2804:04B0:0101:0002:0000:0000:0000:000D,443,17,19/01/1970 07:06:11 PM,323440,1148,26677,203888.0,3.5244054E7,1337.0,29.0,177.60278745644595,336.8701664468346,1337.0,28.0,1321.1400832177615,137.96554573318193,1.0959665471184763E8,86028.32055404402,11.624496837262765,381.58324576895006,24460.0,0.0,323440.0,281.9877942458585,1860.924547805676,24460.0,0.0,323400.0,12.123256860098886,389.9590651975718,24467.0,0.0,0,0,0,0,21368,433684,3549.344546129112,82478.97600791491,28.0,1337.0,1273.96244519514,273.22626174656784,74652.590108004,0,0,0,0,0,0,0,0,23.0,1274.0082300089848,177.60278745644598,1321.140083217753,0,0,0,35447942,27825,109596654,0,0,0,0,0,0,1147,8,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:020C:29FF:FE64:3255-2800:03F0:4001:080F:0000:0000:0000:2016-34852-443-6,2804:04B0:10AA:2500:020C:29FF:FE64:3255,34852,2800:03F0:4001:080F:0000:0000:0000:2016,443,6,19/01/1970 07:06:11 PM,170597,38,15,1846.0,5468.0,517.0,0.0,48.57894736842106,118.90187450593108,2416.0,0.0,364.53333333333336,704.4170707214652,42872.96963018107,310.6736929723266,3280.711538461539,13354.672958074234,58568.0,0.0,170597.0,4610.729729729731,15695.737177209488,58568.0,0.0,170557.0,12182.642857142857,24171.487222654403,58638.0,0.0,0,0,0,0,1256,488,222.74717609336625,87.92651687896036,0.0,2416.0,135.44444444444446,401.93506781834594,161551.79874213837,0,0,0,0,0,0,0,0,0.0,138.0,48.578947368421055,364.53333333333336,0,0,0,7314,23,42902,0,0,0,0,0,0,16,32,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:C59F:8C04:4EA0:335D-2804:0000:2010:0160:0000:0000:0000:0110-51598-443-6,2804:04B0:10AA:2500:C59F:8C04:4EA0:335D,51598,2804:0000:2010:0160:0000:0000:0000:0110,443,6,19/01/1970 07:06:11 PM,5185,10,8,1544.0,1866.0,939.0,0.0,154.4,318.90235356784547,1523.0,0.0,233.25,527.6229037593313,657666.3452266152,3471.552555448409,305.0,1210.744450740948,5003.0,0.0,5153.0,572.5555555555557,1661.5914894395005,5003.0,0.0,5152.0,735.9999999999999,1881.651579508456,5003.0,0.0,0,0,0,0,212,172,1928.6403085824493,1542.9122468659593,0.0,1523.0,179.4736842105263,403.1557967972531,162534.59649122803,0,0,0,0,0,0,0,0,0.0,189.44444444444446,154.4,233.25,0,0,0,3410,8,666666,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:C59F:8C04:4EA0:335D-2804:0000:2000:0161:0000:0000:0000:0008-51571-443-6,2804:04B0:10AA:2500:C59F:8C04:4EA0:335D,51571,2804:0000:2000:0161:0000:0000:0000:0008,443,6,19/01/1970 07:06:11 PM,5223,12,9,2292.0,607.0,822.0,0.0,191.0,333.78735745980555,232.0,0.0,67.44444444444444,97.12377555355731,555044.9932988704,4020.6777713957495,261.15,1106.5902714859587,4962.0,0.0,5191.0,471.9090909090908,1489.4759114900417,4962.0,0.0,5188.0,648.5,1758.0948292317537,4999.0,0.0,0,0,0,0,252,192,2297.5301550832855,1723.147616312464,0.0,822.0,131.77272727272728,257.98854382431165,66558.08874458878,0,0,0,0,0,0,0,0,0.0,138.04761904761904,191.0,67.44444444444444,0,0,0,2899,9,562475,0,0,0,0,0,0,5,20,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:020C:29FF:FE64:3255-2800:03F0:4001:001E:0000:0000:0000:000C-40008-443-6,2804:04B0:10AA:2500:020C:29FF:FE64:3255,40008,2800:03F0:4001:001E:0000:0000:0000:000C,443,6,19/01/1970 07:06:11 PM,116315,43,19,4036.0,8137.0,1413.0,0.0,93.86046511627906,313.27149197699555,5179.0,0.0,428.2631578947367,1335.14517904339,104655.46146240812,533.0352920947428,1906.803278688525,3926.9327887452314,10204.0,0.0,116315.0,2769.4047619047624,4522.1129696438,10248.0,0.0,116273.0,6459.611111111111,4914.495415890675,10350.0,0.0,0,0,0,0,1392,616,369.68576709796673,163.34952499677598,0.0,5179.0,193.22222222222226,779.9955633547198,608393.0788530468,0,0,0,0,0,0,0,0,0.0,196.33870967741936,93.86046511627907,428.2631578947368,0,0,0,12173,11,104752,0,0,0,0,0,0,9,32,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:020C:29FF:FE64:3255-2800:03F0:4001:0824:0000:0000:0000:200E-36408-443-17,2804:04B0:10AA:2500:020C:29FF:FE64:3255,36408,2800:03F0:4001:0824:0000:0000:0000:200E,443,17,19/01/1970 07:06:11 PM,632,18,10,6510.0,8007.0,1337.0,71.0,361.66666666666663,536.6315419025478,1337.0,42.0,800.7,597.1087840586505,2.2969936708860762E7,44303.79746835443,23.407407407407412,39.0662743190823,164.0,0.0,632.0,37.176470588235304,59.20012172086056,181.0,0.0,588.0,65.33333333333333,79.01898506055365,233.0,0.0,0,0,0,0,576,320,28481.01265822785,15822.784810126583,42.0,1337.0,546.689655172414,597.3275066881698,356800.1502463055,0,0,0,0,0,0,0,0,0.0,566.2142857142857,361.6666666666667,800.7,0,0,0,14517,28,22969936,0,0,0,0,0,0,17,32,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:020C:29FF:FE64:3255-2800:03F0:4001:0017:0000:0000:0000:0009-40664-443-17,2804:04B0:10AA:2500:020C:29FF:FE64:3255,40664,2800:03F0:4001:0017:0000:0000:0000:0009,443,17,19/01/1970 07:06:11 PM,33047,28,8,6690.0,7249.0,1337.0,40.0,238.9285714285714,413.4024071828201,1337.0,42.0,906.125,598.6297299428325,421793.203619088,1089.357581626169,944.2,4648.49015842146,27533.0,0.0,5473.0,202.70370370370367,508.33913685912285,2335.0,0.0,33001.0,4714.428571428572,10241.037721786188,27533.0,0.0,0,0,0,0,872,256,847.2781190425758,242.07946258359306,40.0,1337.0,412.8648648648648,546.9720266136998,299178.39789789787,0,0,0,0,0,0,0,0,0.0,424.3333333333333,238.92857142857142,906.125,0,0,0,13939,36,421793,0,0,0,0,0,0,27,20,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:C59F:8C04:4EA0:335D-2800:03F0:4001:0822:0000:0000:0000:2003-55203-443-17,2804:04B0:10AA:2500:C59F:8C04:4EA0:335D,55203,2800:03F0:4001:0822:0000:0000:0000:2003,443,17,19/01/1970 07:06:11 PM,284,8,7,2197.0,3484.0,1337.0,47.0,274.62499999999994,439.4171261048956,1337.0,29.0,497.71428571428567,608.8370647624629,2.000352112676056E7,52816.9014084507,20.285714285714285,23.51571838130851,62.0,0.0,284.0,40.57142857142857,37.52269154728084,95.0,0.0,222.0,37.0,35.11694747554235,94.0,0.0,0,0,0,0,136,128,28169.014084507042,24647.88732394366,29.0,1337.0,438.62500000000006,555.1212330053079,308159.5833333333,0,0,0,0,0,0,0,0,0.0,467.8666666666667,274.625,497.7142857142857,0,0,0,5681,15,20003521,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:C59F:8C04:4EA0:335D-2800:03F0:4001:0818:0000:0000:0000:200A-51576-443-6,2804:04B0:10AA:2500:C59F:8C04:4EA0:335D,51576,2800:03F0:4001:0818:0000:0000:0000:200A,443,6,19/01/1970 07:06:11 PM,170699,16,13,923.0,10539.0,517.0,0.0,57.6875,129.90751517906884,9822.0,0.0,810.6923076923078,2712.647304283382,67147.43495861137,169.88968886753878,6096.392857142857,17876.49934315645,58664.0,0.0,170699.0,11379.933333333334,23499.981898068003,58664.0,0.0,170659.0,14221.583333333336,25716.81082468089,58812.0,0.0,0,0,0,0,332,272,93.7322421338145,76.15744673372429,0.0,9822.0,382.06666666666666,1788.5891942386118,3199051.3057471267,0,0,0,0,0,0,0,0,0.0,395.2413793103448,57.6875,810.6923076923077,0,0,0,11462,13,67180,0,0,0,0,0,0,8,20,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:020C:29FF:FE64:3255-2600:9000:20AC:6600:000A:DA5E:7900:93A1-37964-443-6,2804:04B0:10AA:2500:020C:29FF:FE64:3255,37964,2600:9000:20AC:6600:000A:DA5E:7900:93A1,443,6,19/01/1970 07:06:11 PM,53725,12,3,204.0,39.0,39.0,0.0,17.0,18.507983535368044,39.0,0.0,13.0,22.516660498395403,4523.033969288041,279.1996277338297,3837.499999999999,14341.632064351348,53666.0,0.0,53725.0,4884.090909090909,16179.132352846029,53666.0,0.0,53698.0,26849.0,37970.21993615523,53698.0,0.0,0,0,0,0,384,96,223.35970218706373,55.83992554676593,0.0,39.0,17.625,18.810901094843917,353.85,0,0,0,0,0,0,0,0,0.0,18.8,17.0,13.0,0,0,0,243,7,4525,0,0,0,0,0,0,5,32,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:020C:29FF:FE64:3255-2800:03F0:4001:0803:0000:0000:0000:200E-58600-443-17,2804:04B0:10AA:2500:020C:29FF:FE64:3255,58600,2800:03F0:4001:0803:0000:0000:0000:200E,443,17,19/01/1970 07:06:11 PM,228,24,21,6700.0,21162.0,1337.0,31.0,279.16666666666674,487.7689819065424,1337.0,28.0,1007.7142857142856,544.836227031311,1.222017543859649E8,197368.42105263157,5.181818181818182,12.230865886692829,45.0,0.0,194.0,8.43478260869565,17.06625081838561,51.0,0.0,184.0,9.2,20.420835592986627,62.0,0.0,0,0,0,0,768,672,105263.15789473684,92105.26315789473,28.0,1337.0,634.7608695652171,629.9543258499023,396842.4526570049,0,0,0,0,0,0,0,0,0.0,648.8666666666667,279.1666666666667,1007.7142857142857,0,0,0,27862,45,122201754,0,0,0,0,0,0,23,32,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:020C:29FF:FE64:3255-2800:03F0:4001:000F:0000:0000:0000:0008-59402-443-6,2804:04B0:10AA:2500:020C:29FF:FE64:3255,59402,2800:03F0:4001:000F:0000:0000:0000:0008,443,6,19/01/1970 07:06:11 PM,116209,49,21,4310.0,7143.0,1550.0,0.0,87.95918367346938,307.87639289058797,2416.0,0.0,340.1428571428571,717.7620974748029,98555.18935710659,602.3629839341187,1684.188405797101,3744.5983106468034,10205.0,0.0,116209.0,2421.0208333333335,4317.424293658388,10244.0,0.0,116169.0,5808.449999999999,5044.942068156247,10244.0,0.0,0,0,0,0,1608,680,421.65408875388306,180.7088951802356,0.0,2416.0,161.30985915492965,475.3153717435341,225924.70261569403,0,0,0,0,0,0,0,0,0.0,163.61428571428573,87.95918367346938,340.14285714285717,0,0,0,11453,14,98640,0,0,0,0,0,0,9,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.254.177-34.98.75.36-50890-443-6,192.168.254.177,50890,34.98.75.36,443,6,20/10/2021 08:12:57 PM,1776,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689.1891891891892,888.0,937.623591853362,1551.0,225.0,225.0,225.0,0.0,225.0,225.0,0,0,0,0,0,0,0,0,0,64,32,1126.126126126126,563.063063063063,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,501,269,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:020C:29FF:FE64:3255-2800:03F0:4001:0813:0000:0000:0000:2016-57360-443-17,2804:04B0:10AA:2500:020C:29FF:FE64:3255,57360,2800:03F0:4001:0813:0000:0000:0000:2016,443,17,19/01/1970 07:06:11 PM,433,16,12,4226.0,10126.0,1337.0,47.0,264.125,425.47273708194274,1337.0,29.0,843.8333333333334,622.1198120989723,3.3145496535796765E7,64665.12702078522,16.037037037037038,23.673226489468064,73.0,0.0,433.0,28.866666666666664,43.61661981182773,116.0,0.0,292.0,26.545454545454547,38.60405065887163,92.0,0.0,0,0,0,0,608,384,36951.50115473441,27713.625866050807,29.0,1337.0,540.9999999999998,595.6220637763032,354765.64285714267,0,0,0,0,0,0,0,0,0.0,560.3214285714286,264.125,843.8333333333334,0,0,0,14352,28,33145496,0,0,0,0,0,0,15,32,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:020C:29FF:FE64:3255-2800:03F0:4001:081E:0000:0000:0000:200E-56107-443-17,2804:04B0:10AA:2500:020C:29FF:FE64:3255,56107,2800:03F0:4001:081E:0000:0000:0000:200E,443,17,19/01/1970 07:06:11 PM,630,18,10,6422.0,6712.0,1337.0,43.0,356.77777777777777,539.4591578669658,1337.0,28.0,671.1999999999999,609.5302016033878,2.084761904761905E7,44444.444444444445,23.333333333333336,44.18405559962518,224.0,0.0,630.0,37.05882352941177,59.792840905324205,224.0,0.0,539.0,59.888888888888886,96.01229666616204,301.0,0.0,0,0,0,0,592,320,28571.42857142857,15873.015873015873,28.0,1337.0,498.99999999999994,587.1809163890023,344781.4285714285,0,0,0,0,0,0,0,0,0.0,516.8214285714286,356.77777777777777,671.2,0,0,0,13134,28,20847619,0,0,0,0,0,0,17,32,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:020C:29FF:FE64:3255-2800:03F0:4001:001E:0000:0000:0000:000A-58140-443-6,2804:04B0:10AA:2500:020C:29FF:FE64:3255,58140,2800:03F0:4001:001E:0000:0000:0000:000A,443,6,19/01/1970 07:06:11 PM,116271,43,19,4064.0,6642.0,1427.0,0.0,94.51162790697676,314.60045500625705,5179.0,0.0,349.578947368421,1216.5640740211059,92077.99021252074,533.2370066482614,1906.0819672131151,3942.937155197388,10201.0,0.0,116271.0,2768.3571428571427,4527.883545976348,10243.0,0.0,116232.0,6457.333333333333,4929.52929383968,10241.0,2.0,0,0,0,0,1392,616,369.82566590121354,163.41134074704786,0.0,5179.0,169.936507936508,714.865763916462,511033.0604198668,0,0,0,0,0,0,0,0,0.0,172.67741935483872,94.51162790697674,349.57894736842104,0,0,0,10706,11,92146,0,0,0,0,0,0,9,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.254.177-34.117.237.239-38176-443-6,192.168.254.177,38176,34.117.237.239,443,6,20/10/2021 08:12:56 PM,142,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21126.76056338028,71.0,97.58073580374356,140.0,2.0,140.0,140.0,0.0,140.0,140.0,0,0,0,0,0,0,0,0,0,64,32,14084.507042253521,7042.2535211267605,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,501,269,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:C59F:8C04:4EA0:335D-2804:0000:2000:0161:0000:0000:0000:0008-51595-443-6,2804:04B0:10AA:2500:C59F:8C04:4EA0:335D,51595,2804:0000:2000:0161:0000:0000:0000:0008,443,6,19/01/1970 07:06:11 PM,6212,11,10,2011.0,8276.0,669.0,0.0,182.81818181818178,296.67551910524,4274.0,0.0,827.5999999999998,1704.149980358406,1655988.409529942,3380.553766902769,310.59999999999997,1120.125669641346,5003.0,0.0,6178.0,617.8,1562.3556146622532,5003.0,0.0,6175.0,686.1111111111111,1642.6443197208307,5003.0,0.0,0,0,0,0,232,212,1770.7662588538315,1609.7875080489375,0.0,4274.0,467.5909090909091,1183.700117230909,1401145.9675324676,0,0,0,0,0,0,0,0,0.0,489.85714285714283,182.8181818181818,827.6,0,0,0,10287,9,1675134,0,0,0,0,0,0,5,20,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:020C:29FF:FE64:3255-2800:03F0:4001:0822:0000:0000:0000:2001-38872-443-6,2804:04B0:10AA:2500:020C:29FF:FE64:3255,38872,2800:03F0:4001:0822:0000:0000:0000:2001,443,6,19/01/1970 07:06:11 PM,256670,66,28,3004.0,14251.0,517.0,0.0,45.5151515151515,107.22488838873505,2416.0,0.0,508.9642857142858,799.9431221513494,67226.39965714731,366.229010012857,2759.8924731182797,11146.875186485893,58821.0,0.0,256670.0,3948.7692307692305,13189.39752790242,58863.0,0.0,256627.0,9504.703703703703,19342.82134145103,58863.0,0.0,0,0,0,0,2176,904,257.1395176686017,109.08949234425526,0.0,2416.0,181.63157894736838,486.8568764442971,237029.61814109754,0,0,0,0,0,0,0,0,0.0,183.56382978723406,45.515151515151516,508.9642857142857,0,0,0,17255,43,67250,0,0,0,0,0,0,28,32,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:020C:29FF:FE64:3255-2800:03F0:4001:081E:0000:0000:0000:200E-39800-443-6,2804:04B0:10AA:2500:020C:29FF:FE64:3255,39800,2800:03F0:4001:081E:0000:0000:0000:200E,443,6,19/01/1970 07:06:11 PM,171297,34,14,1846.0,7369.0,517.0,0.0,54.29411764705883,124.62587148396298,6652.0,0.0,526.3571428571429,1770.3551406923482,53795.45467813213,280.21506506243543,3644.617021276596,14068.963018479937,58738.0,0.0,171297.0,5190.818181818183,16620.947623508386,58738.0,0.0,171258.0,13173.692307692309,24978.722523328448,58777.0,0.0,0,0,0,0,1104,456,198.48567108589174,81.72939397654366,0.0,6652.0,188.06122448979602,951.9996150245034,906303.2670068027,0,0,0,0,0,0,0,0,0.0,191.97916666666666,54.294117647058826,526.3571428571429,0,0,0,9215,21,53820,0,0,0,0,0,0,16,32,0,0,0,0,0,0,0,0,NeedManualLabel
2804:04B0:10AA:2500:020C:29FF:FE64:3255-2800:03F0:4001:0002:0000:0000:0000:0006-55630-443-6,2804:04B0:10AA:2500:020C:29FF:FE64:3255,55630,2800:03F0:4001:0002:0000:0000:0000:0006,443,6,19/01/1970 07:06:11 PM,116397,75,35,4058.0,72911.0,1424.0,0.0,54.10666666666666,241.41220626416833,9664.0,0.0,2083.171428571429,2508.2107577000015,661262.7473216663,945.0415388712768,1067.8623853211013,3039.640370625891,10156.0,0.0,116311.0,1571.7702702702709,3673.24919266755,10501.0,0.0,116357.0,3422.264705882353,4851.733850083897,10557.0,0.0,0,0,0,0,2440,1140,644.3465037758705,300.69503509540624,0.0,9664.0,693.4144144144148,1697.4448523293552,2881319.0266994266,0,0,0,0,0,0,0,0,0.0,699.7181818181818,54.10666666666667,2083.1714285714284,0,0,0,76969,27,663171,0,0,0,0,0,0,9,32,0,0,0,0,0,0,0,0,NeedManualLabel
