Fwd Packet Length Mean,Fwd Packet Length Std,Bwd IAT Total,Packet Length Mean,Label,NormFwd_Packet_Length_Mean,NormPacket_Length_Mean,NormFwd_Packet_Length_Std,NormBwd_IAT_Total
31.5717660957,114.000110246,73755.0,1195.95893325,video,0.210478440638,7.973059555,1.58370608915,6.1473312833e-05
35.9607703281,102.833902244,93698.0,1242.17505507,video,0.239738468854,8.2811670338,1.42858350578,7.80954032381e-05
70.5791366906,188.474021523,97510.0,1215.98549349,video,0.470527577937,8.1065699566,2.61830848136,8.12726287621e-05
144.806185567,301.331320624,422254.0,1280.08212305,video,0.965374570447,8.53388082033,4.1861384721,0.000351940237773
96.7106382979,122.892756929,178626.0,1114.55513878,video,0.644737588653,7.43036759187,1.70724402846,0.000148881187419
135.276397516,289.784671932,387784.0,1285.8369134,video,0.901842650107,8.57224608933,4.02573075141,0.000323210184308
206.594594595,365.703783569,341043.0,1263.40688368,video,1.3772972973,8.42271255787,5.08041007692,0.000284252498522
119.695067265,269.444182497,164492.0,1281.38691065,video,0.7979671151,8.54257940433,3.74315771788,0.000137100781974
57.8717948718,155.146272437,122895.0,1227.55207727,video,0.385811965812,8.18368051513,2.15531455046,0.00010243051699
77.6779935275,199.291648107,201481.0,1251.88781827,video,0.517853290183,8.34591878847,2.76858852104,0.000167930371404
66.0955223881,172.444111033,160030.0,1249.23010429,video,0.440636815921,8.32820069527,2.39561863661,0.000133381794491
7.95664928292,69.7530005591,75678.0,1534.33094966,video,0.0530443285528,10.0,0.969018814838,6.30760947539e-05
5.1008991009,56.0072768669,215559.0,1175.208548,video,0.034005994006,7.83472365333,0.778061224848,0.000179664101972
3.26327664006,44.9241419675,72414.0,1097.69229486,video,0.0217551776004,7.3179486324,0.624092705088,6.0355616236e-05
2.53191729748,39.3820720627,207731.0,1250.09842995,video,0.0168794486499,8.333989533,0.547101465029,0.000173139621017
4.48148522865,52.5272482985,320631.0,1120.83199425,video,0.029876568191,7.472213295,0.729716162529,0.000267239506026
6.54073556797,63.2695498475,244600.0,1252.04010208,video,0.0436049037865,8.34693401387,0.878949775882,0.000203869192854
7.41359950094,67.2481644474,165404.0,1660.05083867,video,0.0494239966729,10.0,0.934221267766,0.000137860915678
7.05065581185,65.3617855234,129280.0,1391.89074396,video,0.047004372079,9.2792716264,0.908015417773,0.000107752286395
174.783625731,336.856531102,56538.0,1283.57496604,video,1.16522417154,8.55716644027,4.67965985581,4.71232887391e-05
92.8051948052,231.884450555,19878.0,1281.77165354,video,0.618701298701,8.54514435693,3.22137246649,1.65679142091e-05
220.247018739,379.347632201,194062.0,1250.09625301,video,1.46831345826,8.33397502007,5.26995240377,0.000161746783743
267.796084829,414.863104071,87081.0,1204.9400928,video,1.78530723219,8.032933952,5.76333849733,7.25802664878e-05
60.5909580194,160.763560935,122462.0,1115.40795393,video,0.403939720129,7.4360530262,2.23335073814,0.000102069620177
59.4130925508,158.875433941,115182.0,1131.79231568,video,0.396087283672,7.54528210453,2.20712060371,9.60018862278e-05
134.55785124,295.093175407,143498.0,1264.24183574,video,0.8970523416,8.42827890493,4.0994772527,0.000119602704154
107.239361702,253.799860559,48332.0,1279.1540258,video,0.714929078013,8.52769350533,3.5258245253,4.02837523672e-05
201.409090909,370.677451483,124516.0,1248.46612861,video,1.34272727273,8.32310752407,5.14950499397,0.00010378158797
17.6993118052,154.832637927,22094.0,2830.09381188,video,0.117995412035,10.0,2.1509574943,1.84149057519e-05
209.468421053,368.704022208,135270.0,1251.86706991,video,1.39645614035,8.34578046607,5.12208982785,0.000112744831224
145.995485327,301.576647895,114170.0,1268.45688956,video,0.973303235513,8.45637926373,4.18954659418,9.51584045304e-05
192.657142857,356.466290548,131953.0,1276.15265947,video,1.28438095238,8.50768439647,4.9520814822,0.000109980178269
95.6949685535,238.601657379,98030.0,1212.66079233,video,0.637966457023,8.0844052822,3.31468887931,8.17060383299e-05
211.04296875,366.84853744,122300.0,1270.96189024,video,1.406953125,8.47307926827,5.09631316396,0.000101934596427
78.0308943089,199.904641274,131310.0,1257.80011398,video,0.520205962059,8.3853340932,2.77710431114,0.000109444250669
120.615803815,272.351734842,186782.0,1283.13653715,video,0.804105358767,8.554243581,3.78354985736,0.000155679049794
132.361489555,283.787238692,316562.0,1272.67420394,video,0.882409930367,8.48449469293,3.94241353776,0.000263848076158
130.495081967,287.996489229,104332.0,1241.53916593,video,0.869967213113,8.27692777287,4.00088905758,8.69586288996e-05
74.5,195.442905494,114482.0,1209.39980463,video,0.496666666667,8.0626653642,2.71512122966,9.54184502711e-05
80.6174863388,215.120039431,67608.0,1266.12075634,video,0.537449908925,8.44080504227,2.98847883226,5.63499116536e-05
132.411764706,291.066269872,156058.0,1293.28480663,video,0.88274509804,8.62189871087,4.04353489613,0.000130071212177
