Fwd Packet Length Std,Bwd IAT Total,Packet Length Mean,Label
14.9795181802,0.0,36.2,quic
10.3875495556,0.0,48.8333333333,quic
2.3413757529,0.0,53.7112299465,quic
560.687856768,8786033.0,533.52,quic
507.873081258,197376.0,516.363636364,quic
14.7359295278,0.0,37.2272727273,quic
10.1629542977,0.0,30.7210884354,quic
368.465105895,239845.0,690.973684211,quic
13.9612559129,0.0,32.4,quic
564.275650279,60945380.0,369.992307692,quic
490.495015265,5247540.0,338.763636364,quic
13.3545773741,0.0,45.7619047619,quic
552.589909596,334519.0,819.0625,quic
422.113546816,5804194.0,926.859060403,quic
436.612037659,197097.0,687.771428571,quic
377.945771041,917997.0,523.292682927,quic
358.242692654,197270884.0,1118.04422604,quic
14.5624209033,0.0,32.5,quic
625.290145986,65131739.0,528.727272727,quic
11.675565964,0.0,33.96,quic
4.76561760018,0.0,29.2702702703,quic
508.154001154,76886.0,393.588235294,quic
16.5955028332,0.0,36.7777777778,quic
12.8327626792,0.0,32.8043478261,quic
14.0731173369,0.0,33.4,quic
14.0731173369,0.0,33.4,quic
449.046644447,1310502.0,712.0,quic
439.28236909,86776094.0,353.278571429,quic
13.9772185131,0.0,42.6,quic
14.2431651547,0.0,33.96,quic
13.6117980352,0.0,32.3157894737,quic
612.15690205,2447734.0,521.641025641,quic
519.121212563,1153369.0,458.894736842,quic
388.517252584,33667.0,493.884615385,quic
505.807579077,779816.0,544.896103896,quic
429.953360335,578986118.0,142.597222222,quic
4.55408416036,0.0,31.7027027027,quic
13.4941989978,0.0,43.0,quic
16.1126983345,0.0,41.75,quic
12.6381696987,0.0,45.1538461538,quic
573.078236284,230885729.0,651.968531469,quic
486.577397375,531742.0,459.208333333,quic
560.559057211,42766226.0,739.133333333,quic
606.963609724,143845.0,494.147058824,quic
293.717662956,1953214.0,782.629464286,quic
475.074123771,730855.0,519.730769231,quic
666.767025779,30602926.0,684.958333333,quic
572.696803102,12945397.0,445.5,quic
15.7888849793,0.0,34.5454545455,quic
13.1058664828,0.0,44.5333333333,quic
14.7374457655,0.0,39.0666666667,quic
14.7374457655,0.0,39.0666666667,quic
497.875988575,535854.0,488.918918919,quic
4.92515409476,0.0,29.2272727273,quic
14.8403480665,0.0,41.0434782609,quic
13.771434013,0.0,35.7222222222,quic
5.85937789085,131534.0,48.0271493213,quic
599.120039946,16096377.0,724.304123711,quic
305.962069346,13378391.0,139.47826087,quic
15.3945582672,0.0,38.1538461538,quic
13.9181685225,0.0,36.8333333333,quic
381.036789677,69199.0,727.8,quic
595.775078737,164403.0,589.263157895,quic
0.0,8196559.0,1135.08333333,quic
11.7958830591,220031.0,42.5,quic
599.241687468,198252.0,460.733333333,quic
4.91090206218,0.0,27.25,quic
4.85147834224,0.0,29.7619047619,quic
13.9744665117,0.0,32.75,quic
400.42973249,41884378.0,190.1,quic
460.381219911,351140.0,456.551724138,quic
556.633985309,55491684.0,756.820979021,quic
645.449598205,370336.0,611.75,quic
5.30580014244,0.0,27.6153846154,quic
565.242682815,3318928.0,423.795454545,quic
129.570464169,132209481.0,1010.82582583,quic
194.468700859,597015077.0,953.32506796,quic
14.5220834969,0.0,40.3333333333,quic
583.921988701,32215144.0,435.043478261,quic
438.471461126,622525.0,417.783783784,quic
327.535364995,19466283.0,478.789473684,quic
5.51883287841,0.0,28.3684210526,quic
464.139003646,527843.0,473.393939394,quic
6.38915617389,0.0,33.2584269663,quic
472.786220829,286415.0,504.04,quic
488.671055005,120446586.0,389.64516129,quic
0.0,21619169.0,42.0,quic
443.35232684,0.0,1103375,quic
443.35232684,0.0,1103375,quic
443.35232684,0.0,1103375,quic
593.750346829,314122.0,548.6,quic
438.656369741,161318.0,397.842105263,quic
3.89773109543,0.0,30.0666666667,quic
558.684638809,345717.0,401.785714286,quic
481.002097898,541359.0,374.083333333,quic
0.0,0.0,21.6666666667,quic
0.0,0.0,21.6666666667,quic
507.637434303,1576291.0,428.323529412,quic
516.636988395,284794.0,612.962962963,quic
422.294094839,7015853.0,330.416666667,quic
4.06290450078,0.0,27.6883116883,quic
1.65435104576,0.0,33.6727272727,quic
6.12372435696,0.0,29.7142857143,quic
6.12372435696,0.0,29.7142857143,quic
185.386294712,1076367.0,821.396103896,quic
571.677897988,357075.0,457.277777778,quic
567.047087992,240874.0,412.578947368,quic
407.351363485,282959.0,399.133333333,quic
12.7608725909,0.0,31.8421052632,quic
8.78147695824,0.0,50.3050847458,quic
393.556305196,100727989.0,819.279569892,quic
572.869345095,238443.0,527.324324324,quic
14.045751308,0.0,39.9411764706,quic
238.881533219,1711089.0,160.552941176,quic
477.10650612,477672.0,438.619047619,quic
2.83874497661,0.0,32.6191099476,quic
511.612353252,5896.0,136.4,outros
0.0,10039861.0,37.6,outros
0.0,580.0,0.0,outros
2.0,3514.0,9.66666666667,outros
2.0,1979.0,9.77777777778,outros
717.287039078,4955.0,339.8125,outros
0.0,552197713.0,0.0,outros
11.1803398875,12346.0,45375,outros
94.8965602267,845534850.0,200.470588235,outros
2.0,2298.0,9.88888888889,outros
0.0,40129545.0,40.0,outros
485.226751117,5501.0,130.5,outros
0.0,0.0,251.0,outros
11.1803398875,7815.0,45375,outros
11.1803398875,7815.0,45375,outros
0.0,29.0,0.0,outros
0.0,29.0,0.0,outros
0.0,29.0,0.0,outros
2.0,2219.0,9.77777777778,outros
2.0,1875.0,9.66666666667,outros
484.779537522,6358.0,130.4,outros
2.0,35065.0,10.0,outros
120.813953648,5097818.0,137375,outros
639.156908413,308697207.0,387.294117647,outros
11.1803398875,7477.0,38375,outros
11.1803398875,6730.0,38375,outros
11.1803398875,9132.0,45375,outros
11.1803398875,9132.0,45375,outros
11.1803398875,9132.0,45375,outros
11.1803398875,9132.0,45375,outros
11.1803398875,9132.0,45375,outros
11.1803398875,9132.0,45375,outros
11.1803398875,9132.0,45375,outros
11.1803398875,9132.0,45375,outros
0.0,101.0,0.0,outros
0.0,101.0,0.0,outros
0.0,101.0,0.0,outros
0.0,101.0,0.0,outros
0.0,101.0,0.0,outros
0.0,101.0,0.0,outros
0.0,101.0,0.0,outros
0.0,101.0,0.0,outros
0.0,101.0,0.0,outros
11.1803398875,15373.0,45375,outros
0.0,0.0,31.0,outros
0.0,0.0,31.0,outros
0.0,0.0,31.0,outros
0.0,0.0,31.0,outros
0.0,0.0,31.0,outros
0.0,1828444.0,189.2,outros
11.1803398875,6381.0,38375,outros
0.0,10119332.0,0.0,outros
469.574275275,6020.0,127.0,outros
485.226751117,6092.0,130.5,outros
485.226751117,6092.0,130.5,outros
11.1803398875,9085.0,38375,outros
683.373250867,4360.0,266.857142857,outros
0.0,96.0,0.0,outros
0.0,96.0,0.0,outros
0.0,96.0,0.0,outros
0.0,96.0,0.0,outros
0.0,96.0,0.0,outros
0.0,96.0,0.0,outros
186.126952439,808729351.0,124.566666667,outros
2.0,2242.0,9.66666666667,outros
31.4691228366,483238337.0,1029.50183559,outros
492.829382241,6000.0,132.2,outros
497.748731791,6149.0,133.3,outros
34.0,51296602.0,8.33333333333,outros
483.437896735,6386.0,130.1,outros
239.002092041,9992.0,51.8571428571,outros
11.1803398875,8262.0,45375,outros
0.0,0.0,196.333333333,outros
124.673375463,48905275.0,51.5555555556,outros
717.488663425,3879.0,340.5625,outros
0.0,840611061.0,0.0,outros
752.372543654,4102.0,374.588235294,outros
487.91003269,5940.0,131.1,outros
11.1803398875,6112.0,38375,outros
66.4226882025,0.0,197.6,outros
484.779537522,5628.0,130.4,outros
11.1803398875,5829.0,38375,outros
493.723809432,5727.0,132.4,outros
147.567660027,15775902.0,115.111111111,outros
2.0,1754.0,0.571428571429,outros
2.0,2291.0,9.77777777778,outros
601.519741987,672013886.0,474.368421053,outros
11.1803398875,8198.0,76375,outros
11.1803398875,6849.0,34.1111111111,outros
486.568391904,6246.0,130.8,outros
0.0,0.0,322.666666667,outros
16.2745672281,66240613.0,108.476744186,outros
11.1803398875,9622.0,45375,outros
11.1803398875,9622.0,45375,outros
11.1803398875,9622.0,45375,outros
11.1803398875,9622.0,45375,outros
11.1803398875,9622.0,45375,outros
497.301518196,5591.0,133.2,outros
709.666720754,4451.0,448.681818182,outros
145.170057478,465400228.0,331.058823529,outros
11.1803398875,7544.0,38375,outros
508.929071679,5782.0,135.8,outros
491.487741454,7103.0,131.9,outros
19.7989898732,106741.0,16.4,outros
25.4524790064,0.0,92.3023255814,outros
683.496652541,528550849.0,362.132947977,outros
11.1803398875,7206.0,45375,outros
482.99068314,5927.0,130.0,outros
11.1803398875,6688.0,38375,outros
11.1803398875,6688.0,38375,outros
473.599197634,5456.0,127.9,outros
606.829515374,132771666.0,350.661971831,outros
0.0,40217376.0,25.4545454545,outros
479.412974376,5688.0,129.2,outros
11.1803398875,8460.0,45375,outros
11.1803398875,8460.0,45375,outros
472.704770443,5919.0,127.7,outros
16.9705627485,32457.0,274.4,outros
11.1803398875,8558.0,45375,outros
488.804459881,5640.0,131.3,outros
485.226751117,6018.0,130.5,outros
11.1803398875,7736.0,45375,outros
11.1803398875,7736.0,45375,outros
144.956890143,8.0,186.0,outros
486.121178308,5985.0,130.7,outros
485.226751117,6218.0,130.5,outros
0.0,40176136.0,40.0,outros
731.336979632,4311.0,397.411764706,outros
11.1803398875,6836.0,38375,outros
471.363129657,5386.0,127.4,outros
11.1803398875,6296.0,54375,outros
0.0,7985939.0,0.0,outros
497.301518196,8932.0,133.2,outros
492.382168645,7404.0,132.1,outros
460.182789769,5945.0,124.9,outros
11.1803398875,8500.0,45375,outros
11.1803398875,8500.0,45375,outros
11.1803398875,8500.0,45375,outros
484.779537522,7027.0,130.4,outros
0.0,552195756.0,0.0,outros
495.065450218,4667.0,132.7,outros
533.525819431,6102.0,141.3,outros
117.58828337,791834059.0,90.2155172414,outros
727.456969763,4253.0,312.0,outros
510.717926061,6068.0,136.2,outros
486.121178308,6592.0,130.7,outros
0.0,600012604.0,0.0,outros
744.795924866,19396.0,464.956521739,outros
0.0,600005071.0,0.0,outros
497.748731791,6497.0,133.3,outros
11.1803398875,6324.0,38375,outros
496.8543046,6644.0,133.1,outros
485.673964713,5812.0,130.6,outros
157.8524967,0.0,152.5,outros
3.64386851818,0.0,36.0,outros
11.1803398875,9277.0,45375,outros
16.2274863467,504403304.0,17.7872340426,outros
123.625240141,1411765.0,82.3333333333,outros
492.382168645,7959.0,132.1,outros
474.04641123,5568.0,128.0,outros
747.861283929,3980.0,402.4,outros
11.1803398875,7785.0,45375,outros
11.1803398875,7785.0,45375,outros
468.232634488,6173.0,126.7,outros
2.99072640749,0.0,33.8,outros
0.0,50250754.0,40.3076923077,outros
271.244017155,897873199.0,118.347381865,outros
3.64005494464,0.0,34.0,outros
6.92820323028,599914391.0,6.66666666667,outros
486.121178308,4988.0,130.7,outros
0.0,600008302.0,0.0,outros
1.788854382,2119.0,9.9,outros
502.220867746,6651.0,134.3,outros
497.301518196,6264.0,133.2,outros
2.30940107676,1888.0,11.0,outros
483.437896735,213640.0,130.1,outros
