Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Mean,Packet Length Std,Packet Length Variance,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Fwd Act Data Pkts,Active Mean,Active Std,Idle Mean,Idle Std,Label
120220155,12,17,2937.0,6688.0,1252.0,30.0,244.75,470.93545687859876,1232.0,38.0,393.41176470588243,507.9314740719866,80.06145059453632,0.24122411088223933,4293576.964285714,1.0673008324586214E7,3.0035746E7,29.0,1.20179989E8,1.0925453545454545E7,1.512596423432689E7,3.0071682E7,54.0,1.20200066E8,7512504125,1.3406483507108482E7,3.0078911E7,29.0,0,0,0,0,96,136,0.09981687346851283,0.1414072374137265,30.0,1252.0,362.56666666666683,509.946831801481,260045.77126436794,0,0,0,0,0,0,0,0,1.0,375.0689655172414,244.75,393.4117647058824,0,0,0,3156,8,34122,3,734,4,1672,0,0,11,8,0,0,0,0,0,0,0,0,quic
3375299,18,12,13287.0,4902.0,1250.0,33.0,738.1666666666666,564.3572345910825,1250.0,25.0,408.5,550.3080955246797,5388.855920616218,8.88810146893653,116389.62068965517,440224.9132115321,2374591.0,14.0,3357973.0,197527.8235294118,571129.7921289691,2374591.0,21.0,955459.0,86859.90909090909,153146.75131680368,503182.0,14.0,0,0,0,0,144,96,5.332860881361918,3.555240587574612,25.0,1250.0,589.2903225806451,571.4684706116566,326576.21290322585,0,0,0,0,0,0,0,0,0.0,608.9333333333333,738.1666666666666,408.5,0,0,0,18110,29,18097,18,13287,12,4902,0,0,17,8,0,0,0,0,0,0,0,0,quic
149125,16,17,3495.0,6101.0,1250.0,33.0,218.43750000000003,407.20150110234124,1250.0,25.0,358.8823529411765,468.6647098876953,64348.70075440067,221.2908633696563,4660.15625,9502.523953715003,45397.0,11.0,128667.0,8577.8,19627.212909631362,74054.0,11.0,103374.0,6460875,9662.137209230677,26120.0,41.0,0,0,0,0,128,136,107.29253981559094,113.99832355406538,25.0,1250.0,319.0,462.44239608514465,213852.96969696978,0,0,0,0,0,0,0,0,1.0,328.6666666666667,218.4375,358.88235294117646,0,0,0,9596,33,64348,0,0,0,0,0,0,15,8,0,0,0,0,0,0,0,0,quic
273970,13,10,5915.0,3894.0,1250.0,33.0,455.0000000000001,565.1198987825504,1250.0,25.0,389.40000000000003,510.76482955574676,35803.19013030624,83.95079753257656,12453.181818181818,23041.831257077934,92946.0,16.0,273970.0,22830.83333333334,51933.65919015132,176434.0,18.0,223831.0,24870.11111111111,33503.715743348694,92946.0,16.0,0,0,0,0,104,80,47.450450779282406,36.50034675329416,25.0,1250.0,460.79166666666663,545.9139109680259,298021.99818840576,0,0,0,0,0,0,0,0,0.0,480.82608695652175,455.0,389.4,0,0,0,9809,23,35803,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,quic
58255,3,7,2539.0,3156.0,1252.0,35.0,846.3333333333333,702.6352776037746,1232.0,39.0,450.85714285714283,538.9670455514661,97759.84894000515,171.65908505707665,6472.777777777777,8485.23667580607,20763.0,19.0,58255.0,29127.5,642.7600640985717,29582.0,28673.0,31037.0,5172.833333333334,11080.621813177571,27739.0,19.0,0,0,0,0,24,56,51.497725517122994,120.16135953995365,35.0,1252.0,631.5454545454546,590.1024256239527,348220.87272727274,0,0,0,0,0,0,0,0,2.0,694.7,846.3333333333334,450.85714285714283,0,0,0,5695,10,97759,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,quic
190984,5,6,3859.0,3502.0,1250.0,33.0,771.8,654.9787782821669,1250.0,25.0,583.6666666666666,588.5394350990141,38542.495706446614,57.59644786997864,19098.399999999998,28086.972674968805,88298.0,16.0,190984.0,47746.0,65069.101899442256,143906.0,35.0,143920.0,28784.0,36085.33404999876,88298.0,16.0,0,0,0,0,40,48,26.18020357726302,31.41624429271562,25.0,1250.0,717.5833333333334,591.8882662268021,350331.7196969698,0,0,0,0,0,0,0,0,1.0,782.8181818181819,771.8,583.6666666666666,0,0,0,7361,11,38542,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,quic
62823232,515,1873,34767.0,2092817.0,1250.0,33.0,67.50873786407767,87.85197922779254,1232.0,26.0,1117.3609183128672,329.48840493198907,33866.19777855428,38.0114159042311,26318.907415165486,266686.9693126246,6140172.0,3.0,6.2823232E7,122224.186770428,643297.9127517549,8522823.0,4.0,6.2514723E7,33394.61698717947,312659.8341581407,6992822.0,3.0,0,0,0,0,4120,14984,8.197604351205618,29.81381155302548,26.0,1250.0,891.0983675177902,522.7397063752536,273256.8006212864,0,0,0,0,0,0,0,0,3.0,891.4715242881072,67.50873786407767,1117.3609183128672,0,0,0,151801,170,126619,30,2045,110,123106,0,0,514,8,0,0,0,0,0,0,0,0,quic
931686,8,13,1724.0,8798.0,1252.0,31.0,215.5,420.83929745891635,1232.0,40.0,676.7692307692307,563.6686606281734,11293.504463950301,22.539782716494614,46584.30000000001,162252.48516143954,728889.0,12.0,931686.0,133098.00000000003,317995.8385110304,853788.0,21.0,908577.0,75714.74999999999,214108.94017473908,749074.0,12.0,0,0,0,0,64,104,8.586583891997948,13.953198824496665,31.0,1252.0,535.1818181818181,562.4952602012906,316400.9177489177,0,0,0,0,0,0,0,0,1.0,560.6666666666666,215.5,676.7692307692307,0,0,0,10522,21,11293,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,quic
346918,8,7,6699.0,2626.0,1350.0,28.0,837.3749999999999,624.2227023609901,1350.0,20.0,375.1428571428571,540.1519627448769,26879.55078721773,43.23788330383549,24779.857142857138,35774.97762372496,131672.0,87.0,346918.0,49559.71428571429,73621.46998829958,192950.0,87.0,260404.0,43400.666666666664,48044.62670753793,131672.0,424.0,0,0,0,0,64,56,23.06020442871226,20.177678875123227,20.0,1350.0,667.1875000000001,620.3835607912254,384875.7625,0,0,0,0,0,0,0,0,0.0,711.6666666666666,837375,375.14285714285717,0,0,0,9325,15,26879,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,quic
4007116,5,0,6750.0,0.0,1350.0,1350.0,1350.0,0.0,0,0,0,0,1684.5032686850095,1.247780199025933,1001779.0,692844.0911446096,1886546.0,299510.0,4007116.0,1001779.0,692844.0911446096,1886546.0,299510.0,0,0,0,0,0,0,0,0,0,40,0,1.247780199025933,0.0,1350.0,1350.0,1350.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1620.0,1350.0,0.0,0,0,0,0,0,0,2,3375,0,0,0,0,4,8,0,0,0,0,0,0,0,0,quic
