NormFwd_Packet_Length_Std,NormBwd_IAT_Total,NormPacket_Length_Mean,Label
0.000000,0.000000,1.291111,dns
0.000000,0.000020,0.982667,dns
0.000000,0.000000,0.346667,dns
0.000000,0.000000,0.982667,dns
0.000000,0.000000,0.860000,dns
0.000000,0.000000,0.886667,dns
0.000000,0.000000,1.291111,dns
0.000000,0.000000,0.393333,dns
0.000000,0.000000,0.806667,dns
0.000000,0.000001,0.894667,dns
0.000000,0.000000,0.800000,dns
0.000000,0.000000,0.806667,dns
0.000000,0.000000,1.160000,dns
0.000000,0.000000,0.240000,dns
0.000000,0.000000,0.393333,dns
0.000000,0.000000,0.240000,dns
0.000000,0.000000,1.291111,dns
0.000000,0.000000,0.894667,dns
0.000000,0.000000,0.982667,dns
0.000000,0.000000,0.982667,dns
0.000000,0.000021,0.890667,dns
0.000000,0.000021,0.890667,dns
0.000000,0.000000,1.115556,dns
0.000000,0.000000,0.980000,dns
0.000000,0.000000,0.890667,dns
0.000000,0.112272,0.362339,dns
0.000000,0.000000,0.982667,dns
0.000000,0.000000,0.982667,dns
0.000000,0.000019,0.982667,dns
0.000000,0.000000,0.982667,dns
0.000000,0.000000,0.822222,dns
0.000000,0.000021,0.982667,dns
0.000000,0.000000,1.260000,dns
0.000000,0.000186,0.894667,dns
0.000000,0.000000,0.840000,dns
0.000000,0.000000,0.890667,dns
0.000000,0.000000,0.240000,dns
0.000000,0.000000,0.982667,dns
0.000000,0.000000,0.982667,dns
0.000000,0.000000,1.291111,dns
0.000000,0.000000,0.935556,dns
0.000000,0.000000,0.982667,dns
0.000000,0.000000,0.982667,dns
0.000000,0.000000,0.473333,dns
0.000000,0.000000,0.972000,dns
0.000000,0.000000,0.546667,dns
0.000000,0.000021,0.982667,dns
0.000000,0.000000,1.042222,dns
0.000000,0.000000,0.902222,dns
0.000000,0.000000,1.291111,dns
0.000000,0.000000,0.972000,dns
0.000000,0.000000,0.972000,dns
0.000000,0.000000,1.002222,dns
0.000000,0.000000,1.006667,dns
0.000000,0.000000,0.982667,dns
0.000000,0.000000,0.980000,dns
0.000000,0.000000,0.900000,dns
0.000000,0.000000,1.291111,dns
0.000000,0.000000,0.982667,dns
0.000000,0.000000,1.291111,dns
0.000000,0.000000,0.806667,dns
0.000000,0.000000,0.982667,dns
0.000000,0.000000,0.982667,dns
0.000000,0.000000,0.982667,dns
0.000000,0.000000,0.982667,dns
0.000000,0.000000,0.826667,dns
0.000000,0.000021,0.982667,dns
0.000000,0.000000,0.393333,dns
0.000000,0.000000,0.800000,dns
0.000000,0.000000,0.946667,dns
0.000000,0.000000,0.877778,dns
0.000000,0.000000,0.982667,dns
0.000000,0.000000,0.982667,dns
0.000000,0.000000,1.222222,dns
0.000000,0.000000,1.255556,dns
0.000000,0.000000,1.313333,dns
0.000000,0.000000,0.982667,dns
0.000000,0.000000,1.291111,dns
0.000000,0.000000,0.840000,dns
0.000000,0.000000,0.822222,dns
0.000000,0.000000,0.982667,dns
0.000000,0.000021,0.982667,dns
0.000000,0.000000,1.291111,dns
0.000000,0.000000,0.982667,dns
0.000000,0.000000,0.982667,dns
0.000000,0.000002,0.982667,dns
0.000000,0.000000,0.886667,dns
0.000000,0.000000,0.890667,dns
0.000000,0.000020,0.972000,dns
0.000000,0.000000,0.982667,dns
0.000000,0.000021,0.982667,dns
0.000000,0.000000,0.886667,dns
0.000000,0.000000,0.908889,dns
0.000000,0.000000,1.313333,dns
0.000000,0.000000,0.791111,dns
0.000000,0.000000,1.340000,dns
0.000000,0.000000,1.151111,dns
0.000000,0.000000,0.931111,dns
0.000000,0.000000,0.975556,dns
0.000000,0.000000,1.006667,dns
0.000000,0.000000,0.248889,dns
0.000000,0.000000,0.800000,dns
0.000000,0.000000,0.186667,dns
0.000000,0.000000,1.042222,dns
0.000000,0.000000,1.302222,dns
0.000000,0.000041,1.036000,dns
0.000000,0.000000,1.286667,dns
0.000000,0.000000,1.317778,dns
0.000000,0.000000,1.295556,dns
0.000000,0.000000,0.757778,dns
0.000000,0.000000,1.255556,dns
0.000000,0.000011,0.942667,dns
0.000000,0.000000,1.162222,dns
0.000000,0.000000,1.333333,dns
0.000000,0.000000,0.868889,dns
0.000000,0.000000,0.968333,dns
0.000000,0.001666,0.989333,dns
0.000000,0.000000,0.773333,dns
0.000000,0.000000,0.773333,dns
0.000000,0.000000,0.800000,dns
0.000000,0.000000,1.362222,dns
0.000000,0.000000,0.882222,dns
0.000000,0.000000,0.908889,dns
0.000000,0.000000,1.140000,dns
0.000000,0.000000,1.333333,dns
0.000000,0.000000,0.822222,dns
0.000000,0.000000,1.362222,dns
0.000000,0.000000,0.900000,dns
0.000000,0.000000,0.806667,dns
0.000000,0.000000,1.020000,dns
0.000000,0.000000,0.800000,dns
0.000000,0.000000,0.817778,dns
0.000000,0.000000,1.077778,dns
0.000000,0.000000,0.848889,dns
0.000000,0.000000,0.886667,dns
0.000000,0.000000,0.960000,dns
0.000000,0.000000,0.908889,dns
0.000000,0.000000,0.862222,dns
0.000000,0.000000,1.128889,dns
0.000000,0.000000,1.220000,dns
0.000000,0.000000,0.895556,dns
0.000000,0.000000,0.800000,dns
0.000000,0.000000,0.877778,dns
0.000000,0.000000,0.902222,dns
0.000000,0.000000,0.860000,dns
0.000000,0.000000,1.086667,dns
0.000000,0.000000,0.882222,dns
0.000000,0.000000,0.886667,dns
0.000000,0.000000,1.344444,dns
0.000000,0.000000,0.722222,dns
0.000000,0.000000,1.131111,dns
0.000000,0.000000,1.066667,dns
0.000000,0.000000,0.785333,dns
0.000000,0.000000,0.908889,dns
0.000000,0.000000,0.040000,dns
0.117879,0.000077,0.949333,dns
0.000000,0.000000,0.640000,dns
0.000000,0.000000,1.315556,dns
0.000000,0.000000,0.935556,dns
0.000000,0.000000,1.293333,dns
0.000000,0.000000,0.882222,dns
0.000000,0.000000,1.331111,dns
0.000000,0.000000,1.137778,dns
0.000000,0.000000,0.800000,dns
0.000000,0.001347,1.081905,dns
0.000000,0.000000,1.217778,dns
0.000000,0.000000,0.248889,dns
0.000000,0.000000,0.806667,dns
0.000000,0.000000,1.051111,dns
0.000000,0.000000,1.328889,dns
0.000000,0.000000,0.297778,dns
0.000000,0.000000,1.002222,dns
0.000000,0.000000,1.082222,dns
0.000000,0.000000,1.277778,dns
0.000000,0.000000,0.822222,dns
0.000000,0.000000,0.960000,dns
0.000000,0.000000,0.902222,dns
0.000000,0.000000,1.073333,dns
0.000000,0.000000,0.915556,dns
0.000000,0.000000,1.240000,dns
0.000000,0.000000,0.922222,dns
0.000000,0.000000,0.993333,dns
0.000000,0.000000,0.691667,dns
0.000000,0.000000,0.931111,dns
0.000000,0.000000,0.495556,dns
0.000000,0.000000,1.331111,dns
0.000000,0.000000,0.897778,dns
0.000000,0.000000,0.902222,dns
0.000000,0.000000,1.308889,dns
0.000000,0.000000,1.511111,dns
0.000000,0.000000,1.024444,dns
0.000000,0.000000,1.126667,dns
0.000000,0.000000,0.808889,dns
0.000000,0.000000,0.935556,dns
0.000000,0.000000,0.391111,dns
0.000000,0.000000,1.324444,dns
0.000000,0.000000,1.328889,dns
0.000000,0.000000,0.833333,dns
0.000000,0.000000,0.902222,dns
0.000000,0.000000,0.866667,dns
0.000000,0.000000,1.248889,dns
0.000000,0.000000,0.564444,dns
0.000000,0.000000,0.793333,dns
0.000000,0.000000,0.886667,dns
0.000000,0.000000,0.813333,dns
0.000000,0.000000,1.320000,dns
0.000000,0.000000,1.042222,dns
0.000000,0.000000,0.866667,dns
0.000000,0.000000,0.908889,dns
0.000000,0.000000,0.835556,dns
0.000000,0.000000,0.800000,dns
0.000000,0.000000,0.886667,dns
0.000000,0.000000,0.886667,dns
0.000000,0.000000,1.322222,dns
0.000000,0.000000,0.842222,dns
0.000000,0.000000,0.972000,dns
0.000000,0.000000,0.928889,dns
0.000000,0.000000,1.188889,dns
0.000000,0.000000,1.255556,dns
0.000000,0.000000,0.766667,dns
0.000000,0.000000,0.908889,dns
0.000000,0.000000,0.495556,dns
0.000000,0.000000,1.333333,dns
0.000000,0.000000,0.613333,dns
0.000000,0.000000,0.975556,dns
0.000000,0.000000,0.722222,dns
0.000000,0.000000,0.800000,dns
0.000000,0.000000,0.868889,dns
0.000000,0.000000,0.875556,dns
0.000000,0.000000,0.886667,dns
0.000000,0.000000,1.297778,dns
0.000000,0.000000,1.266667,dns
0.000000,0.000000,0.908889,dns
0.000000,0.000000,1.040000,dns
0.000000,0.000000,0.800000,dns
0.000000,0.000000,0.848889,dns
0.000000,0.000000,0.506667,dns
0.000000,0.000000,0.866667,dns
0.000000,0.000000,1.333333,dns
0.000000,0.000000,0.964444,dns
0.000000,0.000000,0.848889,dns
0.000000,0.000000,1.220000,dns
0.000000,0.000000,1.340000,dns
0.000000,0.000000,1.002222,dns
0.000000,0.000000,0.993333,dns
0.000000,0.000000,0.848889,dns
0.000000,0.000000,0.848889,dns
0.000000,0.000000,0.868889,dns
0.000000,0.000000,0.860000,dns
0.000000,0.000000,1.331111,dns
0.000000,0.000000,0.840000,dns
0.019646,0.001132,1.032000,dns
0.000000,0.000000,1.324444,dns
0.000000,0.000000,1.300000,dns
0.000000,0.000000,1.142222,dns
0.000000,0.000000,0.886667,dns
0.000000,0.000000,0.800000,dns
0.000000,0.000000,0.908889,dns
0.000000,0.000000,1.277778,dns
0.000000,0.000000,0.866667,dns
0.000000,0.000000,1.035556,dns
0.000000,0.000000,1.142222,dns
0.000000,0.000000,1.282222,dns
0.000000,0.000000,0.902222,dns
0.000000,0.000000,1.042222,dns
0.000000,0.000000,1.142222,dns
0.000000,0.000000,0.915556,dns
0.000000,0.000000,0.897778,dns
0.000000,0.000000,1.122222,dns
0.000000,0.000000,0.875556,dns
0.000000,0.000000,0.915556,dns
0.000000,0.000000,0.800000,dns
0.000000,0.000000,0.886667,dns
0.000000,0.001431,1.160000,dns
0.000000,0.000000,0.955556,dns
0.000000,0.000000,1.268889,dns
0.000000,0.000000,0.800000,dns
0.000000,0.000000,0.922222,dns
0.000000,0.000000,1.017778,dns
0.000000,0.000000,1.313333,dns
0.000000,0.000000,1.126667,dns
0.000000,0.000000,1.328889,dns
0.000000,0.000000,0.942222,dns
0.049116,0.000038,0.930667,dns
0.000000,0.000000,0.840000,dns
0.000000,0.000000,0.806667,dns
0.000000,0.000000,1.082222,dns
0.000000,0.000000,0.902222,dns
0.000000,0.000000,0.680000,dns
0.000000,0.001442,1.379048,dns
0.000000,0.000000,1.126667,dns
0.000000,0.000000,0.806667,dns
0.000000,0.000000,1.306667,dns
0.000000,0.000000,0.835556,dns
0.000000,0.000000,0.724444,dns
0.000000,0.000000,0.924444,dns
0.000000,0.000000,0.993333,dns
0.000000,0.000000,1.266667,dns
0.000000,0.000000,1.208889,dns
0.000000,0.000000,0.393333,dns
0.000000,0.000000,1.142222,dns
0.000000,0.000000,0.773333,dns
0.000000,0.000000,0.817778,dns
0.000000,0.000000,1.173333,dns
0.000000,0.000000,1.324444,dns
0.000000,0.017573,1.518667,dns
0.000000,0.000000,0.822222,dns
0.000000,0.000000,0.877778,dns
0.000000,0.000000,0.897778,dns
0.000000,0.000000,0.800000,dns
0.000000,0.000000,1.128889,dns
0.000000,0.000000,0.908889,dns
0.000000,0.000000,0.886667,dns
0.000000,0.000000,0.297778,dns
0.000000,0.000000,1.328889,dns
0.000000,0.000000,0.940000,dns
0.000000,0.000000,0.915556,dns
0.000000,0.000000,0.800000,dns
0.000000,0.000000,0.817778,dns
0.000000,0.000000,1.333333,dns
0.000000,0.000000,1.342222,dns
0.000000,0.000000,0.822222,dns
0.000000,0.000000,0.800000,dns
0.000000,0.000000,1.035556,dns
0.000000,0.000000,1.024444,dns
0.000000,0.000000,1.268889,dns
0.000000,0.000000,0.877778,dns
0.000000,0.000000,1.297778,dns
0.000000,0.000000,0.886667,dns
0.000000,0.000000,1.322222,dns
0.000000,0.000000,1.317778,dns
0.000000,0.000000,0.886667,dns
0.000000,0.000000,0.908889,dns
0.000000,0.000000,1.042222,dns
0.000000,0.000000,1.084444,dns
0.000000,0.000000,1.144444,dns
0.000000,0.000000,1.182222,dns
0.000000,0.000000,0.958333,dns
0.000000,0.000000,1.051667,dns
0.000000,0.000000,0.915556,dns
0.000000,0.000000,1.322222,dns
0.000000,0.000000,1.184444,dns
0.000000,0.000000,0.777778,dns
0.000000,0.000000,0.413333,dns
0.000000,0.000000,1.131111,dns
0.000000,0.000000,0.922222,dns
0.000000,0.000000,1.331111,dns
0.000000,0.000000,0.726667,dns
0.000000,0.000000,1.002222,dns
0.000000,0.000000,0.911111,dns
0.000000,0.000000,1.286667,dns
0.000000,0.000000,1.122222,dns
0.000000,0.000000,0.946667,dns
0.000000,0.000000,1.266667,dns
0.000000,0.000000,0.800000,dns
0.000000,0.000000,0.806667,dns
0.000000,0.000000,0.875556,dns
0.000000,0.000000,0.877778,dns
0.000000,0.000000,0.908889,dns
0.000000,0.000000,1.166667,dns
0.000000,0.000000,1.328889,dns
0.000000,0.000000,0.773333,dns
0.000000,0.002520,1.249630,dns
0.000000,0.000000,0.928889,dns
0.000000,0.000000,1.246667,dns
0.000000,0.000000,1.337778,dns
0.000000,0.000000,1.055556,dns
0.000000,0.000000,0.848889,dns
0.000000,0.000000,1.048889,dns
0.000000,0.000000,0.875556,dns
0.000000,0.000000,1.362222,dns
0.000000,0.000000,0.922222,dns
0.000000,0.000000,0.822222,dns
0.000000,0.000002,0.972000,dns
0.000000,0.000000,1.128889,dns
0.000000,0.000000,0.288889,dns
0.000000,0.000000,0.773333,dns
0.000000,0.000000,0.868889,dns
0.000000,0.000056,1.340000,dns
0.000000,0.000000,0.355556,dns
0.000000,0.000000,0.886667,dns
0.000000,0.000000,0.800000,dns
0.000000,0.000000,1.280000,dns
0.000000,0.000000,0.966667,dns
0.000000,0.000000,1.275556,dns
0.000000,0.000000,1.375556,dns
0.000000,0.000000,0.902222,dns
0.000000,0.000000,0.886667,dns
0.000000,0.000000,1.004444,dns
0.000000,0.000000,0.640000,dns
0.000000,0.000000,0.860000,dns
0.000000,0.000000,1.015556,dns
0.000000,0.000000,0.477778,dns
0.000000,0.000000,0.800000,dns
0.000000,0.000000,0.800000,dns
0.000000,0.000000,0.935556,dns
0.000000,0.000000,0.495556,dns
0.000000,0.000000,1.320000,dns
0.000000,0.000000,1.322222,dns
0.000000,0.000000,0.882222,dns
0.000000,0.000000,1.035556,dns
0.000000,0.000000,0.737778,dns
0.000000,0.000000,0.897778,dns
0.000000,0.000000,0.800000,dns
0.000000,0.000000,1.382222,dns
0.000000,0.000000,1.322222,dns
0.000000,0.000000,0.800000,dns
0.000000,0.000000,0.822222,dns
0.000000,0.000000,1.295556,dns
0.000000,0.000000,0.297778,dns
0.000000,0.000000,0.800000,dns
0.000000,0.000000,1.282222,dns
0.000000,0.000000,0.446667,dns
0.000000,0.000000,0.853333,dns
0.000000,0.000000,1.248889,dns
0.000000,0.000000,0.833333,dns
0.000000,0.000000,0.986667,dns
0.000000,0.000000,0.448889,dns
0.000000,0.000000,0.986667,dns
0.000000,0.000000,0.897778,dns
0.000000,0.000000,0.922222,dns
0.000000,0.000000,0.800000,dns
0.000000,0.000000,1.337778,dns
0.000000,0.000000,1.140000,dns
0.000000,0.000000,0.893333,dns
0.000000,0.000000,0.924444,dns
0.000000,0.000000,0.875556,dns
0.000000,0.000000,1.131111,dns
0.000000,0.000000,0.888889,dns
0.000000,0.000000,0.895556,dns
0.000000,0.000000,1.028333,dns
0.000000,0.000000,0.800000,dns
0.000000,0.000000,1.277778,dns
0.000000,0.000000,0.902222,dns
0.000000,0.000000,0.908889,dns
0.000000,0.000000,0.573333,dns
0.000000,0.000000,1.124444,dns
0.000000,0.000000,1.302222,dns
0.000000,0.000000,0.908889,dns
0.000000,0.000000,1.297778,dns
0.000000,0.000000,0.958333,dns
0.000000,0.000000,1.282222,dns
0.000000,0.000000,0.342222,dns
0.000000,0.000000,0.840000,dns
0.000000,0.000000,1.131111,dns
0.000000,0.000000,0.975556,dns
0.000000,0.000000,0.902222,dns
0.000000,0.000000,0.877778,dns
0.000000,0.000000,0.886667,dns
0.000000,0.000000,0.643333,dns
0.000000,0.000000,0.477778,dns
0.000000,0.000000,0.448889,dns
0.000000,0.000000,0.800000,dns
0.000000,0.000000,0.902222,dns
0.000000,0.000000,1.042222,dns
0.000000,0.000000,0.768889,dns
0.000000,0.000000,1.126667,dns
0.000000,0.000000,1.277778,dns
0.000000,0.000000,0.800000,dns
0.000000,0.000000,1.302222,dns
0.000000,0.000000,0.160000,dns
0.000000,0.017507,0.801333,dns
0.000000,0.000000,0.902222,dns
0.000000,0.000000,0.908889,dns
0.000000,0.000000,0.913333,dns
0.000000,0.000000,0.877778,dns
0.000000,0.000000,1.340000,dns
0.000000,0.000000,0.908889,dns
0.000000,0.000000,0.857778,dns
0.000000,0.000000,1.060000,dns
0.000000,0.000000,1.020000,dns
0.000000,0.000000,0.935556,dns
0.000000,0.000000,1.035556,dns
0.000000,0.000000,0.860000,dns
0.000000,0.000000,0.822222,dns
0.000000,0.000000,0.953333,dns
0.000000,0.000000,1.324444,dns
0.000000,0.000000,1.026667,dns
0.000000,0.000000,0.900000,dns
0.000000,0.000000,0.966667,dns
0.000000,0.000000,0.453333,dns
0.000000,0.000000,1.331111,dns
0.000000,0.000000,0.800000,dns
0.000000,0.000000,1.091111,dns
0.000000,0.000000,0.895556,dns
0.000000,0.000000,1.277778,dns
0.000000,0.000000,0.993333,dns
0.000000,0.000000,0.877778,dns
0.000000,0.000000,0.886667,dns
0.000000,0.000008,1.473333,dns
0.000000,0.000000,0.800000,dns
0.000000,0.000000,1.315556,dns
0.000000,0.000000,0.882222,dns
0.000000,0.000000,1.151111,dns
0.000000,0.000000,0.877778,dns
0.000000,0.000000,0.908889,dns
0.000000,0.000000,0.448889,dns
0.000000,0.000000,0.908889,dns
0.000000,0.000000,0.908889,dns
0.000000,0.000000,0.937778,dns
0.000000,0.000000,0.791667,dns
0.000000,0.000000,0.946667,dns
0.000000,0.000000,1.082222,dns
0.000000,0.000000,0.822222,dns
0.000000,0.000000,0.731667,dns
0.000000,0.000000,0.886667,dns
0.000000,0.000000,1.302222,dns
0.000000,0.000000,0.868889,dns
0.000000,0.000000,0.895556,dns
0.000000,0.000000,0.800000,dns
0.000000,0.000000,0.882222,dns
0.000000,0.000000,1.313333,dns
0.000000,0.000000,1.035556,dns
0.000000,0.000000,0.860000,dns
0.000000,0.000000,1.142222,dns
0.000000,0.000000,1.324444,dns
0.000000,0.000000,0.855556,dns
0.000000,0.000000,0.877778,dns
0.000000,0.000016,1.119394,dns
0.000000,0.000000,1.277778,dns
0.000000,0.000000,0.926667,dns
0.000000,0.000000,0.922222,dns
0.000000,0.000000,1.295556,dns
0.000000,0.000000,0.748889,dns
0.000000,0.000000,0.800000,dns
0.000000,0.000000,0.886667,dns
0.000000,0.000000,0.924444,dns
0.000000,0.000000,0.773333,dns
0.000000,0.000000,0.908889,dns
0.000000,0.000000,0.800000,dns
0.000000,0.000000,1.331111,dns
0.000000,0.000000,1.137778,dns
0.000000,0.000000,0.886667,dns
0.000000,0.000000,1.035556,dns
0.000000,0.000000,0.186667,dns
0.000000,0.000000,0.908889,dns
0.000000,0.000000,0.902222,dns
0.000000,0.000000,1.342222,dns
0.000000,0.000000,1.126667,dns
0.000000,0.000000,0.313333,dns
0.000000,0.000000,0.822222,dns
0.000000,0.000000,1.177778,dns
0.000000,0.000063,1.049333,dns
0.000000,0.000000,1.291111,dns
0.000000,0.000000,1.331111,dns
0.000000,0.000000,0.860000,dns
0.000000,0.000000,1.266667,dns
0.000000,0.000000,1.251111,dns
0.000000,0.000000,1.266667,dns
0.000000,0.000000,0.913333,dns
0.000000,0.000000,1.371111,dns
0.000000,0.000000,0.755000,dns
0.000000,0.000000,0.893333,dns
0.000000,0.000000,0.904444,dns
0.000000,0.000000,1.042222,dns
0.000000,0.000000,1.266667,dns
0.000000,0.000000,1.266667,dns
0.000000,0.000000,0.908889,dns
0.000000,0.000000,1.333333,dns
0.000000,0.000000,0.840000,dns
0.000000,0.000000,1.335556,dns
0.000000,0.000000,1.046667,dns
0.000000,0.000000,0.975556,dns
0.000000,0.000000,1.297778,dns
0.000000,0.000000,0.842222,dns
0.000000,0.000000,0.728889,dns
0.000000,0.001431,1.054286,dns
0.000000,0.000000,1.217778,dns
0.000000,0.000000,1.122222,dns
0.000000,0.000000,0.908889,dns
0.000000,0.000000,0.915556,dns
0.000000,0.000000,1.328889,dns
0.000000,0.000000,0.882222,dns
0.000000,0.000000,0.610000,dns
0.000000,0.000000,0.908889,dns
0.000000,0.000000,0.997778,dns
0.000000,0.000000,0.857778,dns
0.000000,0.000000,0.726667,dns
0.000000,0.000000,1.113333,dns
0.000000,0.000000,0.000000,http
1.357821,0.001684,2.020444,http
1.326700,0.000835,10.000000,http
1.431655,0.001658,2.163810,http
1.590651,0.000835,10.000000,http
1.326700,0.000835,10.000000,http
1.357821,0.001421,2.019556,http
1.590651,0.000835,10.000000,http
0.000000,0.000000,0.000000,http
1.002891,0.002382,2.213846,http
1.590651,0.000835,10.000000,http
1.357821,0.001653,2.020444,http
1.326700,0.000835,10.000000,http
1.357821,0.001660,2.019556,http
1.590651,0.000835,10.000000,http
1.326700,0.000835,10.000000,http
1.357821,0.001391,2.019556,http
1.590651,0.000835,10.000000,http
1.002891,0.002416,2.213846,http
1.590651,0.000835,10.000000,http
0.491029,0.024028,4.093737,http
1.357821,0.001667,2.020444,http
1.326700,0.000835,10.000000,http
1.357821,0.001659,2.019556,http
0.482839,0.000020,0.193333,http
1.590651,0.000835,10.000000,http
1.326700,0.000835,10.000000,http
1.357821,0.001381,2.019556,http
1.590651,0.000834,10.000000,http
1.002891,0.002556,2.213846,http
1.590651,0.000835,10.000000,http
1.357821,0.001530,2.020444,http
1.326700,0.000835,10.000000,http
1.357821,0.001658,2.019556,http
0.000000,0.037516,0.024000,http
1.590651,0.000835,10.000000,http
1.326700,0.000835,10.000000,http
1.357821,0.001231,2.019556,http
1.590651,0.000835,10.000000,http
1.377786,0.050835,0.452857,http
1.382809,0.051255,0.382667,http
0.000000,0.000000,0.026667,http
1.755475,0.050057,0.425333,http
0.980941,0.050471,4.367000,http
1.002891,0.002388,2.213846,http
1.590651,0.000835,10.000000,http
1.326700,0.000835,10.000000,http
1.357821,0.000991,2.019556,http
1.590651,0.000835,10.000000,http
1.002891,0.002400,2.213846,http
1.590651,0.000835,10.000000,http
1.326700,0.000835,10.000000,http
1.357821,0.001193,2.019556,http
1.590651,0.000835,10.000000,http
0.482839,0.000023,0.192121,http
1.002891,0.002399,2.213846,http
1.590651,0.000835,10.000000,http
1.326700,0.000835,10.000000,http
1.357821,0.001023,2.019556,http
1.590651,0.000835,10.000000,http
1.002891,0.002507,2.213846,http
1.590651,0.000835,10.000000,http
1.326700,0.000835,10.000000,http
1.357821,0.001085,2.019556,http
1.590651,0.000835,10.000000,http
1.002891,0.002830,2.213846,http
1.590651,0.000835,10.000000,http
1.357821,0.001570,2.020444,http
1.326700,0.000835,10.000000,http
1.357821,0.001658,2.019556,http
1.590651,0.000835,10.000000,http
1.326700,0.000835,10.000000,http
1.357821,0.001645,2.019556,http
1.590651,0.000835,10.000000,http
1.326700,0.000835,10.000000,http
1.590651,0.000835,10.000000,http
1.357821,0.001095,2.019556,http
1.357821,0.001095,2.019556,http
1.326700,0.000835,10.000000,http
0.482839,0.000039,0.193333,http
1.590651,0.000835,10.000000,http
1.590651,0.000835,10.000000,http
1.590651,0.000835,10.000000,http
1.326700,0.000835,10.000000,http
1.326700,0.000835,10.000000,http
1.326700,0.000835,10.000000,http
1.590651,0.000835,10.000000,http
1.590651,0.000835,10.000000,http
1.590651,0.000835,10.000000,http
1.357821,0.001330,2.020444,http
1.326700,0.000835,10.000000,http
1.326700,0.000835,10.000000,http
1.326700,0.000836,10.000000,http
1.590651,0.000835,10.000000,http
1.590651,0.000835,10.000000,http
1.590651,0.000835,10.000000,http
1.326700,0.000835,10.000000,http
1.326700,0.000835,10.000000,http
1.590651,0.000835,10.000000,http
1.002891,0.002268,2.213846,http
1.326700,0.000835,10.000000,http
1.590651,0.000835,10.000000,http
1.590651,0.000839,10.000000,http
0.058939,0.001000,0.008000,http
1.357821,0.001251,2.019556,http
1.326700,0.000835,10.000000,http
1.590651,0.000835,10.000000,http
1.590651,0.000837,10.000000,http
1.326700,0.000835,10.000000,http
1.326700,0.000835,10.000000,http
1.357821,0.001416,2.019556,http
1.590651,0.000853,10.000000,http
1.326700,0.000856,10.000000,http
1.590651,0.000835,10.000000,http
1.590651,0.000835,10.000000,http
1.326700,0.000835,10.000000,http
