NormFwd_Packet_Length_Std,NormBwd_IAT_Total,NormPacket_Length_Mean,Label
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.000000,http
2.061760,0.010700,1.280278,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.032000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.000000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
1.693348,0.086218,0.993333,http
0.000000,0.000000,0.000000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.000000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
1.839448,0.000390,0.740667,http
0.000000,0.000000,0.000000,http
0.000000,0.000000,0.030000,http
1.199614,0.000580,0.322020,http
0.000000,0.000000,0.000000,http
0.000000,0.000000,0.030000,http
1.500352,0.000058,0.396667,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.000000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
2.069930,0.000042,0.435000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.000000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.000000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.000000,http
0.000000,0.000000,0.000000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
1.480035,0.000059,0.415000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.000000,http
1.500352,0.000019,0.396667,http
0.000000,0.000000,0.032000,http
0.360929,0.000172,0.119048,http
0.000000,0.000000,0.030000,http
1.296475,0.129788,0.294068,http
0.000000,0.000000,0.030000,http
9.145597,0.121916,2.719286,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.026667,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.000000,http
0.002801,0.140767,8.349858,http
0.000000,0.000000,0.000000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.003904,0.140587,8.216009,http
0.000000,0.000000,0.000000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.032000,http
0.000000,0.000000,0.030000,http
0.214976,0.001626,6.679831,http
0.000000,0.000000,0.000000,http
0.000000,0.000000,0.000000,http
0.000000,0.000000,0.000000,http
0.000000,0.000000,0.030000,http
7.845453,0.062419,1.647816,http
1.363036,0.003023,0.442424,http
0.000000,0.000000,0.032000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.000000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
1.079685,0.012264,0.685037,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
2.040030,0.000040,10.000000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.000000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.000000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.965426,0.008336,1.595238,http
0.000000,0.000000,0.000000,http
0.846611,0.058136,0.171048,http
0.000000,0.000000,0.032000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.875242,0.000027,0.131111,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.000000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.000000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.266660,0.130447,0.091429,http
8.304506,0.097077,2.006364,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.000000,http
0.000000,0.000000,0.030000,http
0.746929,0.128918,5.657880,http
0.000000,0.000000,0.030000,http
2.118306,0.008510,1.108958,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.000000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.032000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.000000,http
10.000000,0.128315,3.641441,http
0.000000,0.000000,0.030000,http
0.987822,0.096166,0.246825,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
1.218883,0.066075,0.293464,http
0.000000,0.000000,0.000000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
1.888531,0.000001,0.943333,http
0.000000,0.000000,0.000000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.360929,0.000006,0.119048,http
1.500352,0.000019,0.396667,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.000000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.000000,http
0.003455,0.140786,7.841248,http
5.311534,0.055964,0.706016,http
0.000000,0.000000,0.000000,http
0.000000,0.000000,0.032000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.000000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.000000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,0.000000,http
0.000000,0.000000,0.000000,http
0.000000,0.000000,0.030000,http
0.000000,0.000000,4.856667,http
0.000000,0.000000,4.856667,http
0.000000,0.000008,9.673333,http
0.000000,0.000000,4.856667,http
0.000000,0.000000,0.040000,http
0.000000,0.000000,4.856667,http
0.000000,0.000000,4.856667,http
0.000000,0.000000,0.040000,http
0.000000,0.000004,7.746667,http
0.000000,0.000000,4.856667,http
0.000000,0.000000,0.040000,http
0.000000,0.000004,7.746667,http
0.000000,0.000000,4.856667,http
0.000000,0.000000,0.040000,http
0.000000,0.000000,4.856667,http
0.000000,0.000000,4.856667,http
0.000000,0.000000,4.856667,http
0.000000,0.000000,4.856667,http
0.000000,0.000080,10.000000,http
0.000000,0.000000,0.040000,http
0.000000,0.000000,0.040000,http
0.000000,0.000000,0.040000,http
0.000000,0.000000,0.040000,http
0.000000,0.000000,0.040000,http
0.000000,0.000000,0.040000,http
0.000000,0.000000,0.040000,http
0.000000,0.000000,4.856667,http
0.000000,0.000000,4.856667,http
2.043716,0.017514,0.997634,http
1.668292,0.000019,10.000000,http
4.026358,0.000018,0.936667,http
8.123811,0.000000,2.221333,https
0.000000,0.000467,6.402575,https
0.000000,0.000000,0.026667,https
2.904635,0.005372,7.452168,https
0.000000,0.000000,0.026667,https
8.503795,0.004123,2.652857,https
0.000000,0.000000,0.026667,https
0.648983,0.002353,4.647217,https
0.000000,0.000000,0.040000,https
2.032496,0.002904,1.054222,https
0.000000,0.000000,0.040000,https
7.489912,0.000509,2.557667,https
3.425578,0.000056,1.336667,https
0.235758,0.000003,0.080000,https
1.382589,0.000095,1.733333,https
1.508777,0.000165,10.000000,https
0.000000,0.000000,0.026667,https
2.703404,0.004602,5.015862,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.000000,https
7.156584,0.000444,2.180784,https
8.790569,0.008573,4.999333,https
2.592623,0.007869,7.193755,https
0.899792,0.001101,5.676808,https
0.000000,0.000000,0.040000,https
2.032496,0.001651,1.054222,https
3.975160,0.007633,0.906667,https
0.000000,0.000000,0.040000,https
8.246437,0.008167,2.141443,https
3.283312,0.003347,3.148780,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.000000,https
0.697449,0.014293,0.280000,https
0.184475,0.000000,0.038333,https
0.000000,0.000000,0.228333,https
0.184475,0.000000,0.038667,https
0.000000,0.019288,0.020000,https
0.883154,0.001104,5.784611,https
0.000000,0.000000,0.040000,https
2.032496,0.001655,1.054222,https
0.000000,0.000000,0.040000,https
5.648243,0.007651,1.039540,https
6.926537,0.007632,1.274747,https
1.339335,0.000172,10.000000,https
3.005595,0.008256,7.211778,https
4.037372,0.002377,1.216364,https
8.139356,0.008101,2.123556,https
0.383106,0.000001,0.111429,https
0.000000,0.000000,0.000000,https
2.858495,0.017088,10.000000,https
9.426823,0.008974,4.346173,https
0.000000,0.000000,0.026667,https
0.000000,0.000000,0.026667,https
0.893441,0.000972,5.693741,https
0.000000,0.000000,0.040000,https
2.032496,0.001521,1.054222,https
0.000000,0.000000,0.040000,https
0.000000,0.000000,0.010000,https
0.000000,0.000000,0.026667,https
0.000000,0.031434,0.083333,https
0.000000,0.000000,0.228333,https
0.000000,0.031584,0.083333,https
0.184475,0.000000,0.038667,https
7.089364,0.001479,1.122143,https
0.909569,0.000971,5.770211,https
0.000000,0.000000,0.040000,https
0.304520,0.000000,0.113333,https
0.000000,0.000000,0.026667,https
5.589224,0.000849,2.494386,https
0.000000,0.012406,0.101111,https
0.000000,0.012377,0.101111,https
0.000000,0.020963,0.048000,https
0.000000,0.012396,0.101111,https
0.000000,0.000382,0.020000,https
2.689869,0.004111,7.127636,https
0.000000,0.000000,0.026667,https
8.245718,0.004066,2.077576,https
0.000000,0.012372,0.118667,https
0.915142,0.000971,5.750243,https
0.000000,0.000000,0.040000,https
2.032496,0.001523,1.054222,https
0.000000,0.000000,0.040000,https
0.325898,0.000000,0.134286,https
6.894272,0.001706,2.061111,https
0.000000,0.015833,0.024000,https
0.000000,0.015644,0.024000,https
0.000000,0.015769,0.024000,https
6.894272,0.001807,2.061111,https
0.058939,0.009356,0.860000,https
9.114640,0.003286,1.982222,https
0.000000,0.000000,0.040000,https
0.000000,0.000000,0.040000,https
3.232835,0.007662,7.568068,https
3.400120,0.001442,1.021333,https
8.197306,0.006999,2.096978,https
0.929878,0.010706,5.049677,https
9.777879,0.027075,10.000000,https
0.000000,0.024988,0.020000,https
0.000000,0.000000,0.040000,https
0.800381,0.001089,5.890680,https
0.000000,0.000000,0.040000,https
2.032496,0.001638,1.054222,https
0.000000,0.000000,0.040000,https
0.000000,0.013124,0.024000,https
0.383106,0.000005,0.104000,https
0.000000,0.046906,10.000000,https
0.000000,0.000000,0.281667,https
0.248640,0.000000,0.049333,https
0.000000,0.037341,0.101111,https
0.383106,0.000004,0.130000,https
0.000000,0.000000,0.000000,https
0.000000,0.024986,0.020000,https
0.000000,0.012397,0.101111,https
0.000000,0.000000,0.040000,https
0.000000,0.000000,0.013333,https
0.000000,0.000000,0.228333,https
0.184475,0.000000,0.038667,https
7.307550,0.000285,1.298571,https
2.754841,0.000135,3.652698,https
0.144371,0.000000,0.056000,https
2.551588,0.016755,3.404274,https
3.109459,0.007428,0.732800,https
2.451924,0.007432,0.790714,https
3.087834,0.005158,0.764872,https
0.913560,0.000000,0.621667,https
0.000000,0.000000,0.026667,https
0.000000,0.037526,0.024000,https
2.902435,0.001662,3.289136,https
0.000000,0.000000,0.026667,https
0.000000,0.000000,0.030000,https
0.000000,0.000000,0.026667,https
0.000000,0.000000,0.026667,https
0.000000,0.000000,0.030000,https
0.000000,0.037570,0.024000,https
0.447332,0.023189,0.149123,https
0.000000,0.037529,0.024000,https
8.468760,0.020769,2.067222,https
0.000000,0.000000,0.026667,https
0.000000,0.000000,0.026667,https
0.000000,0.000067,0.000000,https
0.000000,0.025004,0.148000,https
0.000000,0.037529,0.024000,https
0.000000,0.037564,0.024000,https
0.000000,0.000000,0.000000,https
0.000000,0.037575,0.024000,https
0.530454,0.024996,0.420000,https
0.000000,0.000000,0.026667,https
0.000000,0.000000,0.026667,https
0.000000,0.000000,0.026667,https
0.000000,0.000000,0.000000,https
0.726919,0.000000,0.370000,https
0.890475,0.000130,0.315714,https
0.952853,0.000000,0.641667,https
0.000000,0.000000,0.026667,https
0.000000,0.000000,0.026667,https
0.000000,0.043794,0.220000,https
2.769442,0.000424,1.543768,https
0.000000,0.000000,0.026667,https
2.756320,0.054003,0.517441,https
0.000000,0.037537,0.024000,https
1.672147,0.024671,0.291282,https
0.000000,0.000067,0.000000,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.026667,https
0.000000,0.000000,0.026667,https
3.027640,0.000435,1.841609,https
6.379764,0.000447,1.962222,https
0.000000,0.037511,0.024000,https
1.614984,0.037509,0.588333,https
2.926151,0.050154,0.700140,https
0.688842,0.039191,7.493970,https
0.000000,0.000000,0.030000,https
1.717996,0.045851,1.121333,https
0.000000,0.037528,0.024000,https
8.887655,0.005303,2.642353,https
0.000000,0.051236,0.000000,https
1.023315,0.000127,0.354545,https
1.789693,0.043101,0.747111,https
0.000000,0.037528,0.024000,https
0.000000,0.000000,0.000000,https
8.105625,0.048168,4.950996,https
0.677423,0.019121,1.405957,https
0.500551,0.000066,0.572727,https
0.000000,0.051209,0.000000,https
1.311734,0.042367,5.471819,https
7.792242,0.005444,2.007320,https
0.000000,0.000000,0.026667,https
9.740424,0.000004,1.612381,https
0.647574,0.052198,0.189867,https
0.000000,0.000000,0.030000,https
3.643876,0.004468,1.122143,https
2.490089,0.000287,1.998148,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.026667,https
0.000000,0.037529,0.024000,https
0.160413,0.036344,0.066667,https
0.726919,0.000000,0.370000,https
0.000000,0.050862,0.000000,https
0.159755,0.000420,5.340465,https
1.212169,0.000714,5.401042,https
0.144371,0.004229,0.113333,https
0.000000,0.000000,0.106667,https
0.000000,0.037532,0.024000,https
0.000000,0.023473,0.208000,https
2.887275,0.000397,0.807246,https
3.584254,0.000093,0.552593,https
8.289713,0.017565,10.000000,https
7.480815,0.016110,6.799394,https
1.618545,0.000971,4.822893,https
2.484576,0.000474,1.740800,https
3.186487,0.001102,7.436592,https
0.000000,0.037767,0.017143,https
9.749526,0.000089,1.996667,https
0.000000,0.037520,0.024000,https
0.000000,0.000000,0.026667,https
0.000000,0.037499,0.232000,https
0.000000,0.000000,0.026667,https
6.257591,0.041002,1.317662,https
0.946435,0.000000,2.910476,https
10.000000,0.000007,4.224667,https
6.514491,0.024143,2.702523,https
4.122816,0.000011,0.581111,https
0.448982,0.025164,0.204731,https
0.000000,0.000000,0.026667,https
10.000000,0.000170,3.736667,https
0.000000,0.000000,0.026667,https
0.000000,0.000835,0.000000,https
0.000000,0.000000,0.000000,https
0.000000,0.037526,0.024000,https
0.000000,0.037528,0.024000,https
0.000000,0.037534,0.024000,https
0.000000,0.000000,0.030000,https
0.000000,0.050209,0.021818,https
1.096922,0.052638,6.998135,https
0.000000,0.000000,0.026667,https
0.000000,0.000000,0.026667,https
0.653167,0.052217,0.404946,https
0.933207,0.000000,0.631667,https
9.591039,0.000411,2.961975,https
1.194724,0.000000,2.620000,https
2.095663,0.000417,1.162222,https
0.000000,0.000000,0.000000,https
0.000000,0.025013,0.148000,https
8.272539,0.053339,4.994212,https
0.000000,0.000000,0.030000,https
0.000000,0.000000,0.026667,https
0.000000,0.000000,0.026667,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.160000,https
0.000000,0.037522,0.024000,https
0.000000,0.000000,1.520000,https
0.273925,0.042473,0.160000,https
0.000000,0.037532,0.024000,https
4.574667,0.017326,0.502292,https
0.000000,0.037717,0.024000,https
8.127523,0.037595,1.690172,https
0.933207,0.000000,0.631667,https
4.918896,0.000120,1.821667,https
3.217996,0.000107,1.933611,https
2.669450,0.005553,7.092781,https
0.000000,0.037537,0.024000,https
0.000000,0.037565,0.024000,https
1.952077,0.012503,1.325000,https
0.000000,0.037553,0.000000,https
0.062950,0.054426,6.418482,https
8.272788,0.003838,4.956522,https
0.000000,0.000000,0.026667,https
0.000000,0.000000,0.026667,https
3.253156,0.008271,5.588028,https
4.138373,0.000174,1.148333,https
9.532029,0.045024,4.266275,https
1.578175,0.053131,0.360702,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.000000,https
0.726919,0.000000,0.370000,https
0.000000,0.037528,0.024000,https
3.874990,0.000330,3.219333,https
3.633953,0.000138,0.907273,https
0.000000,0.037529,0.024000,https
0.000000,0.037578,0.024000,https
1.029210,0.000064,0.346667,https
0.000000,0.037520,0.024000,https
7.711229,0.028461,2.053725,https
4.316053,0.000331,1.592821,https
0.553424,0.025004,0.328571,https
2.474096,0.000442,3.350085,https
0.000000,0.037550,0.017778,https
0.000000,0.037570,0.024000,https
0.807419,0.022752,0.429333,https
3.059931,0.000159,7.519542,https
0.742313,0.045017,10.000000,https
0.631477,0.021994,0.707126,https
0.000000,0.000000,0.026667,https
0.000000,0.000000,0.026667,https
0.000000,0.000000,0.026667,https
0.000000,0.000000,0.106667,https
0.229872,0.044339,0.086000,https
1.142646,0.052029,0.265161,https
0.000000,0.037570,0.024000,https
0.000000,0.000000,0.000000,https
4.507700,0.037688,0.943056,https
0.000000,0.000000,0.026667,https
6.689288,0.000431,0.953333,https
3.426207,0.005967,7.483445,https
3.291225,0.000457,0.836296,https
0.500551,0.000093,0.476364,https
0.000000,0.037537,0.024000,https
0.469053,0.034076,0.419048,https
4.821420,0.004374,7.106398,https
0.000000,0.000000,0.026667,https
0.000000,0.037530,0.024000,https
7.023325,0.037835,1.220215,https
8.968760,0.045234,3.511096,https
0.617093,0.050157,4.494330,https
7.768356,0.015898,2.813801,https
6.260103,0.054622,4.709698,https
0.000000,0.000000,0.030000,https
0.000000,0.037553,0.000000,https
2.437052,0.038671,1.330968,https
0.000000,0.000000,0.000000,https
0.000000,0.037570,0.024000,https
0.000000,0.037528,0.024000,https
0.281752,0.000543,0.088889,https
0.000000,0.000000,0.026667,https
2.695295,0.000416,1.626333,https
0.000000,0.000000,0.026667,https
2.850111,0.000274,2.116190,https
1.780578,0.046170,1.766508,https
5.630766,0.000261,1.086667,https
0.000000,0.000000,0.013333,https
7.824704,0.000530,2.145333,https
8.843987,0.000514,2.606923,https
0.000000,0.000000,0.026667,https
0.933207,0.000000,0.631667,https
3.099611,0.000180,2.128462,https
0.000000,0.000000,0.026667,https
0.324167,0.000096,0.129333,https
0.000000,0.037657,0.022857,https
5.017510,0.049568,3.554222,https
1.217824,0.044062,0.315556,https
0.000000,0.037553,0.000000,https
1.071288,0.040108,0.437923,https
9.552845,0.004696,3.674444,https
0.933207,0.000000,0.631667,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.026667,https
7.461543,0.000238,1.612889,https
0.000000,0.000000,0.210000,https
0.000000,0.000000,0.210000,https
0.273291,0.000000,0.144000,https
0.000000,0.000000,0.013333,https
0.000000,0.000000,0.026667,https
0.000000,0.000000,0.113333,https
4.209320,0.000482,0.545333,https
0.304520,0.000512,0.098667,https
0.058939,0.000000,0.013333,https
0.000000,0.000000,0.030000,https
3.603045,0.000355,0.873846,https
3.627771,0.000431,0.831111,https
0.174503,0.001471,6.376340,https
0.000000,0.000000,0.040000,https
9.065623,0.000481,5.883922,https
1.963905,0.000424,2.171667,https
0.000000,0.000000,2.422222,https
1.051186,0.001160,4.498182,https
1.472567,0.001556,0.906667,https
0.000000,0.000000,0.040000,https
8.773568,0.000234,5.412619,https
1.563467,0.000839,1.384800,https
0.000000,0.000000,0.013333,https
0.000000,0.000000,0.040000,https
0.000000,0.000000,0.040000,https
0.215328,0.000001,0.106667,https
7.531440,0.000830,2.456812,https
0.000000,0.000000,0.040000,https
0.000000,0.000000,0.026667,https
0.304520,0.000000,0.103333,https
0.383106,0.000000,0.156000,https
0.000000,0.000184,3.039048,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.040000,https
0.000000,0.000000,0.040000,https
0.000000,0.000557,0.405000,https
0.000000,0.000000,0.000000,https
0.166995,0.000000,0.069333,https
1.031306,0.000800,1.080635,https
0.000000,0.000000,2.440000,https
5.972524,0.000000,1.023333,https
4.885191,0.000960,2.308000,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.000000,https
0.628687,0.000000,0.106667,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.026667,https
0.000000,0.000000,0.000000,https
0.383106,0.000087,0.104000,https
0.383106,0.000001,0.130000,https
0.383106,0.000106,0.111429,https
0.000000,0.000000,0.000000,https
5.053318,0.001331,1.418974,https
0.000000,0.000000,0.026667,https
0.000000,0.000000,0.000000,https
1.006636,0.000872,1.089206,https
0.000000,0.000000,0.293333,https
0.000000,0.000007,0.266667,https
1.964646,0.000000,0.333333,https
1.964646,0.000000,0.333333,https
10.000000,0.000000,2.157333,https
0.000000,0.000000,0.040000,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,1.257778,https
0.000000,0.000000,0.000000,https
0.304520,0.000000,0.113333,https
0.304520,0.000000,0.103333,https
3.394209,0.003876,0.776410,https
3.107536,0.002236,5.808221,https
2.778405,0.002241,5.913148,https
0.000000,0.000000,0.040000,https
0.000000,0.000000,0.040000,https
0.273291,0.000000,0.144000,https
0.000000,0.000000,0.026667,https
1.112966,0.000887,4.647143,https
0.383106,0.000000,0.130000,https
0.000000,0.000000,0.324444,https
0.362996,0.003017,4.939386,https
0.000000,0.000000,0.040000,https
0.000000,0.000001,0.000000,https
1.703952,0.000867,1.397600,https
0.000000,0.000000,0.040000,https
0.000000,0.002917,0.046667,https
2.712757,0.003039,0.596491,https
0.325898,0.000093,0.114074,https
3.202879,0.001391,2.511429,https
1.081020,0.000069,3.448736,https
1.160303,0.003025,6.316986,https
0.000000,0.000000,0.026667,https
0.000000,0.000000,0.000000,https
3.193629,0.001583,2.707692,https
2.918811,0.001594,2.346667,https
2.918811,0.001609,2.346667,https
5.437325,0.000703,2.476491,https
0.000000,0.000000,0.292000,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.324444,https
0.000000,0.000021,0.000000,https
0.325898,0.000037,0.146667,https
3.355475,0.002097,0.528205,https
3.355475,0.002097,0.528205,https
0.000000,0.000000,0.000000,https
0.000000,0.000013,0.000000,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.013333,https
0.000000,0.000000,0.337778,https
0.000000,0.000000,0.337778,https
0.000000,0.000000,0.337778,https
3.079714,0.003060,0.710000,https
0.000000,0.000000,0.186667,https
8.204972,0.003869,2.970769,https
0.000000,0.000000,0.040000,https
0.000000,0.000000,0.040000,https
0.000000,0.000000,0.040000,https
2.249551,0.003713,2.511556,https
2.740386,0.005394,0.639333,https
0.000000,0.000000,0.040000,https
0.000000,0.000000,0.293333,https
7.010489,0.001284,1.524848,https
0.304520,0.000000,0.137778,https
0.048124,0.000000,4.091429,https
0.491031,0.000262,0.077778,https
8.181690,0.009219,2.063457,https
6.750277,0.009143,1.403333,https
0.058939,0.000000,0.013333,https
0.235758,0.000000,0.080000,https
0.000000,0.005873,0.062857,https
0.000000,0.000000,0.166667,https
0.248640,0.000002,0.121905,https
0.000000,0.000000,0.026667,https
0.321547,0.004233,4.462784,https
0.000000,0.000000,0.040000,https
0.000000,0.000000,0.337778,https
0.000000,0.000006,2.462667,https
0.000000,0.000008,2.462667,https
2.741931,0.010214,0.512632,https
3.090937,0.010729,0.455758,https
7.275633,0.000027,1.432381,https
0.000000,0.000038,2.908000,https
2.378934,0.000434,1.967778,https
0.000000,0.000000,0.040000,https
0.235758,0.000000,0.080000,https
0.000000,0.009813,0.046667,https
0.000000,0.000000,0.000000,https
2.466085,0.005985,4.687689,https
2.095689,0.006120,3.943175,https
1.746706,0.008397,6.615096,https
0.000000,0.000000,8.545714,https
0.000000,0.000000,0.040000,https
0.000000,0.000000,0.040000,https
0.000000,0.000000,0.040000,https
0.000000,0.000000,0.040000,https
0.000000,0.000000,0.040000,https
0.000000,0.000000,0.040000,https
0.000000,0.000000,0.040000,https
0.000000,0.000000,0.040000,https
0.000000,0.000000,0.040000,https
0.000000,0.000000,0.040000,https
0.000000,0.000000,0.040000,https
0.000000,0.000000,0.040000,https
0.000000,0.000000,0.040000,https
7.058001,0.008023,1.222821,https
0.000000,0.000000,0.408889,https
0.000000,0.000000,1.377778,https
0.000000,0.012262,0.083333,https
7.017920,0.007873,1.521596,https
6.389596,0.007667,1.238519,https
0.000000,0.000000,0.243333,https
0.717096,0.000070,0.199048,https
0.000000,0.000184,0.020000,https
3.472353,0.006748,4.522557,https
1.315547,0.000283,10.000000,https
4.714299,0.000592,1.004667,https
0.235758,0.000001,0.064000,https
0.235758,0.000000,0.080000,https
0.000000,0.000002,0.008000,https
7.558649,0.000822,2.496061,https
4.228536,0.006132,3.599030,https
5.847259,0.000000,6.121333,https
9.822162,0.001070,3.131813,https
0.000000,0.000000,0.013333,https
0.000000,0.000000,0.040000,https
0.248640,0.000000,0.041333,https
0.273291,0.000002,0.097143,https
2.062263,0.002239,3.586729,https
0.668605,0.000000,0.261111,https
5.078610,0.004835,1.378667,https
9.574236,0.000318,1.812821,https
1.542932,0.001941,5.076971,https
0.000000,0.000000,0.013333,https
10.000000,0.000000,6.257778,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.000000,https
0.000000,0.000003,0.000000,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.000000,https
0.000000,0.000001,0.000000,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.000000,https
0.000000,0.000068,0.124000,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.040000,https
1.851348,0.000052,0.415000,https
0.000000,0.000000,0.013333,https
4.253041,0.007483,6.541222,https
0.383106,0.000055,0.104000,https
5.137328,0.000231,1.064815,https
0.000000,0.000000,0.000000,https
0.000000,0.000000,0.000000,https
0.383106,0.000001,0.130000,https
0.000000,0.000000,0.000000,https
2.380552,0.009438,2.550159,https
2.032107,0.010204,4.899533,https
0.000000,0.000000,4.555556,https
0.000000,0.000000,0.337778,https
0.000000,0.000000,4.560000,https
0.000000,0.011043,0.046667,https
7.488369,0.004843,2.325789,https
0.000000,0.000000,4.568889,https
4.942322,0.001361,1.961930,https
0.000000,0.000000,1.445000,https
1.506437,0.001308,10.000000,https
